opeid8,award_year,descriptor,raw_values,normalized_values
00123700,2017-2018,school,MERCED COLLEGE | MERCED COMMUNITY COLLEGE,MERCED COLLEGE | MERCED COMMUNITY COLLEGE
00123700,2018-2019,school,MERCED COLLEGE | Merced Community College,MERCED COLLEGE | MERCED COMMUNITY COLLEGE
00123700,2019-2020,school,MERCED COLLEGE | Merced Community College,MERCED COLLEGE | MERCED COMMUNITY COLLEGE
00123700,2020-2021,school,MERCED COLLEGE | Merced Community College,MERCED COLLEGE | MERCED COMMUNITY COLLEGE
00123900,2001-2002,school,MIRACOSTA COLLEGE | MIRA COSTA COLLEGE,MIRACOSTA COLLEGE | MIRA COSTA COLLEGE
00124000,2001-2002,school,MODESTO JUNIOR COLLEGE | MODESTO JR COLLEGE,MODESTO JUNIOR COLLEGE | MODESTO JR COLLEGE
00124300,1999-2000,school,MOUNT SAINT MARY'S COLLEGE | MOUNT ST. MARY'S COLLEGE,MOUNT SAINT MARYS COLLEGE | MOUNT ST MARYS COLLEGE
00124300,2000-2001,school,MOUNT SAINT MARY'S COLLEGE | MOUNT ST. MARY'S COLLEGE,MOUNT SAINT MARYS COLLEGE | MOUNT ST MARYS COLLEGE
00124300,2001-2002,school,MOUNT SAINT MARY'S COLLEGE | MOUNT ST. MARY'S COLLEGE,MOUNT SAINT MARYS COLLEGE | MOUNT ST MARYS COLLEGE
00124300,2002-2003,school,MOUNT SAINT MARY'S COLLEGE | Mount St. Mary's College | MOUNT ST. MARY'S COLLEGE,MOUNT SAINT MARYS COLLEGE | MOUNT ST MARYS COLLEGE
00124300,2003-2004,school,MOUNT SAINT MARY'S COLLEGE | Mount St. Mary's College | MOUNT ST. MARY'S COLLEGE,MOUNT SAINT MARYS COLLEGE | MOUNT ST MARYS COLLEGE
00124300,2004-2005,school,MOUNT SAINT MARY'S COLLEGE | Mount St. Mary's College | MOUNT ST. MARY'S COLLEGE,MOUNT SAINT MARYS COLLEGE | MOUNT ST MARYS COLLEGE
00124300,2005-2006,school,MOUNT SAINT MARY'S COLLEGE | Mount St. Mary's College | MOUNT ST. MARY'S COLLEGE,MOUNT SAINT MARYS COLLEGE | MOUNT ST MARYS COLLEGE
00124300,2006-2007,school,MOUNT SAINT MARY'S COLLEGE | Mount St. Mary's College | MOUNT ST. MARY'S COLLEGE,MOUNT SAINT MARYS COLLEGE | MOUNT ST MARYS COLLEGE
00124300,2007-2008,school,MOUNT SAINT MARY'S COLLEGE | Mount St. Mary's College | MOUNT ST. MARY'S COLLEGE,MOUNT SAINT MARYS COLLEGE | MOUNT ST MARYS COLLEGE
00124300,2008-2009,school,MOUNT SAINT MARY'S COLLEGE | Mount St. Mary's College | MOUNT ST. MARY'S COLLEGE,MOUNT SAINT MARYS COLLEGE | MOUNT ST MARYS COLLEGE
00124300,2009-2010,school,MOUNT SAINT MARY'S COLLEGE | Mount St. Mary's College | MOUNT ST. MARY'S COLLEGE,MOUNT SAINT MARYS COLLEGE | MOUNT ST MARYS COLLEGE
00124300,2010-2011,school,MOUNT SAINT MARY'S COLLEGE | Mount St. Mary's College | MOUNT ST. MARY'S COLLEGE,MOUNT SAINT MARYS COLLEGE | MOUNT ST MARYS COLLEGE
00124300,2011-2012,school,MOUNT SAINT MARY'S COLLEGE | Mount St. Mary's College | MOUNT ST. MARY'S COLLEGE,MOUNT SAINT MARYS COLLEGE | MOUNT ST MARYS COLLEGE
00124300,2012-2013,school,MOUNT SAINT MARY'S UNIVERSITY | Mount St. Mary's College,MOUNT SAINT MARYS UNIVERSITY | MOUNT ST MARYS COLLEGE
00124300,2013-2014,school,MOUNT SAINT MARY'S UNIVERSITY | Mount St. Mary's College,MOUNT SAINT MARYS UNIVERSITY | MOUNT ST MARYS COLLEGE
00124500,2001-2002,school,MOUNT SAN ANTONIO COLLEGE | MT. SAN ANTONIO COLLEGE,MOUNT SAN ANTONIO COLLEGE | MT SAN ANTONIO COLLEGE
00124600,2001-2002,school,MT SAN JACINTO COLLEGE | MOUNT SAN JACINTO COLLEGE | MT. SAN JACINTO COLLEGE,MT SAN JACINTO COLLEGE | MOUNT SAN JACINTO COLLEGE
00124600,2002-2003,school,MT. SAN JACINTO COLLEGE | Mount San Jacinto College,MT SAN JACINTO COLLEGE | MOUNT SAN JACINTO COLLEGE
00124600,2003-2004,school,MT. SAN JACINTO COLLEGE | Mount San Jacinto College,MT SAN JACINTO COLLEGE | MOUNT SAN JACINTO COLLEGE
00124600,2004-2005,school,MT. SAN JACINTO COLLEGE | Mount San Jacinto College,MT SAN JACINTO COLLEGE | MOUNT SAN JACINTO COLLEGE
00124600,2005-2006,school,MT. SAN JACINTO COLLEGE | Mount San Jacinto College,MT SAN JACINTO COLLEGE | MOUNT SAN JACINTO COLLEGE
00124600,2006-2007,school,MT. SAN JACINTO COLLEGE | Mount San Jacinto College,MT SAN JACINTO COLLEGE | MOUNT SAN JACINTO COLLEGE
00126000,2001-2002,school,PALOMAR COLLEGE | PALOMAR COMMUNITY COLLEGE,PALOMAR COLLEGE | PALOMAR COMMUNITY COLLEGE
00126200,2001-2002,school,POINT LOMA NAZARENE UNIVERSITY | POINT LOMA COLLEGE,POINT LOMA NAZARENE UNIVERSITY | POINT LOMA COLLEGE
00126900,2001-2002,school,RIO HONDO COMMUNITY COLLEGE | RIO HONDO COLLEGE,RIO HONDO COMMUNITY COLLEGE | RIO HONDO COLLEGE
00126900,2002-2003,school,RIO HONDO COMMUNITY COLLEGE | RIO HONDO COLLEGE,RIO HONDO COMMUNITY COLLEGE | RIO HONDO COLLEGE
00127000,2008-2009,school,RIVERSIDE CITY COLLEGE | Riverside Community College,RIVERSIDE CITY COLLEGE | RIVERSIDE COMMUNITY COLLEGE
00128100,2001-2002,school,WILLIAM JESSUP UNIVERSITY | SAN JOSE CHRISTIAN COLLEGE,WILLIAM JESSUP UNIVERSITY | SAN JOSE CHRISTIAN COLLEGE
00128100,2002-2003,school,WILLIAM JESSUP UNIVERSITY | San Jose Christian College,WILLIAM JESSUP UNIVERSITY | SAN JOSE CHRISTIAN COLLEGE
00128100,2003-2004,school,WILLIAM JESSUP UNIVERSITY | San Jose Christian College,WILLIAM JESSUP UNIVERSITY | SAN JOSE CHRISTIAN COLLEGE
00128700,1999-2000,school,SANTA ROSA JUNIOR COLLEGE - SANTA ROSA | SANTA ROSA JUNIOR COLLEGE,SANTA ROSA JUNIOR COLLEGE SANTA ROSA | SANTA ROSA JUNIOR COLLEGE
00128700,2000-2001,school,SANTA ROSA JUNIOR COLLEGE - SANTA ROSA | SANTA ROSA JUNIOR COLLEGE,SANTA ROSA JUNIOR COLLEGE SANTA ROSA | SANTA ROSA JUNIOR COLLEGE
00128700,2001-2002,school,SANTA ROSA JUNIOR COLLEGE - SANTA ROSA | SANTA ROSA JR COLLEGE | SANTA ROSA JUNIOR COLLEGE,SANTA ROSA JUNIOR COLLEGE SANTA ROSA | SANTA ROSA JR COLLEGE | SANTA ROSA JUNIOR COLLEGE
00128700,2002-2003,school,SANTA ROSA JUNIOR COLLEGE - SANTA ROSA | Santa Rosa Junior College | SANTA ROSA JUNIOR COLLEGE,SANTA ROSA JUNIOR COLLEGE SANTA ROSA | SANTA ROSA JUNIOR COLLEGE
00128700,2003-2004,school,SANTA ROSA JUNIOR COLLEGE - SANTA ROSA | Santa Rosa Junior College | SANTA ROSA JUNIOR COLLEGE,SANTA ROSA JUNIOR COLLEGE SANTA ROSA | SANTA ROSA JUNIOR COLLEGE
00128700,2004-2005,school,SANTA ROSA JUNIOR COLLEGE - SANTA ROSA | Santa Rosa Junior College | SANTA ROSA JUNIOR COLLEGE,SANTA ROSA JUNIOR COLLEGE SANTA ROSA | SANTA ROSA JUNIOR COLLEGE
00128700,2005-2006,school,SANTA ROSA JUNIOR COLLEGE - SANTA ROSA | Santa Rosa Junior College | SANTA ROSA JUNIOR COLLEGE,SANTA ROSA JUNIOR COLLEGE SANTA ROSA | SANTA ROSA JUNIOR COLLEGE
00128700,2006-2007,school,SANTA ROSA JUNIOR COLLEGE - SANTA ROSA | Santa Rosa Junior College | SANTA ROSA JUNIOR COLLEGE,SANTA ROSA JUNIOR COLLEGE SANTA ROSA | SANTA ROSA JUNIOR COLLEGE
00128700,2007-2008,school,SANTA ROSA JUNIOR COLLEGE - SANTA ROSA | Santa Rosa Junior College | SANTA ROSA JUNIOR COLLEGE,SANTA ROSA JUNIOR COLLEGE SANTA ROSA | SANTA ROSA JUNIOR COLLEGE
00128700,2008-2009,school,SANTA ROSA JUNIOR COLLEGE - SANTA ROSA | Santa Rosa Junior College | SANTA ROSA JUNIOR COLLEGE,SANTA ROSA JUNIOR COLLEGE SANTA ROSA | SANTA ROSA JUNIOR COLLEGE
00128700,2009-2010,school,SANTA ROSA JUNIOR COLLEGE - SANTA ROSA | Santa Rosa Junior College | SANTA ROSA JUNIOR COLLEGE,SANTA ROSA JUNIOR COLLEGE SANTA ROSA | SANTA ROSA JUNIOR COLLEGE
00128700,2010-2011,school,SANTA ROSA JUNIOR COLLEGE - SANTA ROSA | Santa Rosa Junior College | SANTA ROSA JUNIOR COLLEGE,SANTA ROSA JUNIOR COLLEGE SANTA ROSA | SANTA ROSA JUNIOR COLLEGE
00128700,2011-2012,school,SANTA ROSA JUNIOR COLLEGE - SANTA ROSA | Santa Rosa Junior College | SANTA ROSA JUNIOR COLLEGE,SANTA ROSA JUNIOR COLLEGE SANTA ROSA | SANTA ROSA JUNIOR COLLEGE
00128700,2012-2013,school,SANTA ROSA JUNIOR COLLEGE - SANTA ROSA | Santa Rosa Junior College | SANTA ROSA JUNIOR COLLEGE,SANTA ROSA JUNIOR COLLEGE SANTA ROSA | SANTA ROSA JUNIOR COLLEGE
00128700,2013-2014,school,SANTA ROSA JUNIOR COLLEGE - SANTA ROSA | Santa Rosa Junior College,SANTA ROSA JUNIOR COLLEGE SANTA ROSA | SANTA ROSA JUNIOR COLLEGE
00128700,2014-2015,school,SANTA ROSA JUNIOR COLLEGE - SANTA ROSA | Santa Rosa Junior College,SANTA ROSA JUNIOR COLLEGE SANTA ROSA | SANTA ROSA JUNIOR COLLEGE
00128700,2015-2016,school,SANTA ROSA JUNIOR COLLEGE - SANTA ROSA | Santa Rosa Junior College,SANTA ROSA JUNIOR COLLEGE SANTA ROSA | SANTA ROSA JUNIOR COLLEGE
00128700,2016-2017,school,SANTA ROSA JUNIOR COLLEGE - SANTA ROSA | Santa Rosa Junior College,SANTA ROSA JUNIOR COLLEGE SANTA ROSA | SANTA ROSA JUNIOR COLLEGE
00128700,2017-2018,school,SANTA ROSA JUNIOR COLLEGE - SANTA ROSA | SANTA ROSA JUNIOR COLLEGE,SANTA ROSA JUNIOR COLLEGE SANTA ROSA | SANTA ROSA JUNIOR COLLEGE
00128700,2018-2019,school,SANTA ROSA JUNIOR COLLEGE - SANTA ROSA | Santa Rosa Junior College,SANTA ROSA JUNIOR COLLEGE SANTA ROSA | SANTA ROSA JUNIOR COLLEGE
00129100,2001-2002,school,SIMPSON UNIVERSITY | SIMPSON COLLEGE,SIMPSON UNIVERSITY | SIMPSON COLLEGE
00129100,2002-2003,school,SIMPSON UNIVERSITY | Simpson College,SIMPSON UNIVERSITY | SIMPSON COLLEGE
00129100,2003-2004,school,SIMPSON UNIVERSITY | Simpson College,SIMPSON UNIVERSITY | SIMPSON COLLEGE
00129100,2004-2005,school,SIMPSON UNIVERSITY | Simpson College,SIMPSON UNIVERSITY | SIMPSON COLLEGE
00129400,2010-2011,school,SOUTHWESTERN COLLEGE | Southwestern College | SOUTHWESTERN COMMUNITY COLLEGE DISTRICT,SOUTHWESTERN COLLEGE | SOUTHWESTERN COMMUNITY COLLEGE DISTRICT
00129400,2011-2012,school,SOUTHWESTERN COMMUNITY COLLEGE DISTRICT | Southwestern College,SOUTHWESTERN COMMUNITY COLLEGE DISTRICT | SOUTHWESTERN COLLEGE
00129500,2001-2002,school,SOUTHWESTERN UNIVERSITY SCH OF LAW | SOUTHWESTERN UNIVERSITY SCHOOL OF LAW,SOUTHWESTERN UNIVERSITY SCH OF LAW | SOUTHWESTERN UNIVERSITY SCHOOL OF LAW
00129500,2009-2010,school,Southwestern University School of Law | SOUTHWESTERN LAW SCHOOL,SOUTHWESTERN UNIVERSITY SCHOOL OF LAW | SOUTHWESTERN LAW SCHOOL
00129900,2001-2002,school,SAINT JOHN'S SEMINARY | ST JOHN'S SEMINARY COLLEGE,SAINT JOHNS SEMINARY | ST JOHNS SEMINARY COLLEGE
00131200,2001-2002,school,"UNIVERSITY OF CALIFORNIA, BERKELEY | UNIVERSITY OF CALIFORNIA (THE) - BERKELEY",UNIVERSITY OF CALIFORNIA BERKELEY | UNIVERSITY OF CALIFORNIA THE BERKELEY
00131700,1999-2000,school,"UNIVERSITY OF CALIFORNIA, SAN DIEGO (UCSD) | UNIVERSITY OF CALIFORNIA, SAN DIEGO",UNIVERSITY OF CALIFORNIA SAN DIEGO UCSD | UNIVERSITY OF CALIFORNIA SAN DIEGO
00131700,2000-2001,school,"UNIVERSITY OF CALIFORNIA, SAN DIEGO (UCSD) | UNIVERSITY OF CALIFORNIA, SAN DIEGO",UNIVERSITY OF CALIFORNIA SAN DIEGO UCSD | UNIVERSITY OF CALIFORNIA SAN DIEGO
00131700,2001-2002,school,"UNIVERSITY OF CALIFORNIA, SAN DIEGO (UCSD) | UNIVERSITY OF CALIFORNIA SAN DIEGO (UCSD) | UNIVERSITY OF CALIFORNIA, SAN DIEGO",UNIVERSITY OF CALIFORNIA SAN DIEGO UCSD | UNIVERSITY OF CALIFORNIA SAN DIEGO
00131700,2002-2003,school,"UNIVERSITY OF CALIFORNIA, SAN DIEGO | UNIVERSITY OF CALIFORNIA SAN DIEGO (UCSD)",UNIVERSITY OF CALIFORNIA SAN DIEGO | UNIVERSITY OF CALIFORNIA SAN DIEGO UCSD
00131700,2003-2004,school,"UNIVERSITY OF CALIFORNIA, SAN DIEGO | University of California, San Diego (UCSD)",UNIVERSITY OF CALIFORNIA SAN DIEGO | UNIVERSITY OF CALIFORNIA SAN DIEGO UCSD
00131700,2004-2005,school,"UNIVERSITY OF CALIFORNIA, SAN DIEGO | University of California, San Diego (UCSD)",UNIVERSITY OF CALIFORNIA SAN DIEGO | UNIVERSITY OF CALIFORNIA SAN DIEGO UCSD
00131700,2005-2006,school,"UNIVERSITY OF CALIFORNIA, SAN DIEGO | University of California, San Diego (UCSD)",UNIVERSITY OF CALIFORNIA SAN DIEGO | UNIVERSITY OF CALIFORNIA SAN DIEGO UCSD
00131700,2006-2007,school,"UNIVERSITY OF CALIFORNIA, SAN DIEGO | University of California, San Diego (UCSD)",UNIVERSITY OF CALIFORNIA SAN DIEGO | UNIVERSITY OF CALIFORNIA SAN DIEGO UCSD
00132000,2001-2002,school,"UNIVERSITY OF CALIFORNIA, SANTA BARBARA | UNIVERSITY OF CALIFORNIA-SA BARBARA",UNIVERSITY OF CALIFORNIA SANTA BARBARA | UNIVERSITY OF CALIFORNIA SA BARBARA
00133500,2001-2002,school,VICTOR VALLEY COMMUNITY COLLEGE | VICTOR VALLEY COLLEGE,VICTOR VALLEY COMMUNITY COLLEGE | VICTOR VALLEY COLLEGE
00133900,2001-2002,school,CORBAN COLLEGE | WESTERN BAPTIST COLLEGE,CORBAN COLLEGE | WESTERN BAPTIST COLLEGE
00133900,2002-2003,school,CORBAN COLLEGE | Western Baptist College,CORBAN COLLEGE | WESTERN BAPTIST COLLEGE
00133900,2003-2004,school,CORBAN COLLEGE | Western Baptist College,CORBAN COLLEGE | WESTERN BAPTIST COLLEGE
00133900,2004-2005,school,CORBAN UNIVERSITY | Western Baptist College | CORBAN COLLEGE,CORBAN UNIVERSITY | WESTERN BAPTIST COLLEGE | CORBAN COLLEGE
00133900,2005-2006,school,CORBAN UNIVERSITY | Corban College | CORBAN COLLEGE,CORBAN UNIVERSITY | CORBAN COLLEGE
00133900,2007-2008,school,CORBAN COLLEGE | Corban College | CORBAN UNIVERSITY,CORBAN COLLEGE | CORBAN UNIVERSITY
00133900,2008-2009,school,CORBAN UNIVERSITY | Corban College,CORBAN UNIVERSITY | CORBAN COLLEGE
00134500,2010-2011,school,ADAMS STATE UNIVERSITY | Adams State College,ADAMS STATE UNIVERSITY | ADAMS STATE COLLEGE
00134500,2011-2012,school,ADAMS STATE UNIVERSITY | Adams State College,ADAMS STATE UNIVERSITY | ADAMS STATE COLLEGE
00135800,2009-2010,school,COLORADO MESA UNIVERSITY | Mesa State College,COLORADO MESA UNIVERSITY | MESA STATE COLLEGE
00136000,2010-2011,school,METROPOLITAN STATE UNIVERSITY OF DENVER | Metropolitan State College of Denver,METROPOLITAN STATE UNIVERSITY OF DENVER | METROPOLITAN STATE COLLEGE OF DENVER
00136100,2001-2002,school,NORTHEASTERN JUNIOR COLLEGE | NORTHEASTERN JR COLLEGE,NORTHEASTERN JUNIOR COLLEGE | NORTHEASTERN JR COLLEGE
00136200,2020-2021,school,OTERO COLLEGE | Otero Junior College,OTERO COLLEGE | OTERO JUNIOR COLLEGE
00136200,2021-2022,school,OTERO COLLEGE | Otero Junior College,OTERO COLLEGE | OTERO JUNIOR COLLEGE
00136500,2001-2002,school,COLORADO STATE UNIVERSITY-PUEBLO | UNIVERSITY OF SOUTHERN COLORADO,COLORADO STATE UNIVERSITY PUEBLO | UNIVERSITY OF SOUTHERN COLORADO
00136500,2002-2003,school,COLORADO STATE UNIVERSITY-PUEBLO | University of Southern Colorado,COLORADO STATE UNIVERSITY PUEBLO | UNIVERSITY OF SOUTHERN COLORADO
00136800,2019-2020,school,TRINIDAD STATE COLLEGE | Trinidad State Junior College,TRINIDAD STATE COLLEGE | TRINIDAD STATE JUNIOR COLLEGE
00136800,2020-2021,school,TRINIDAD STATE COLLEGE | Trinidad State Junior College,TRINIDAD STATE COLLEGE | TRINIDAD STATE JUNIOR COLLEGE
00137000,2009-2010,school,UNIVERSITY OF COLORADO BOULDER | University of Colorado at Boulder,UNIVERSITY OF COLORADO BOULDER | UNIVERSITY OF COLORADO AT BOULDER
00137200,2010-2011,school,WESTERN STATE COLORADO UNIVERSITY | Western State College of Colorado,WESTERN STATE COLORADO UNIVERSITY | WESTERN STATE COLLEGE OF COLORADO
00137200,2017-2018,school,WESTERN COLORADO UNIVERSITY | Western State Colorado University,WESTERN COLORADO UNIVERSITY | WESTERN STATE COLORADO UNIVERSITY
00138700,2019-2020,school,Hartford Seminary | HARTFORD INTERNATIONAL UNIVERSITY FOR RELIGION AND PEACE,HARTFORD SEMINARY | HARTFORD INTERNATIONAL UNIVERSITY FOR RELIGION AND PEACE
00138700,2020-2021,school,Hartford Seminary | HARTFORD INTERNATIONAL UNIVERSITY FOR RELIGION AND PEACE,HARTFORD SEMINARY | HARTFORD INTERNATIONAL UNIVERSITY FOR RELIGION AND PEACE
00138900,2001-2002,school,HOLY APOSTLES COLLEGE & SEMINARY | HOLY APOSTLES COLLEGE,HOLY APOSTLES COLLEGE AND SEMINARY | HOLY APOSTLES COLLEGE
00139800,2001-2002,school,NORTHWESTERN CONNECTICUT COMMUNITY COLLEGE | NORTHWESTERN CONNECTICUT CMTY COL,NORTHWESTERN CONNECTICUT COMMUNITY COLLEGE | NORTHWESTERN CONNECTICUT CMTY COL
00139900,2001-2002,school,NORWALK COMMUNITY COLLEGE | NORWALK COMMUNITY TECHNICAL COLLEGE,NORWALK COMMUNITY COLLEGE | NORWALK COMMUNITY TECHNICAL COLLEGE
00140100,2001-2002,school,POST UNIVERSITY | TEIKYO POST UNIVERSITY,POST UNIVERSITY | TEIKYO POST UNIVERSITY
00140100,2002-2003,school,POST UNIVERSITY | Teikyo Post University,POST UNIVERSITY | TEIKYO POST UNIVERSITY
00140100,2003-2004,school,POST UNIVERSITY | Teikyo Post University,POST UNIVERSITY | TEIKYO POST UNIVERSITY
00140100,2004-2005,school,POST UNIVERSITY | Teikyo Post University,POST UNIVERSITY | TEIKYO POST UNIVERSITY
00140200,2001-2002,school,QUINNIPIAC UNIVERSITY | QUINNIPIAC COLLEGE,QUINNIPIAC UNIVERSITY | QUINNIPIAC COLLEGE
00140600,2001-2002,school,SOUTHERN CONNECTICUT STATE UNIVERSITY | SOUTHERN CONNECTICUT STATE UNIV,SOUTHERN CONNECTICUT STATE UNIVERSITY | SOUTHERN CONNECTICUT STATE UNIV
00140900,2010-2011,school,UNIVERSITY OF SAINT JOSEPH | Saint Joseph College,UNIVERSITY OF SAINT JOSEPH | SAINT JOSEPH COLLEGE
00143600,2012-2013,school,CAPITOL TECHNOLOGY UNIVERSITY | Capitol College,CAPITOL TECHNOLOGY UNIVERSITY | CAPITOL COLLEGE
00144400,2001-2002,school,GEORGE WASHINGTON UNIVERSITY | GEORGE WASHINGTON UNIV,GEORGE WASHINGTON UNIVERSITY | GEORGE WASHINGTON UNIV
00146000,2001-2002,school,TRINITY UNIVERSITY | TRINITY COLLEGE,TRINITY UNIVERSITY | TRINITY COLLEGE
00146000,2002-2003,school,TRINITY UNIVERSITY | Trinity College,TRINITY UNIVERSITY | TRINITY COLLEGE
00146000,2003-2004,school,TRINITY UNIVERSITY | Trinity College,TRINITY UNIVERSITY | TRINITY COLLEGE
00146000,2004-2005,school,TRINITY UNIVERSITY | Trinity College,TRINITY UNIVERSITY | TRINITY COLLEGE
00146000,2010-2011,school,TRINITY COLLEGE | Trinity University,TRINITY COLLEGE | TRINITY UNIVERSITY
00146000,2016-2017,school,Trinity Washington University | Trinity College,TRINITY WASHINGTON UNIVERSITY | TRINITY COLLEGE
00146700,1999-2000,school,BETHUNE COOKMAN COLLEGE | BETHUNE COOKMAN UNIVERSITY,BETHUNE COOKMAN COLLEGE | BETHUNE COOKMAN UNIVERSITY
00146700,2000-2001,school,BETHUNE COOKMAN COLLEGE | BETHUNE COOKMAN UNIVERSITY,BETHUNE COOKMAN COLLEGE | BETHUNE COOKMAN UNIVERSITY
00146700,2001-2002,school,BETHUNE COOKMAN COLLEGE | BETHUNE COOKMAN UNIVERSITY,BETHUNE COOKMAN COLLEGE | BETHUNE COOKMAN UNIVERSITY
00146700,2002-2003,school,BETHUNE COOKMAN UNIVERSITY | BETHUNE COOKMAN COLLEGE,BETHUNE COOKMAN UNIVERSITY | BETHUNE COOKMAN COLLEGE
00146700,2003-2004,school,BETHUNE COOKMAN UNIVERSITY | Bethune Cookman College,BETHUNE COOKMAN UNIVERSITY | BETHUNE COOKMAN COLLEGE
00146700,2004-2005,school,BETHUNE COOKMAN UNIVERSITY | Bethune Cookman College,BETHUNE COOKMAN UNIVERSITY | BETHUNE COOKMAN COLLEGE
00146700,2005-2006,school,BETHUNE COOKMAN UNIVERSITY | Bethune Cookman College,BETHUNE COOKMAN UNIVERSITY | BETHUNE COOKMAN COLLEGE
00146800,2001-2002,school,SAINT THOMAS UNIVERSITY | ST THOMAS UNIVERSITY,SAINT THOMAS UNIVERSITY | ST THOMAS UNIVERSITY
00147000,2010-2011,school,BREVARD COMMUNITY COLLEGE | Brevard Community College | EASTERN FLORIDA STATE COLLEGE,BREVARD COMMUNITY COLLEGE | EASTERN FLORIDA STATE COLLEGE
00147000,2011-2012,school,EASTERN FLORIDA STATE COLLEGE | Brevard Community College,EASTERN FLORIDA STATE COLLEGE | BREVARD COMMUNITY COLLEGE
00147100,2008-2009,school,COLLEGE OF CENTRAL FLORIDA | Central Florida Community College,COLLEGE OF CENTRAL FLORIDA | CENTRAL FLORIDA COMMUNITY COLLEGE
00147200,2001-2002,school,CHIPOLA COLLEGE | CHIPOLA JR COLLEGE,CHIPOLA COLLEGE | CHIPOLA JR COLLEGE
00147200,2002-2003,school,CHIPOLA COLLEGE | Chipola Junior College,CHIPOLA COLLEGE | CHIPOLA JUNIOR COLLEGE
00147200,2003-2004,school,CHIPOLA COLLEGE | Chipola Junior College,CHIPOLA COLLEGE | CHIPOLA JUNIOR COLLEGE
00147500,1999-2000,school,DAYTONA BEACH COMMUNITY COLLEGE | DAYTONA STATE COLLEGE,DAYTONA BEACH COMMUNITY COLLEGE | DAYTONA STATE COLLEGE
00147500,2000-2001,school,DAYTONA BEACH COMMUNITY COLLEGE | DAYTONA STATE COLLEGE,DAYTONA BEACH COMMUNITY COLLEGE | DAYTONA STATE COLLEGE
00147500,2001-2002,school,DAYTONA BEACH COMMUNITY COLLEGE | DAYTONA STATE COLLEGE,DAYTONA BEACH COMMUNITY COLLEGE | DAYTONA STATE COLLEGE
00147500,2002-2003,school,DAYTONA STATE COLLEGE | Daytona Beach Community College,DAYTONA STATE COLLEGE | DAYTONA BEACH COMMUNITY COLLEGE
00147500,2003-2004,school,DAYTONA STATE COLLEGE | Daytona Beach Community College,DAYTONA STATE COLLEGE | DAYTONA BEACH COMMUNITY COLLEGE
00147500,2004-2005,school,DAYTONA STATE COLLEGE | Daytona Beach Community College,DAYTONA STATE COLLEGE | DAYTONA BEACH COMMUNITY COLLEGE
00147500,2005-2006,school,DAYTONA STATE COLLEGE | Daytona Beach Community College,DAYTONA STATE COLLEGE | DAYTONA BEACH COMMUNITY COLLEGE
00147500,2006-2007,school,DAYTONA STATE COLLEGE | Daytona Beach Community College,DAYTONA STATE COLLEGE | DAYTONA BEACH COMMUNITY COLLEGE
00147700,1999-2000,school,EDISON COLLEGE | EDISON STATE COLLEGE,EDISON COLLEGE | EDISON STATE COLLEGE
00147700,2000-2001,school,EDISON COLLEGE | EDISON STATE COLLEGE,EDISON COLLEGE | EDISON STATE COLLEGE
00147700,2001-2002,school,EDISON COLLEGE | EDISON COMMUNITY COLLEGE | EDISON STATE COLLEGE,EDISON COLLEGE | EDISON COMMUNITY COLLEGE | EDISON STATE COLLEGE
00147700,2002-2003,school,EDISON STATE COLLEGE | Edison Community College,EDISON STATE COLLEGE | EDISON COMMUNITY COLLEGE
00147700,2003-2004,school,EDISON STATE COLLEGE | Edison Community College,EDISON STATE COLLEGE | EDISON COMMUNITY COLLEGE
00147700,2004-2005,school,EDISON STATE COLLEGE | Edison Community College,EDISON STATE COLLEGE | EDISON COMMUNITY COLLEGE
00147700,2005-2006,school,EDISON STATE COLLEGE | Edison College,EDISON STATE COLLEGE | EDISON COLLEGE
00147700,2006-2007,school,EDISON STATE COLLEGE | Edison College,EDISON STATE COLLEGE | EDISON COLLEGE
00147700,2012-2013,school,FLORIDA SOUTHWESTERN STATE COLLEGE | Edison State College,FLORIDA SOUTHWESTERN STATE COLLEGE | EDISON STATE COLLEGE
00147800,2019-2020,school,EDWARD WATERS UNIVERSITY | Edward Waters College,EDWARD WATERS UNIVERSITY | EDWARD WATERS COLLEGE
00147800,2020-2021,school,EDWARD WATERS UNIVERSITY | Edward Waters College,EDWARD WATERS UNIVERSITY | EDWARD WATERS COLLEGE
00148000,1999-2000,school,FLORIDA AGRICULTURAL & MECHANICAL UNIV | FLORIDA AGRICULTURAL & MECHANICAL UNIVERSITY,FLORIDA AGRICULTURAL AND MECHANICAL UNIV | FLORIDA AGRICULTURAL AND MECHANICAL UNIVERSITY
00148000,2000-2001,school,FLORIDA AGRICULTURAL & MECHANICAL UNIV | FLORIDA AGRICULTURAL & MECHANICAL UNIVERSITY,FLORIDA AGRICULTURAL AND MECHANICAL UNIV | FLORIDA AGRICULTURAL AND MECHANICAL UNIVERSITY
00148000,2001-2002,school,FLORIDA AGRICULTURAL & MECHANICAL UNIV | FLORIDA A & M UNIVERSITY | FLORIDA AGRICULTURAL & MECHANICAL UNIVERSITY,FLORIDA AGRICULTURAL AND MECHANICAL UNIV | FLORIDA A AND M UNIVERSITY | FLORIDA AGRICULTURAL AND MECHANICAL UNIVERSITY
