family,award_year,record_disposition,record_origin,detailed_identity_reason,column,units,source_record_count,observed_amount_cells,unknown_amount_cells,known_source_dollar_sum
direct_loans,2014-2015,excluded_annual_identity_unresolved,opeid_master,multiple_official_site_unitids,loan_direct__unsubsidized_disbursements,nominal_usd,36,0,36,
direct_loans,2014-2015,excluded_annual_identity_unresolved,opeid_master,multiple_official_site_unitids,loan_direct__plus_loans_originated_amt,nominal_usd,36,0,36,
direct_loans,2014-2015,excluded_annual_identity_unresolved,opeid_master,multiple_official_site_unitids,loan_direct__plus_disbursements,nominal_usd,36,0,36,
direct_loans,2014-2015,excluded_annual_identity_unresolved,opeid_master,multiple_official_site_unitids,loan_direct__grad_plus_loans_originated_amt,nominal_usd,36,36,0,170363009.0
direct_loans,2014-2015,excluded_annual_identity_unresolved,opeid_master,multiple_official_site_unitids,loan_direct__grad_plus_disbursements,nominal_usd,36,36,0,169944683.0
direct_loans,2014-2015,excluded_annual_identity_unresolved,opeid_master,multiple_official_site_unitids,loan_direct__parent_plus_loans_originated_amt,nominal_usd,36,36,0,609051097.0
direct_loans,2014-2015,excluded_annual_identity_unresolved,opeid_master,multiple_official_site_unitids,loan_direct__parent_plus_disbursements,nominal_usd,36,36,0,608379060.0
direct_loans,2014-2015,excluded_annual_identity_unresolved,opeid_master,multiple_official_site_unitids,loan_direct__subsidized_undergraduate_loans_originated_amt,nominal_usd,36,0,36,
direct_loans,2014-2015,excluded_annual_identity_unresolved,opeid_master,multiple_official_site_unitids,loan_direct__subsidized_undergraduate_disbursements,nominal_usd,36,0,36,
direct_loans,2014-2015,excluded_annual_identity_unresolved,opeid_master,multiple_official_site_unitids,loan_direct__subsidized_graduate_loans_originated_amt,nominal_usd,36,0,36,
direct_loans,2014-2015,excluded_annual_identity_unresolved,opeid_master,multiple_official_site_unitids,loan_direct__subsidized_graduate_disbursements,nominal_usd,36,0,36,
direct_loans,2014-2015,excluded_annual_identity_unresolved,opeid_master,multiple_official_site_unitids,loan_direct__unsubsidized_undergraduate_loans_originated_amt,nominal_usd,36,36,0,1371678850.0
direct_loans,2014-2015,excluded_annual_identity_unresolved,opeid_master,multiple_official_site_unitids,loan_direct__unsubsidized_undergraduate_disbursements,nominal_usd,36,36,0,1368585180.0
direct_loans,2014-2015,excluded_annual_identity_unresolved,opeid_master,multiple_official_site_unitids,loan_direct__unsubsidized_graduate_loans_originated_amt,nominal_usd,36,36,0,1147476031.0
direct_loans,2014-2015,excluded_annual_identity_unresolved,opeid_master,multiple_official_site_unitids,loan_direct__unsubsidized_graduate_disbursements,nominal_usd,36,36,0,1146480256.0
direct_loans,2014-2015,excluded_annual_identity_unresolved,opeid_master,no_annual_site_match,loan_direct__subsidized_loans_originated_amt,nominal_usd,447,447,0,43748696.0
direct_loans,2014-2015,excluded_annual_identity_unresolved,opeid_master,no_annual_site_match,loan_direct__subsidized_disbursements,nominal_usd,447,447,0,43425045.0
direct_loans,2014-2015,excluded_annual_identity_unresolved,opeid_master,no_annual_site_match,loan_direct__unsubsidized_loans_originated_amt,nominal_usd,447,0,447,
direct_loans,2014-2015,excluded_annual_identity_unresolved,opeid_master,no_annual_site_match,loan_direct__unsubsidized_disbursements,nominal_usd,447,0,447,
direct_loans,2014-2015,excluded_annual_identity_unresolved,opeid_master,no_annual_site_match,loan_direct__plus_loans_originated_amt,nominal_usd,447,0,447,
direct_loans,2014-2015,excluded_annual_identity_unresolved,opeid_master,no_annual_site_match,loan_direct__plus_disbursements,nominal_usd,447,0,447,
direct_loans,2014-2015,excluded_annual_identity_unresolved,opeid_master,no_annual_site_match,loan_direct__grad_plus_loans_originated_amt,nominal_usd,447,447,0,740743657.0
direct_loans,2014-2015,excluded_annual_identity_unresolved,opeid_master,no_annual_site_match,loan_direct__grad_plus_disbursements,nominal_usd,447,447,0,738833068.0
direct_loans,2014-2015,excluded_annual_identity_unresolved,opeid_master,no_annual_site_match,loan_direct__parent_plus_loans_originated_amt,nominal_usd,447,447,0,38982165.0
direct_loans,2014-2015,excluded_annual_identity_unresolved,opeid_master,no_annual_site_match,loan_direct__parent_plus_disbursements,nominal_usd,447,447,0,38739339.0
direct_loans,2014-2015,excluded_annual_identity_unresolved,opeid_master,no_annual_site_match,loan_direct__subsidized_undergraduate_loans_originated_amt,nominal_usd,447,0,447,
direct_loans,2014-2015,excluded_annual_identity_unresolved,opeid_master,no_annual_site_match,loan_direct__subsidized_undergraduate_disbursements,nominal_usd,447,0,447,
direct_loans,2014-2015,excluded_annual_identity_unresolved,opeid_master,no_annual_site_match,loan_direct__subsidized_graduate_loans_originated_amt,nominal_usd,447,0,447,
direct_loans,2014-2015,excluded_annual_identity_unresolved,opeid_master,no_annual_site_match,loan_direct__subsidized_graduate_disbursements,nominal_usd,447,0,447,
direct_loans,2014-2015,excluded_annual_identity_unresolved,opeid_master,no_annual_site_match,loan_direct__unsubsidized_undergraduate_loans_originated_amt,nominal_usd,447,447,0,22270355.0
direct_loans,2014-2015,excluded_annual_identity_unresolved,opeid_master,no_annual_site_match,loan_direct__unsubsidized_undergraduate_disbursements,nominal_usd,447,447,0,22087246.0
direct_loans,2014-2015,excluded_annual_identity_unresolved,opeid_master,no_annual_site_match,loan_direct__unsubsidized_graduate_loans_originated_amt,nominal_usd,447,447,0,488511961.0
direct_loans,2014-2015,excluded_annual_identity_unresolved,opeid_master,no_annual_site_match,loan_direct__unsubsidized_graduate_disbursements,nominal_usd,447,447,0,487441854.0
direct_loans,2014-2015,included_unique_family_record,opeid_master,official_site_alias_annual_unitid_verified,loan_direct__subsidized_loans_originated_amt,nominal_usd,1,1,0,1726617.0
direct_loans,2014-2015,included_unique_family_record,opeid_master,official_site_alias_annual_unitid_verified,loan_direct__subsidized_disbursements,nominal_usd,1,1,0,1704646.0
direct_loans,2014-2015,included_unique_family_record,opeid_master,official_site_alias_annual_unitid_verified,loan_direct__unsubsidized_loans_originated_amt,nominal_usd,1,0,1,
direct_loans,2014-2015,included_unique_family_record,opeid_master,official_site_alias_annual_unitid_verified,loan_direct__unsubsidized_disbursements,nominal_usd,1,0,1,
direct_loans,2014-2015,included_unique_family_record,opeid_master,official_site_alias_annual_unitid_verified,loan_direct__plus_loans_originated_amt,nominal_usd,1,0,1,
direct_loans,2014-2015,included_unique_family_record,opeid_master,official_site_alias_annual_unitid_verified,loan_direct__plus_disbursements,nominal_usd,1,0,1,
direct_loans,2014-2015,included_unique_family_record,opeid_master,official_site_alias_annual_unitid_verified,loan_direct__grad_plus_loans_originated_amt,nominal_usd,1,1,0,0.0
direct_loans,2014-2015,included_unique_family_record,opeid_master,official_site_alias_annual_unitid_verified,loan_direct__grad_plus_disbursements,nominal_usd,1,1,0,0.0
direct_loans,2014-2015,included_unique_family_record,opeid_master,official_site_alias_annual_unitid_verified,loan_direct__parent_plus_loans_originated_amt,nominal_usd,1,1,0,42487.0
direct_loans,2014-2015,included_unique_family_record,opeid_master,official_site_alias_annual_unitid_verified,loan_direct__parent_plus_disbursements,nominal_usd,1,1,0,35958.0
direct_loans,2014-2015,included_unique_family_record,opeid_master,official_site_alias_annual_unitid_verified,loan_direct__subsidized_undergraduate_loans_originated_amt,nominal_usd,1,0,1,
direct_loans,2014-2015,included_unique_family_record,opeid_master,official_site_alias_annual_unitid_verified,loan_direct__subsidized_undergraduate_disbursements,nominal_usd,1,0,1,
direct_loans,2014-2015,included_unique_family_record,opeid_master,official_site_alias_annual_unitid_verified,loan_direct__subsidized_graduate_loans_originated_amt,nominal_usd,1,0,1,
direct_loans,2014-2015,included_unique_family_record,opeid_master,official_site_alias_annual_unitid_verified,loan_direct__subsidized_graduate_disbursements,nominal_usd,1,0,1,
direct_loans,2014-2015,included_unique_family_record,opeid_master,official_site_alias_annual_unitid_verified,loan_direct__unsubsidized_undergraduate_loans_originated_amt,nominal_usd,1,1,0,1897846.0
direct_loans,2014-2015,included_unique_family_record,opeid_master,official_site_alias_annual_unitid_verified,loan_direct__unsubsidized_undergraduate_disbursements,nominal_usd,1,1,0,1868560.0
direct_loans,2014-2015,included_unique_family_record,opeid_master,official_site_alias_annual_unitid_verified,loan_direct__unsubsidized_graduate_loans_originated_amt,nominal_usd,1,1,0,0.0
direct_loans,2014-2015,included_unique_family_record,opeid_master,official_site_alias_annual_unitid_verified,loan_direct__unsubsidized_graduate_disbursements,nominal_usd,1,1,0,0.0
direct_loans,2014-2015,included_unique_family_record,opeid_master,official_site_and_directory_agree,loan_direct__subsidized_loans_originated_amt,nominal_usd,4985,4985,0,23123391421.0
direct_loans,2014-2015,included_unique_family_record,opeid_master,official_site_and_directory_agree,loan_direct__subsidized_disbursements,nominal_usd,4985,4985,0,22957086561.0
direct_loans,2014-2015,included_unique_family_record,opeid_master,official_site_and_directory_agree,loan_direct__unsubsidized_loans_originated_amt,nominal_usd,4985,0,4985,
direct_loans,2014-2015,included_unique_family_record,opeid_master,official_site_and_directory_agree,loan_direct__unsubsidized_disbursements,nominal_usd,4985,0,4985,
direct_loans,2014-2015,included_unique_family_record,opeid_master,official_site_and_directory_agree,loan_direct__plus_loans_originated_amt,nominal_usd,4985,0,4985,
direct_loans,2014-2015,included_unique_family_record,opeid_master,official_site_and_directory_agree,loan_direct__plus_disbursements,nominal_usd,4985,0,4985,
direct_loans,2014-2015,included_unique_family_record,opeid_master,official_site_and_directory_agree,loan_direct__grad_plus_loans_originated_amt,nominal_usd,4985,4985,0,7461430053.0
direct_loans,2014-2015,included_unique_family_record,opeid_master,official_site_and_directory_agree,loan_direct__grad_plus_disbursements,nominal_usd,4985,4985,0,7434312981.0
direct_loans,2014-2015,included_unique_family_record,opeid_master,official_site_and_directory_agree,loan_direct__parent_plus_loans_originated_amt,nominal_usd,4985,4985,0,10091499651.0
direct_loans,2014-2015,included_unique_family_record,opeid_master,official_site_and_directory_agree,loan_direct__parent_plus_disbursements,nominal_usd,4985,4985,0,10058071528.0
direct_loans,2014-2015,included_unique_family_record,opeid_master,official_site_and_directory_agree,loan_direct__subsidized_undergraduate_loans_originated_amt,nominal_usd,4985,0,4985,
direct_loans,2014-2015,included_unique_family_record,opeid_master,official_site_and_directory_agree,loan_direct__subsidized_undergraduate_disbursements,nominal_usd,4985,0,4985,
direct_loans,2014-2015,included_unique_family_record,opeid_master,official_site_and_directory_agree,loan_direct__subsidized_graduate_loans_originated_amt,nominal_usd,4985,0,4985,
direct_loans,2014-2015,included_unique_family_record,opeid_master,official_site_and_directory_agree,loan_direct__subsidized_graduate_disbursements,nominal_usd,4985,0,4985,
direct_loans,2014-2015,included_unique_family_record,opeid_master,official_site_and_directory_agree,loan_direct__unsubsidized_undergraduate_loans_originated_amt,nominal_usd,4985,4985,0,24284203539.0
direct_loans,2014-2015,included_unique_family_record,opeid_master,official_site_and_directory_agree,loan_direct__unsubsidized_undergraduate_disbursements,nominal_usd,4985,4985,0,24069043797.0
direct_loans,2014-2015,included_unique_family_record,opeid_master,official_site_and_directory_agree,loan_direct__unsubsidized_graduate_loans_originated_amt,nominal_usd,4985,4985,0,24659539337.0
direct_loans,2014-2015,included_unique_family_record,opeid_master,official_site_and_directory_agree,loan_direct__unsubsidized_graduate_disbursements,nominal_usd,4985,4985,0,24548569353.0
direct_loans,2015-2016,excluded_annual_identity_unresolved,opeid_master,multiple_nonadministrative_directory_unitids,loan_direct__subsidized_loans_originated_amt,nominal_usd,5,5,0,83492860.0
direct_loans,2015-2016,excluded_annual_identity_unresolved,opeid_master,multiple_nonadministrative_directory_unitids,loan_direct__subsidized_disbursements,nominal_usd,5,5,0,83492860.0
direct_loans,2015-2016,excluded_annual_identity_unresolved,opeid_master,multiple_nonadministrative_directory_unitids,loan_direct__unsubsidized_loans_originated_amt,nominal_usd,5,0,5,
direct_loans,2015-2016,excluded_annual_identity_unresolved,opeid_master,multiple_nonadministrative_directory_unitids,loan_direct__unsubsidized_disbursements,nominal_usd,5,0,5,
direct_loans,2015-2016,excluded_annual_identity_unresolved,opeid_master,multiple_nonadministrative_directory_unitids,loan_direct__plus_loans_originated_amt,nominal_usd,5,0,5,
direct_loans,2015-2016,excluded_annual_identity_unresolved,opeid_master,multiple_nonadministrative_directory_unitids,loan_direct__plus_disbursements,nominal_usd,5,0,5,
direct_loans,2015-2016,excluded_annual_identity_unresolved,opeid_master,multiple_nonadministrative_directory_unitids,loan_direct__grad_plus_loans_originated_amt,nominal_usd,5,5,0,3770606.0
direct_loans,2015-2016,excluded_annual_identity_unresolved,opeid_master,multiple_nonadministrative_directory_unitids,loan_direct__grad_plus_disbursements,nominal_usd,5,5,0,3770606.0
direct_loans,2015-2016,excluded_annual_identity_unresolved,opeid_master,multiple_nonadministrative_directory_unitids,loan_direct__parent_plus_loans_originated_amt,nominal_usd,5,5,0,23018709.0
direct_loans,2015-2016,excluded_annual_identity_unresolved,opeid_master,multiple_nonadministrative_directory_unitids,loan_direct__parent_plus_disbursements,nominal_usd,5,5,0,23018709.0
direct_loans,2015-2016,excluded_annual_identity_unresolved,opeid_master,multiple_nonadministrative_directory_unitids,loan_direct__subsidized_undergraduate_loans_originated_amt,nominal_usd,5,0,5,
direct_loans,2015-2016,excluded_annual_identity_unresolved,opeid_master,multiple_nonadministrative_directory_unitids,loan_direct__subsidized_undergraduate_disbursements,nominal_usd,5,0,5,
direct_loans,2015-2016,excluded_annual_identity_unresolved,opeid_master,multiple_nonadministrative_directory_unitids,loan_direct__subsidized_graduate_loans_originated_amt,nominal_usd,5,0,5,
direct_loans,2015-2016,excluded_annual_identity_unresolved,opeid_master,multiple_nonadministrative_directory_unitids,loan_direct__subsidized_graduate_disbursements,nominal_usd,5,0,5,
direct_loans,2015-2016,excluded_annual_identity_unresolved,opeid_master,multiple_nonadministrative_directory_unitids,loan_direct__unsubsidized_undergraduate_loans_originated_amt,nominal_usd,5,5,0,84667250.0
direct_loans,2015-2016,excluded_annual_identity_unresolved,opeid_master,multiple_nonadministrative_directory_unitids,loan_direct__unsubsidized_undergraduate_disbursements,nominal_usd,5,5,0,84663250.0
direct_loans,2015-2016,excluded_annual_identity_unresolved,opeid_master,multiple_nonadministrative_directory_unitids,loan_direct__unsubsidized_graduate_loans_originated_amt,nominal_usd,5,5,0,38272720.0
direct_loans,2015-2016,excluded_annual_identity_unresolved,opeid_master,multiple_nonadministrative_directory_unitids,loan_direct__unsubsidized_graduate_disbursements,nominal_usd,5,5,0,38272720.0
direct_loans,2015-2016,excluded_annual_identity_unresolved,opeid_master,multiple_official_site_unitids,loan_direct__subsidized_loans_originated_amt,nominal_usd,38,38,0,1054072466.0
direct_loans,2015-2016,excluded_annual_identity_unresolved,opeid_master,multiple_official_site_unitids,loan_direct__subsidized_disbursements,nominal_usd,38,38,0,1053506245.0
direct_loans,2015-2016,excluded_annual_identity_unresolved,opeid_master,multiple_official_site_unitids,loan_direct__unsubsidized_loans_originated_amt,nominal_usd,38,0,38,
direct_loans,2015-2016,excluded_annual_identity_unresolved,opeid_master,multiple_official_site_unitids,loan_direct__unsubsidized_disbursements,nominal_usd,38,0,38,
direct_loans,2015-2016,excluded_annual_identity_unresolved,opeid_master,multiple_official_site_unitids,loan_direct__plus_loans_originated_amt,nominal_usd,38,0,38,
direct_loans,2015-2016,excluded_annual_identity_unresolved,opeid_master,multiple_official_site_unitids,loan_direct__plus_disbursements,nominal_usd,38,0,38,
direct_loans,2015-2016,excluded_annual_identity_unresolved,opeid_master,multiple_official_site_unitids,loan_direct__grad_plus_loans_originated_amt,nominal_usd,38,38,0,178713233.0
direct_loans,2015-2016,excluded_annual_identity_unresolved,opeid_master,multiple_official_site_unitids,loan_direct__grad_plus_disbursements,nominal_usd,38,38,0,178682539.0
direct_loans,2015-2016,excluded_annual_identity_unresolved,opeid_master,multiple_official_site_unitids,loan_direct__parent_plus_loans_originated_amt,nominal_usd,38,38,0,654503217.0
direct_loans,2015-2016,excluded_annual_identity_unresolved,opeid_master,multiple_official_site_unitids,loan_direct__parent_plus_disbursements,nominal_usd,38,38,0,654359027.0
direct_loans,2015-2016,excluded_annual_identity_unresolved,opeid_master,multiple_official_site_unitids,loan_direct__subsidized_undergraduate_loans_originated_amt,nominal_usd,38,0,38,
direct_loans,2015-2016,excluded_annual_identity_unresolved,opeid_master,multiple_official_site_unitids,loan_direct__subsidized_undergraduate_disbursements,nominal_usd,38,0,38,
direct_loans,2015-2016,excluded_annual_identity_unresolved,opeid_master,multiple_official_site_unitids,loan_direct__subsidized_graduate_loans_originated_amt,nominal_usd,38,0,38,
direct_loans,2015-2016,excluded_annual_identity_unresolved,opeid_master,multiple_official_site_unitids,loan_direct__subsidized_graduate_disbursements,nominal_usd,38,0,38,
direct_loans,2015-2016,excluded_annual_identity_unresolved,opeid_master,multiple_official_site_unitids,loan_direct__unsubsidized_undergraduate_loans_originated_amt,nominal_usd,38,38,0,1218492253.0
direct_loans,2015-2016,excluded_annual_identity_unresolved,opeid_master,multiple_official_site_unitids,loan_direct__unsubsidized_undergraduate_disbursements,nominal_usd,38,38,0,1217344932.0
direct_loans,2015-2016,excluded_annual_identity_unresolved,opeid_master,multiple_official_site_unitids,loan_direct__unsubsidized_graduate_loans_originated_amt,nominal_usd,38,38,0,1176827350.0
direct_loans,2015-2016,excluded_annual_identity_unresolved,opeid_master,multiple_official_site_unitids,loan_direct__unsubsidized_graduate_disbursements,nominal_usd,38,38,0,1176615561.0
direct_loans,2015-2016,excluded_annual_identity_unresolved,opeid_master,no_annual_site_match,loan_direct__subsidized_loans_originated_amt,nominal_usd,446,446,0,19474629.0
direct_loans,2015-2016,excluded_annual_identity_unresolved,opeid_master,no_annual_site_match,loan_direct__subsidized_disbursements,nominal_usd,446,446,0,19466190.0
direct_loans,2015-2016,excluded_annual_identity_unresolved,opeid_master,no_annual_site_match,loan_direct__unsubsidized_loans_originated_amt,nominal_usd,446,0,446,
direct_loans,2015-2016,excluded_annual_identity_unresolved,opeid_master,no_annual_site_match,loan_direct__unsubsidized_disbursements,nominal_usd,446,0,446,
direct_loans,2015-2016,excluded_annual_identity_unresolved,opeid_master,no_annual_site_match,loan_direct__plus_loans_originated_amt,nominal_usd,446,0,446,
direct_loans,2015-2016,excluded_annual_identity_unresolved,opeid_master,no_annual_site_match,loan_direct__plus_disbursements,nominal_usd,446,0,446,
direct_loans,2015-2016,excluded_annual_identity_unresolved,opeid_master,no_annual_site_match,loan_direct__grad_plus_loans_originated_amt,nominal_usd,446,446,0,803984607.0
direct_loans,2015-2016,excluded_annual_identity_unresolved,opeid_master,no_annual_site_match,loan_direct__grad_plus_disbursements,nominal_usd,446,446,0,803943107.0
direct_loans,2015-2016,excluded_annual_identity_unresolved,opeid_master,no_annual_site_match,loan_direct__parent_plus_loans_originated_amt,nominal_usd,446,446,0,38037349.0
direct_loans,2015-2016,excluded_annual_identity_unresolved,opeid_master,no_annual_site_match,loan_direct__parent_plus_disbursements,nominal_usd,446,446,0,38028699.0
direct_loans,2015-2016,excluded_annual_identity_unresolved,opeid_master,no_annual_site_match,loan_direct__subsidized_undergraduate_loans_originated_amt,nominal_usd,446,0,446,
direct_loans,2015-2016,excluded_annual_identity_unresolved,opeid_master,no_annual_site_match,loan_direct__subsidized_undergraduate_disbursements,nominal_usd,446,0,446,
direct_loans,2015-2016,excluded_annual_identity_unresolved,opeid_master,no_annual_site_match,loan_direct__subsidized_graduate_loans_originated_amt,nominal_usd,446,0,446,
direct_loans,2015-2016,excluded_annual_identity_unresolved,opeid_master,no_annual_site_match,loan_direct__subsidized_graduate_disbursements,nominal_usd,446,0,446,
direct_loans,2015-2016,excluded_annual_identity_unresolved,opeid_master,no_annual_site_match,loan_direct__unsubsidized_undergraduate_loans_originated_amt,nominal_usd,446,446,0,20301361.0
direct_loans,2015-2016,excluded_annual_identity_unresolved,opeid_master,no_annual_site_match,loan_direct__unsubsidized_undergraduate_disbursements,nominal_usd,446,446,0,20287881.0
direct_loans,2015-2016,excluded_annual_identity_unresolved,opeid_master,no_annual_site_match,loan_direct__unsubsidized_graduate_loans_originated_amt,nominal_usd,446,446,0,505347104.0
direct_loans,2015-2016,excluded_annual_identity_unresolved,opeid_master,no_annual_site_match,loan_direct__unsubsidized_graduate_disbursements,nominal_usd,446,446,0,505307479.0
direct_loans,2015-2016,included_unique_family_record,opeid_master,official_site_alias_annual_unitid_verified,loan_direct__subsidized_loans_originated_amt,nominal_usd,2,2,0,5342584.0
direct_loans,2015-2016,included_unique_family_record,opeid_master,official_site_alias_annual_unitid_verified,loan_direct__subsidized_disbursements,nominal_usd,2,2,0,5342584.0
direct_loans,2015-2016,included_unique_family_record,opeid_master,official_site_alias_annual_unitid_verified,loan_direct__unsubsidized_loans_originated_amt,nominal_usd,2,0,2,
direct_loans,2015-2016,included_unique_family_record,opeid_master,official_site_alias_annual_unitid_verified,loan_direct__unsubsidized_disbursements,nominal_usd,2,0,2,
direct_loans,2015-2016,included_unique_family_record,opeid_master,official_site_alias_annual_unitid_verified,loan_direct__plus_loans_originated_amt,nominal_usd,2,0,2,
direct_loans,2015-2016,included_unique_family_record,opeid_master,official_site_alias_annual_unitid_verified,loan_direct__plus_disbursements,nominal_usd,2,0,2,
direct_loans,2015-2016,included_unique_family_record,opeid_master,official_site_alias_annual_unitid_verified,loan_direct__grad_plus_loans_originated_amt,nominal_usd,2,2,0,274745.0
direct_loans,2015-2016,included_unique_family_record,opeid_master,official_site_alias_annual_unitid_verified,loan_direct__grad_plus_disbursements,nominal_usd,2,2,0,274745.0
direct_loans,2015-2016,included_unique_family_record,opeid_master,official_site_alias_annual_unitid_verified,loan_direct__parent_plus_loans_originated_amt,nominal_usd,2,2,0,255399.0
direct_loans,2015-2016,included_unique_family_record,opeid_master,official_site_alias_annual_unitid_verified,loan_direct__parent_plus_disbursements,nominal_usd,2,2,0,255399.0
direct_loans,2015-2016,included_unique_family_record,opeid_master,official_site_alias_annual_unitid_verified,loan_direct__subsidized_undergraduate_loans_originated_amt,nominal_usd,2,0,2,
direct_loans,2015-2016,included_unique_family_record,opeid_master,official_site_alias_annual_unitid_verified,loan_direct__subsidized_undergraduate_disbursements,nominal_usd,2,0,2,
direct_loans,2015-2016,included_unique_family_record,opeid_master,official_site_alias_annual_unitid_verified,loan_direct__subsidized_graduate_loans_originated_amt,nominal_usd,2,0,2,
direct_loans,2015-2016,included_unique_family_record,opeid_master,official_site_alias_annual_unitid_verified,loan_direct__subsidized_graduate_disbursements,nominal_usd,2,0,2,
direct_loans,2015-2016,included_unique_family_record,opeid_master,official_site_alias_annual_unitid_verified,loan_direct__unsubsidized_undergraduate_loans_originated_amt,nominal_usd,2,2,0,5839727.0
direct_loans,2015-2016,included_unique_family_record,opeid_master,official_site_alias_annual_unitid_verified,loan_direct__unsubsidized_undergraduate_disbursements,nominal_usd,2,2,0,5839727.0
direct_loans,2015-2016,included_unique_family_record,opeid_master,official_site_alias_annual_unitid_verified,loan_direct__unsubsidized_graduate_loans_originated_amt,nominal_usd,2,2,0,5776931.0
direct_loans,2015-2016,included_unique_family_record,opeid_master,official_site_alias_annual_unitid_verified,loan_direct__unsubsidized_graduate_disbursements,nominal_usd,2,2,0,5776931.0
direct_loans,2015-2016,included_unique_family_record,opeid_master,official_site_and_directory_agree,loan_direct__subsidized_loans_originated_amt,nominal_usd,4950,4950,0,21803502239.0
direct_loans,2015-2016,included_unique_family_record,opeid_master,official_site_and_directory_agree,loan_direct__subsidized_disbursements,nominal_usd,4950,4950,0,21793046426.0
direct_loans,2015-2016,included_unique_family_record,opeid_master,official_site_and_directory_agree,loan_direct__unsubsidized_loans_originated_amt,nominal_usd,4950,0,4950,
direct_loans,2015-2016,included_unique_family_record,opeid_master,official_site_and_directory_agree,loan_direct__unsubsidized_disbursements,nominal_usd,4950,0,4950,
direct_loans,2015-2016,included_unique_family_record,opeid_master,official_site_and_directory_agree,loan_direct__plus_loans_originated_amt,nominal_usd,4950,0,4950,
direct_loans,2015-2016,included_unique_family_record,opeid_master,official_site_and_directory_agree,loan_direct__plus_disbursements,nominal_usd,4950,0,4950,
direct_loans,2015-2016,included_unique_family_record,opeid_master,official_site_and_directory_agree,loan_direct__grad_plus_loans_originated_amt,nominal_usd,4950,4950,0,7856935933.0
direct_loans,2015-2016,included_unique_family_record,opeid_master,official_site_and_directory_agree,loan_direct__grad_plus_disbursements,nominal_usd,4950,4950,0,7856292051.0
direct_loans,2015-2016,included_unique_family_record,opeid_master,official_site_and_directory_agree,loan_direct__parent_plus_loans_originated_amt,nominal_usd,4950,4950,0,11247397230.0
direct_loans,2015-2016,included_unique_family_record,opeid_master,official_site_and_directory_agree,loan_direct__parent_plus_disbursements,nominal_usd,4950,4950,0,11246097535.0
direct_loans,2015-2016,included_unique_family_record,opeid_master,official_site_and_directory_agree,loan_direct__subsidized_undergraduate_loans_originated_amt,nominal_usd,4950,0,4950,
direct_loans,2015-2016,included_unique_family_record,opeid_master,official_site_and_directory_agree,loan_direct__subsidized_undergraduate_disbursements,nominal_usd,4950,0,4950,
direct_loans,2015-2016,included_unique_family_record,opeid_master,official_site_and_directory_agree,loan_direct__subsidized_graduate_loans_originated_amt,nominal_usd,4950,0,4950,
direct_loans,2015-2016,included_unique_family_record,opeid_master,official_site_and_directory_agree,loan_direct__subsidized_graduate_disbursements,nominal_usd,4950,0,4950,
direct_loans,2015-2016,included_unique_family_record,opeid_master,official_site_and_directory_agree,loan_direct__unsubsidized_undergraduate_loans_originated_amt,nominal_usd,4950,4950,0,22778629482.0
direct_loans,2015-2016,included_unique_family_record,opeid_master,official_site_and_directory_agree,loan_direct__unsubsidized_undergraduate_disbursements,nominal_usd,4950,4950,0,22762532169.0
direct_loans,2015-2016,included_unique_family_record,opeid_master,official_site_and_directory_agree,loan_direct__unsubsidized_graduate_loans_originated_amt,nominal_usd,4950,4950,0,24912388162.0
direct_loans,2015-2016,included_unique_family_record,opeid_master,official_site_and_directory_agree,loan_direct__unsubsidized_graduate_disbursements,nominal_usd,4950,4950,0,24906686062.0
direct_loans,2016-2017,excluded_annual_identity_unresolved,opeid_master,directory_crosswalk_identity_conflict,loan_direct__subsidized_loans_originated_amt,nominal_usd,6,6,0,4023484.0
direct_loans,2016-2017,excluded_annual_identity_unresolved,opeid_master,directory_crosswalk_identity_conflict,loan_direct__subsidized_disbursements,nominal_usd,6,6,0,4023484.0
direct_loans,2016-2017,excluded_annual_identity_unresolved,opeid_master,directory_crosswalk_identity_conflict,loan_direct__unsubsidized_loans_originated_amt,nominal_usd,6,0,6,
direct_loans,2016-2017,excluded_annual_identity_unresolved,opeid_master,directory_crosswalk_identity_conflict,loan_direct__unsubsidized_disbursements,nominal_usd,6,0,6,
direct_loans,2016-2017,excluded_annual_identity_unresolved,opeid_master,directory_crosswalk_identity_conflict,loan_direct__plus_loans_originated_amt,nominal_usd,6,0,6,
direct_loans,2016-2017,excluded_annual_identity_unresolved,opeid_master,directory_crosswalk_identity_conflict,loan_direct__plus_disbursements,nominal_usd,6,0,6,
direct_loans,2016-2017,excluded_annual_identity_unresolved,opeid_master,directory_crosswalk_identity_conflict,loan_direct__grad_plus_loans_originated_amt,nominal_usd,6,6,0,0.0
direct_loans,2016-2017,excluded_annual_identity_unresolved,opeid_master,directory_crosswalk_identity_conflict,loan_direct__grad_plus_disbursements,nominal_usd,6,6,0,0.0
direct_loans,2016-2017,excluded_annual_identity_unresolved,opeid_master,directory_crosswalk_identity_conflict,loan_direct__parent_plus_loans_originated_amt,nominal_usd,6,6,0,1171324.0
direct_loans,2016-2017,excluded_annual_identity_unresolved,opeid_master,directory_crosswalk_identity_conflict,loan_direct__parent_plus_disbursements,nominal_usd,6,6,0,1171324.0
direct_loans,2016-2017,excluded_annual_identity_unresolved,opeid_master,directory_crosswalk_identity_conflict,loan_direct__subsidized_undergraduate_loans_originated_amt,nominal_usd,6,0,6,
