family,award_year,record_disposition,record_origin,detailed_identity_reason,column,units,source_record_count,observed_amount_cells,unknown_amount_cells,known_source_dollar_sum
grants,2011-2012,excluded_annual_identity_unresolved,opeid_master,multiple_nonadministrative_directory_unitids,grant__iasg_disbursements,nominal_usd,2,2,0,0.0
grants,2011-2012,excluded_annual_identity_unresolved,opeid_master,multiple_official_site_unitids,grant__pell_disbursements,nominal_usd,31,31,0,868286006.5100001
grants,2011-2012,excluded_annual_identity_unresolved,opeid_master,multiple_official_site_unitids,grant__acg_disbursements,nominal_usd,31,0,31,
grants,2011-2012,excluded_annual_identity_unresolved,opeid_master,multiple_official_site_unitids,grant__smart_disbursements,nominal_usd,31,0,31,
grants,2011-2012,excluded_annual_identity_unresolved,opeid_master,multiple_official_site_unitids,grant__teach_disbursements,nominal_usd,31,31,0,2030194.1400000001
grants,2011-2012,excluded_annual_identity_unresolved,opeid_master,multiple_official_site_unitids,grant__iasg_disbursements,nominal_usd,31,31,0,11100.0
grants,2011-2012,excluded_annual_identity_unresolved,opeid_master,no_annual_site_match,grant__pell_disbursements,nominal_usd,78,78,0,11415785.38
grants,2011-2012,excluded_annual_identity_unresolved,opeid_master,no_annual_site_match,grant__acg_disbursements,nominal_usd,78,0,78,
grants,2011-2012,excluded_annual_identity_unresolved,opeid_master,no_annual_site_match,grant__smart_disbursements,nominal_usd,78,0,78,
grants,2011-2012,excluded_annual_identity_unresolved,opeid_master,no_annual_site_match,grant__teach_disbursements,nominal_usd,78,78,0,0.0
grants,2011-2012,excluded_annual_identity_unresolved,opeid_master,no_annual_site_match,grant__iasg_disbursements,nominal_usd,78,78,0,2082.0
grants,2011-2012,excluded_annual_identity_unresolved,opeid_master,resolved_administrative_directory_identity_ineligible,grant__pell_disbursements,nominal_usd,4,4,0,87358337.5
grants,2011-2012,excluded_annual_identity_unresolved,opeid_master,resolved_administrative_directory_identity_ineligible,grant__acg_disbursements,nominal_usd,4,0,4,
grants,2011-2012,excluded_annual_identity_unresolved,opeid_master,resolved_administrative_directory_identity_ineligible,grant__smart_disbursements,nominal_usd,4,0,4,
grants,2011-2012,excluded_annual_identity_unresolved,opeid_master,resolved_administrative_directory_identity_ineligible,grant__teach_disbursements,nominal_usd,4,4,0,0.0
grants,2011-2012,excluded_annual_identity_unresolved,opeid_master,resolved_administrative_directory_identity_ineligible,grant__iasg_disbursements,nominal_usd,4,4,0,0.0
grants,2011-2012,included_unique_family_record,opeid_master,official_site_alias_annual_unitid_verified,grant__pell_disbursements,nominal_usd,36,36,0,236963629.07
grants,2011-2012,included_unique_family_record,opeid_master,official_site_alias_annual_unitid_verified,grant__acg_disbursements,nominal_usd,36,0,36,
grants,2011-2012,included_unique_family_record,opeid_master,official_site_alias_annual_unitid_verified,grant__smart_disbursements,nominal_usd,36,0,36,
grants,2011-2012,included_unique_family_record,opeid_master,official_site_alias_annual_unitid_verified,grant__teach_disbursements,nominal_usd,36,36,0,4000.0
grants,2011-2012,included_unique_family_record,opeid_master,official_site_alias_annual_unitid_verified,grant__iasg_disbursements,nominal_usd,36,36,0,2775.0
grants,2011-2012,included_unique_family_record,opeid_master,official_site_and_directory_agree,grant__pell_disbursements,nominal_usd,5333,5333,0,32133688648.300003
grants,2011-2012,included_unique_family_record,opeid_master,official_site_and_directory_agree,grant__acg_disbursements,nominal_usd,5333,0,5333,
grants,2011-2012,included_unique_family_record,opeid_master,official_site_and_directory_agree,grant__smart_disbursements,nominal_usd,5333,0,5333,
grants,2011-2012,included_unique_family_record,opeid_master,official_site_and_directory_agree,grant__teach_disbursements,nominal_usd,5333,5333,0,117617469.15
grants,2011-2012,included_unique_family_record,opeid_master,official_site_and_directory_agree,grant__iasg_disbursements,nominal_usd,5333,5333,0,160665.46
grants,2012-2013,excluded_annual_identity_unresolved,opeid_master,multiple_official_site_unitids,grant__pell_disbursements,nominal_usd,35,35,0,946554563.2599999
grants,2012-2013,excluded_annual_identity_unresolved,opeid_master,multiple_official_site_unitids,grant__acg_disbursements,nominal_usd,35,0,35,
grants,2012-2013,excluded_annual_identity_unresolved,opeid_master,multiple_official_site_unitids,grant__smart_disbursements,nominal_usd,35,0,35,
grants,2012-2013,excluded_annual_identity_unresolved,opeid_master,multiple_official_site_unitids,grant__teach_disbursements,nominal_usd,35,35,0,2105768.0
grants,2012-2013,excluded_annual_identity_unresolved,opeid_master,multiple_official_site_unitids,grant__iasg_disbursements,nominal_usd,35,35,0,11050.0
grants,2012-2013,excluded_annual_identity_unresolved,opeid_master,no_annual_site_match,grant__pell_disbursements,nominal_usd,60,60,0,5492882.2
grants,2012-2013,excluded_annual_identity_unresolved,opeid_master,no_annual_site_match,grant__acg_disbursements,nominal_usd,60,0,60,
grants,2012-2013,excluded_annual_identity_unresolved,opeid_master,no_annual_site_match,grant__smart_disbursements,nominal_usd,60,0,60,
grants,2012-2013,excluded_annual_identity_unresolved,opeid_master,no_annual_site_match,grant__teach_disbursements,nominal_usd,60,60,0,0.0
grants,2012-2013,excluded_annual_identity_unresolved,opeid_master,no_annual_site_match,grant__iasg_disbursements,nominal_usd,60,60,0,0.0
grants,2012-2013,excluded_annual_identity_unresolved,opeid_master,resolved_administrative_directory_identity_ineligible,grant__pell_disbursements,nominal_usd,2,2,0,30912296.209999997
grants,2012-2013,excluded_annual_identity_unresolved,opeid_master,resolved_administrative_directory_identity_ineligible,grant__acg_disbursements,nominal_usd,2,0,2,
grants,2012-2013,excluded_annual_identity_unresolved,opeid_master,resolved_administrative_directory_identity_ineligible,grant__smart_disbursements,nominal_usd,2,0,2,
grants,2012-2013,excluded_annual_identity_unresolved,opeid_master,resolved_administrative_directory_identity_ineligible,grant__teach_disbursements,nominal_usd,2,2,0,0.0
grants,2012-2013,excluded_annual_identity_unresolved,opeid_master,resolved_administrative_directory_identity_ineligible,grant__iasg_disbursements,nominal_usd,2,2,0,0.0
grants,2012-2013,included_unique_family_record,opeid_master,official_site_alias_annual_unitid_verified,grant__pell_disbursements,nominal_usd,28,28,0,168453540.36999997
grants,2012-2013,included_unique_family_record,opeid_master,official_site_alias_annual_unitid_verified,grant__acg_disbursements,nominal_usd,28,0,28,
grants,2012-2013,included_unique_family_record,opeid_master,official_site_alias_annual_unitid_verified,grant__smart_disbursements,nominal_usd,28,0,28,
grants,2012-2013,included_unique_family_record,opeid_master,official_site_alias_annual_unitid_verified,grant__teach_disbursements,nominal_usd,28,28,0,4000.0
grants,2012-2013,included_unique_family_record,opeid_master,official_site_alias_annual_unitid_verified,grant__iasg_disbursements,nominal_usd,28,28,0,5550.0
grants,2012-2013,included_unique_family_record,opeid_master,official_site_and_directory_agree,grant__pell_disbursements,nominal_usd,5350,5350,0,30895559541.520004
grants,2012-2013,included_unique_family_record,opeid_master,official_site_and_directory_agree,grant__acg_disbursements,nominal_usd,5350,0,5350,
grants,2012-2013,included_unique_family_record,opeid_master,official_site_and_directory_agree,grant__smart_disbursements,nominal_usd,5350,0,5350,
grants,2012-2013,included_unique_family_record,opeid_master,official_site_and_directory_agree,grant__teach_disbursements,nominal_usd,5350,5350,0,107699331.49000001
grants,2012-2013,included_unique_family_record,opeid_master,official_site_and_directory_agree,grant__iasg_disbursements,nominal_usd,5350,5350,0,210794.0
grants,2013-2014,excluded_annual_identity_unresolved,opeid_master,directory_crosswalk_identity_conflict,grant__pell_disbursements,nominal_usd,4,4,0,37579724.79
grants,2013-2014,excluded_annual_identity_unresolved,opeid_master,directory_crosswalk_identity_conflict,grant__acg_disbursements,nominal_usd,4,0,4,
grants,2013-2014,excluded_annual_identity_unresolved,opeid_master,directory_crosswalk_identity_conflict,grant__smart_disbursements,nominal_usd,4,0,4,
grants,2013-2014,excluded_annual_identity_unresolved,opeid_master,directory_crosswalk_identity_conflict,grant__teach_disbursements,nominal_usd,4,4,0,0.0
grants,2013-2014,excluded_annual_identity_unresolved,opeid_master,directory_crosswalk_identity_conflict,grant__iasg_disbursements,nominal_usd,4,4,0,0.0
grants,2013-2014,excluded_annual_identity_unresolved,opeid_master,multiple_nonadministrative_directory_unitids,grant__pell_disbursements,nominal_usd,7,7,0,222241029.28
grants,2013-2014,excluded_annual_identity_unresolved,opeid_master,multiple_nonadministrative_directory_unitids,grant__acg_disbursements,nominal_usd,7,0,7,
grants,2013-2014,excluded_annual_identity_unresolved,opeid_master,multiple_nonadministrative_directory_unitids,grant__smart_disbursements,nominal_usd,7,0,7,
grants,2013-2014,excluded_annual_identity_unresolved,opeid_master,multiple_nonadministrative_directory_unitids,grant__teach_disbursements,nominal_usd,7,7,0,227069.5
grants,2013-2014,excluded_annual_identity_unresolved,opeid_master,multiple_nonadministrative_directory_unitids,grant__iasg_disbursements,nominal_usd,7,7,0,0.0
grants,2013-2014,excluded_annual_identity_unresolved,opeid_master,multiple_official_site_unitids,grant__pell_disbursements,nominal_usd,38,38,0,982651811.29
grants,2013-2014,excluded_annual_identity_unresolved,opeid_master,multiple_official_site_unitids,grant__acg_disbursements,nominal_usd,38,0,38,
grants,2013-2014,excluded_annual_identity_unresolved,opeid_master,multiple_official_site_unitids,grant__smart_disbursements,nominal_usd,38,0,38,
grants,2013-2014,excluded_annual_identity_unresolved,opeid_master,multiple_official_site_unitids,grant__teach_disbursements,nominal_usd,38,38,0,1799540.6
grants,2013-2014,excluded_annual_identity_unresolved,opeid_master,multiple_official_site_unitids,grant__iasg_disbursements,nominal_usd,38,38,0,10161.0
grants,2013-2014,excluded_annual_identity_unresolved,opeid_master,no_annual_site_match,grant__pell_disbursements,nominal_usd,86,86,0,148409286.26
grants,2013-2014,excluded_annual_identity_unresolved,opeid_master,no_annual_site_match,grant__acg_disbursements,nominal_usd,86,0,86,
grants,2013-2014,excluded_annual_identity_unresolved,opeid_master,no_annual_site_match,grant__smart_disbursements,nominal_usd,86,0,86,
grants,2013-2014,excluded_annual_identity_unresolved,opeid_master,no_annual_site_match,grant__teach_disbursements,nominal_usd,86,86,0,0.0
grants,2013-2014,excluded_annual_identity_unresolved,opeid_master,no_annual_site_match,grant__iasg_disbursements,nominal_usd,86,86,0,0.0
grants,2013-2014,excluded_annual_identity_unresolved,opeid_master,resolved_administrative_directory_identity_ineligible,grant__pell_disbursements,nominal_usd,1,1,0,809416.96
grants,2013-2014,excluded_annual_identity_unresolved,opeid_master,resolved_administrative_directory_identity_ineligible,grant__acg_disbursements,nominal_usd,1,0,1,
grants,2013-2014,excluded_annual_identity_unresolved,opeid_master,resolved_administrative_directory_identity_ineligible,grant__smart_disbursements,nominal_usd,1,0,1,
grants,2013-2014,excluded_annual_identity_unresolved,opeid_master,resolved_administrative_directory_identity_ineligible,grant__teach_disbursements,nominal_usd,1,1,0,0.0
grants,2013-2014,excluded_annual_identity_unresolved,opeid_master,resolved_administrative_directory_identity_ineligible,grant__iasg_disbursements,nominal_usd,1,1,0,0.0
grants,2013-2014,included_unique_family_record,opeid_master,official_site_alias_annual_unitid_verified,grant__pell_disbursements,nominal_usd,8,8,0,6352300.8
grants,2013-2014,included_unique_family_record,opeid_master,official_site_alias_annual_unitid_verified,grant__acg_disbursements,nominal_usd,8,0,8,
grants,2013-2014,included_unique_family_record,opeid_master,official_site_alias_annual_unitid_verified,grant__smart_disbursements,nominal_usd,8,0,8,
grants,2013-2014,included_unique_family_record,opeid_master,official_site_alias_annual_unitid_verified,grant__teach_disbursements,nominal_usd,8,8,0,0.0
grants,2013-2014,included_unique_family_record,opeid_master,official_site_alias_annual_unitid_verified,grant__iasg_disbursements,nominal_usd,8,8,0,0.0
grants,2013-2014,included_unique_family_record,opeid_master,official_site_and_directory_agree,grant__pell_disbursements,nominal_usd,5337,5337,0,30069844421.02
grants,2013-2014,included_unique_family_record,opeid_master,official_site_and_directory_agree,grant__acg_disbursements,nominal_usd,5337,0,5337,
grants,2013-2014,included_unique_family_record,opeid_master,official_site_and_directory_agree,grant__smart_disbursements,nominal_usd,5337,0,5337,
grants,2013-2014,included_unique_family_record,opeid_master,official_site_and_directory_agree,grant__teach_disbursements,nominal_usd,5337,5337,0,94486810.55
grants,2013-2014,included_unique_family_record,opeid_master,official_site_and_directory_agree,grant__iasg_disbursements,nominal_usd,5337,5337,0,291769.36
grants,2014-2015,excluded_annual_identity_unresolved,opeid_master,directory_crosswalk_identity_conflict,grant__pell_disbursements,nominal_usd,1,1,0,67787.32
grants,2014-2015,excluded_annual_identity_unresolved,opeid_master,directory_crosswalk_identity_conflict,grant__acg_disbursements,nominal_usd,1,0,1,
grants,2014-2015,excluded_annual_identity_unresolved,opeid_master,directory_crosswalk_identity_conflict,grant__smart_disbursements,nominal_usd,1,0,1,
grants,2014-2015,excluded_annual_identity_unresolved,opeid_master,directory_crosswalk_identity_conflict,grant__teach_disbursements,nominal_usd,1,1,0,0.0
grants,2014-2015,excluded_annual_identity_unresolved,opeid_master,directory_crosswalk_identity_conflict,grant__iasg_disbursements,nominal_usd,1,1,0,0.0
grants,2014-2015,excluded_annual_identity_unresolved,opeid_master,multiple_nonadministrative_directory_unitids,grant__pell_disbursements,nominal_usd,4,4,0,595486141.51
grants,2014-2015,excluded_annual_identity_unresolved,opeid_master,multiple_nonadministrative_directory_unitids,grant__acg_disbursements,nominal_usd,4,0,4,
grants,2014-2015,excluded_annual_identity_unresolved,opeid_master,multiple_nonadministrative_directory_unitids,grant__smart_disbursements,nominal_usd,4,0,4,
grants,2014-2015,excluded_annual_identity_unresolved,opeid_master,multiple_nonadministrative_directory_unitids,grant__teach_disbursements,nominal_usd,4,4,0,175624.0
grants,2014-2015,excluded_annual_identity_unresolved,opeid_master,multiple_nonadministrative_directory_unitids,grant__iasg_disbursements,nominal_usd,4,4,0,0.0
grants,2014-2015,excluded_annual_identity_unresolved,opeid_master,multiple_official_site_unitids,grant__pell_disbursements,nominal_usd,37,37,0,999529566.62
grants,2014-2015,excluded_annual_identity_unresolved,opeid_master,multiple_official_site_unitids,grant__acg_disbursements,nominal_usd,37,0,37,
grants,2014-2015,excluded_annual_identity_unresolved,opeid_master,multiple_official_site_unitids,grant__smart_disbursements,nominal_usd,37,0,37,
grants,2014-2015,excluded_annual_identity_unresolved,opeid_master,multiple_official_site_unitids,grant__teach_disbursements,nominal_usd,37,37,0,1708773.85
grants,2014-2015,excluded_annual_identity_unresolved,opeid_master,multiple_official_site_unitids,grant__iasg_disbursements,nominal_usd,37,37,0,29245.48
grants,2014-2015,excluded_annual_identity_unresolved,opeid_master,no_annual_site_match,grant__pell_disbursements,nominal_usd,72,72,0,129010385.83999999
grants,2014-2015,excluded_annual_identity_unresolved,opeid_master,no_annual_site_match,grant__acg_disbursements,nominal_usd,72,0,72,
grants,2014-2015,excluded_annual_identity_unresolved,opeid_master,no_annual_site_match,grant__smart_disbursements,nominal_usd,72,0,72,
grants,2014-2015,excluded_annual_identity_unresolved,opeid_master,no_annual_site_match,grant__teach_disbursements,nominal_usd,72,72,0,0.0
grants,2014-2015,excluded_annual_identity_unresolved,opeid_master,no_annual_site_match,grant__iasg_disbursements,nominal_usd,72,72,0,0.0
grants,2014-2015,excluded_annual_identity_unresolved,opeid_master,resolved_administrative_directory_identity_ineligible,grant__pell_disbursements,nominal_usd,1,1,0,854552.0
grants,2014-2015,excluded_annual_identity_unresolved,opeid_master,resolved_administrative_directory_identity_ineligible,grant__acg_disbursements,nominal_usd,1,0,1,
grants,2014-2015,excluded_annual_identity_unresolved,opeid_master,resolved_administrative_directory_identity_ineligible,grant__smart_disbursements,nominal_usd,1,0,1,
grants,2014-2015,excluded_annual_identity_unresolved,opeid_master,resolved_administrative_directory_identity_ineligible,grant__teach_disbursements,nominal_usd,1,1,0,0.0
grants,2014-2015,excluded_annual_identity_unresolved,opeid_master,resolved_administrative_directory_identity_ineligible,grant__iasg_disbursements,nominal_usd,1,1,0,0.0
grants,2014-2015,included_unique_family_record,opeid_master,official_site_alias_annual_unitid_verified,grant__pell_disbursements,nominal_usd,1,1,0,2483180.0
grants,2014-2015,included_unique_family_record,opeid_master,official_site_alias_annual_unitid_verified,grant__acg_disbursements,nominal_usd,1,0,1,
grants,2014-2015,included_unique_family_record,opeid_master,official_site_alias_annual_unitid_verified,grant__smart_disbursements,nominal_usd,1,0,1,
grants,2014-2015,included_unique_family_record,opeid_master,official_site_alias_annual_unitid_verified,grant__teach_disbursements,nominal_usd,1,1,0,0.0
grants,2014-2015,included_unique_family_record,opeid_master,official_site_alias_annual_unitid_verified,grant__iasg_disbursements,nominal_usd,1,1,0,0.0
grants,2014-2015,included_unique_family_record,opeid_master,official_site_and_directory_agree,grant__pell_disbursements,nominal_usd,5333,5333,0,28894610012.609997
grants,2014-2015,included_unique_family_record,opeid_master,official_site_and_directory_agree,grant__acg_disbursements,nominal_usd,5333,0,5333,
grants,2014-2015,included_unique_family_record,opeid_master,official_site_and_directory_agree,grant__smart_disbursements,nominal_usd,5333,0,5333,
grants,2014-2015,included_unique_family_record,opeid_master,official_site_and_directory_agree,grant__teach_disbursements,nominal_usd,5333,5333,0,92452735.55000001
grants,2014-2015,included_unique_family_record,opeid_master,official_site_and_directory_agree,grant__iasg_disbursements,nominal_usd,5333,5333,0,302117.30000000005
grants,2015-2016,excluded_annual_identity_unresolved,opeid_master,directory_crosswalk_identity_conflict,grant__pell_disbursements,nominal_usd,1,1,0,4351.0
grants,2015-2016,excluded_annual_identity_unresolved,opeid_master,directory_crosswalk_identity_conflict,grant__acg_disbursements,nominal_usd,1,0,1,
grants,2015-2016,excluded_annual_identity_unresolved,opeid_master,directory_crosswalk_identity_conflict,grant__smart_disbursements,nominal_usd,1,0,1,
grants,2015-2016,excluded_annual_identity_unresolved,opeid_master,directory_crosswalk_identity_conflict,grant__teach_disbursements,nominal_usd,1,1,0,0.0
grants,2015-2016,excluded_annual_identity_unresolved,opeid_master,directory_crosswalk_identity_conflict,grant__iasg_disbursements,nominal_usd,1,1,0,0.0
grants,2015-2016,excluded_annual_identity_unresolved,opeid_master,multiple_nonadministrative_directory_unitids,grant__pell_disbursements,nominal_usd,6,6,0,85154695.46
grants,2015-2016,excluded_annual_identity_unresolved,opeid_master,multiple_nonadministrative_directory_unitids,grant__acg_disbursements,nominal_usd,6,0,6,
grants,2015-2016,excluded_annual_identity_unresolved,opeid_master,multiple_nonadministrative_directory_unitids,grant__smart_disbursements,nominal_usd,6,0,6,
grants,2015-2016,excluded_annual_identity_unresolved,opeid_master,multiple_nonadministrative_directory_unitids,grant__teach_disbursements,nominal_usd,6,6,0,78481.5
grants,2015-2016,excluded_annual_identity_unresolved,opeid_master,multiple_nonadministrative_directory_unitids,grant__iasg_disbursements,nominal_usd,6,6,0,0.0
grants,2015-2016,excluded_annual_identity_unresolved,opeid_master,multiple_official_site_unitids,grant__pell_disbursements,nominal_usd,39,39,0,949859203.2199998
grants,2015-2016,excluded_annual_identity_unresolved,opeid_master,multiple_official_site_unitids,grant__acg_disbursements,nominal_usd,39,0,39,
grants,2015-2016,excluded_annual_identity_unresolved,opeid_master,multiple_official_site_unitids,grant__smart_disbursements,nominal_usd,39,0,39,
grants,2015-2016,excluded_annual_identity_unresolved,opeid_master,multiple_official_site_unitids,grant__teach_disbursements,nominal_usd,39,39,0,1771567.0
grants,2015-2016,excluded_annual_identity_unresolved,opeid_master,multiple_official_site_unitids,grant__iasg_disbursements,nominal_usd,39,39,0,21441.86
grants,2015-2016,excluded_annual_identity_unresolved,opeid_master,no_annual_site_match,grant__pell_disbursements,nominal_usd,60,60,0,4381300.27
grants,2015-2016,excluded_annual_identity_unresolved,opeid_master,no_annual_site_match,grant__acg_disbursements,nominal_usd,60,0,60,
grants,2015-2016,excluded_annual_identity_unresolved,opeid_master,no_annual_site_match,grant__smart_disbursements,nominal_usd,60,0,60,
grants,2015-2016,excluded_annual_identity_unresolved,opeid_master,no_annual_site_match,grant__teach_disbursements,nominal_usd,60,60,0,0.0
grants,2015-2016,excluded_annual_identity_unresolved,opeid_master,no_annual_site_match,grant__iasg_disbursements,nominal_usd,60,60,0,0.0
grants,2015-2016,excluded_annual_identity_unresolved,opeid_master,resolved_administrative_directory_identity_ineligible,grant__pell_disbursements,nominal_usd,1,1,0,787236.0
grants,2015-2016,excluded_annual_identity_unresolved,opeid_master,resolved_administrative_directory_identity_ineligible,grant__acg_disbursements,nominal_usd,1,0,1,
grants,2015-2016,excluded_annual_identity_unresolved,opeid_master,resolved_administrative_directory_identity_ineligible,grant__smart_disbursements,nominal_usd,1,0,1,
grants,2015-2016,excluded_annual_identity_unresolved,opeid_master,resolved_administrative_directory_identity_ineligible,grant__teach_disbursements,nominal_usd,1,1,0,0.0
grants,2015-2016,excluded_annual_identity_unresolved,opeid_master,resolved_administrative_directory_identity_ineligible,grant__iasg_disbursements,nominal_usd,1,1,0,0.0
grants,2015-2016,included_unique_family_record,opeid_master,official_site_alias_annual_unitid_verified,grant__pell_disbursements,nominal_usd,3,3,0,17924334.16
grants,2015-2016,included_unique_family_record,opeid_master,official_site_alias_annual_unitid_verified,grant__acg_disbursements,nominal_usd,3,0,3,
grants,2015-2016,included_unique_family_record,opeid_master,official_site_alias_annual_unitid_verified,grant__smart_disbursements,nominal_usd,3,0,3,
grants,2015-2016,included_unique_family_record,opeid_master,official_site_alias_annual_unitid_verified,grant__teach_disbursements,nominal_usd,3,3,0,0.0
grants,2015-2016,included_unique_family_record,opeid_master,official_site_alias_annual_unitid_verified,grant__iasg_disbursements,nominal_usd,3,3,0,0.0
grants,2015-2016,included_unique_family_record,opeid_master,official_site_and_directory_agree,grant__pell_disbursements,nominal_usd,5287,5287,0,27493528640.47
grants,2015-2016,included_unique_family_record,opeid_master,official_site_and_directory_agree,grant__acg_disbursements,nominal_usd,5287,0,5287,
grants,2015-2016,included_unique_family_record,opeid_master,official_site_and_directory_agree,grant__smart_disbursements,nominal_usd,5287,0,5287,
grants,2015-2016,included_unique_family_record,opeid_master,official_site_and_directory_agree,grant__teach_disbursements,nominal_usd,5287,5287,0,87560972.81
grants,2015-2016,included_unique_family_record,opeid_master,official_site_and_directory_agree,grant__iasg_disbursements,nominal_usd,5287,5287,0,350474.83
grants,2016-2017,excluded_annual_identity_unresolved,opeid_master,directory_crosswalk_identity_conflict,grant__pell_disbursements,nominal_usd,6,6,0,5891030.609999999
grants,2016-2017,excluded_annual_identity_unresolved,opeid_master,directory_crosswalk_identity_conflict,grant__acg_disbursements,nominal_usd,6,0,6,
grants,2016-2017,excluded_annual_identity_unresolved,opeid_master,directory_crosswalk_identity_conflict,grant__smart_disbursements,nominal_usd,6,0,6,
grants,2016-2017,excluded_annual_identity_unresolved,opeid_master,directory_crosswalk_identity_conflict,grant__teach_disbursements,nominal_usd,6,6,0,0.0
grants,2016-2017,excluded_annual_identity_unresolved,opeid_master,directory_crosswalk_identity_conflict,grant__iasg_disbursements,nominal_usd,6,6,0,0.0
grants,2016-2017,excluded_annual_identity_unresolved,opeid_master,multiple_nonadministrative_directory_unitids,grant__pell_disbursements,nominal_usd,2,2,0,2644200.0
grants,2016-2017,excluded_annual_identity_unresolved,opeid_master,multiple_nonadministrative_directory_unitids,grant__acg_disbursements,nominal_usd,2,0,2,
grants,2016-2017,excluded_annual_identity_unresolved,opeid_master,multiple_nonadministrative_directory_unitids,grant__smart_disbursements,nominal_usd,2,0,2,
grants,2016-2017,excluded_annual_identity_unresolved,opeid_master,multiple_nonadministrative_directory_unitids,grant__teach_disbursements,nominal_usd,2,2,0,0.0
grants,2016-2017,excluded_annual_identity_unresolved,opeid_master,multiple_nonadministrative_directory_unitids,grant__iasg_disbursements,nominal_usd,2,2,0,0.0
grants,2016-2017,excluded_annual_identity_unresolved,opeid_master,multiple_official_site_unitids,grant__pell_disbursements,nominal_usd,38,38,0,730805156.3000001
grants,2016-2017,excluded_annual_identity_unresolved,opeid_master,multiple_official_site_unitids,grant__acg_disbursements,nominal_usd,38,0,38,
grants,2016-2017,excluded_annual_identity_unresolved,opeid_master,multiple_official_site_unitids,grant__smart_disbursements,nominal_usd,38,0,38,
grants,2016-2017,excluded_annual_identity_unresolved,opeid_master,multiple_official_site_unitids,grant__teach_disbursements,nominal_usd,38,38,0,2046682.0
grants,2016-2017,excluded_annual_identity_unresolved,opeid_master,multiple_official_site_unitids,grant__iasg_disbursements,nominal_usd,38,38,0,18291.43
grants,2016-2017,excluded_annual_identity_unresolved,opeid_master,no_annual_site_match,grant__pell_disbursements,nominal_usd,45,45,0,4467651.53
grants,2016-2017,excluded_annual_identity_unresolved,opeid_master,no_annual_site_match,grant__acg_disbursements,nominal_usd,45,0,45,
grants,2016-2017,excluded_annual_identity_unresolved,opeid_master,no_annual_site_match,grant__smart_disbursements,nominal_usd,45,0,45,
grants,2016-2017,excluded_annual_identity_unresolved,opeid_master,no_annual_site_match,grant__teach_disbursements,nominal_usd,45,45,0,0.0
grants,2016-2017,excluded_annual_identity_unresolved,opeid_master,no_annual_site_match,grant__iasg_disbursements,nominal_usd,45,45,0,0.0
grants,2016-2017,excluded_annual_identity_unresolved,opeid_master,resolved_administrative_directory_identity_ineligible,grant__pell_disbursements,nominal_usd,1,1,0,652966.0
grants,2016-2017,excluded_annual_identity_unresolved,opeid_master,resolved_administrative_directory_identity_ineligible,grant__acg_disbursements,nominal_usd,1,0,1,
grants,2016-2017,excluded_annual_identity_unresolved,opeid_master,resolved_administrative_directory_identity_ineligible,grant__smart_disbursements,nominal_usd,1,0,1,
grants,2016-2017,excluded_annual_identity_unresolved,opeid_master,resolved_administrative_directory_identity_ineligible,grant__teach_disbursements,nominal_usd,1,1,0,0.0
grants,2016-2017,excluded_annual_identity_unresolved,opeid_master,resolved_administrative_directory_identity_ineligible,grant__iasg_disbursements,nominal_usd,1,1,0,0.0
grants,2016-2017,included_unique_family_record,opeid_master,official_site_alias_annual_unitid_verified,grant__pell_disbursements,nominal_usd,2,2,0,13812005.56
grants,2016-2017,included_unique_family_record,opeid_master,official_site_alias_annual_unitid_verified,grant__acg_disbursements,nominal_usd,2,0,2,
grants,2016-2017,included_unique_family_record,opeid_master,official_site_alias_annual_unitid_verified,grant__smart_disbursements,nominal_usd,2,0,2,
grants,2016-2017,included_unique_family_record,opeid_master,official_site_alias_annual_unitid_verified,grant__teach_disbursements,nominal_usd,2,2,0,0.0
grants,2016-2017,included_unique_family_record,opeid_master,official_site_alias_annual_unitid_verified,grant__iasg_disbursements,nominal_usd,2,2,0,0.0
grants,2016-2017,included_unique_family_record,opeid_master,official_site_and_directory_agree,grant__pell_disbursements,nominal_usd,5216,5216,0,26127444470.909996
grants,2016-2017,included_unique_family_record,opeid_master,official_site_and_directory_agree,grant__acg_disbursements,nominal_usd,5216,0,5216,
grants,2016-2017,included_unique_family_record,opeid_master,official_site_and_directory_agree,grant__smart_disbursements,nominal_usd,5216,0,5216,
grants,2016-2017,included_unique_family_record,opeid_master,official_site_and_directory_agree,grant__teach_disbursements,nominal_usd,5216,5216,0,84618057.32999998
grants,2016-2017,included_unique_family_record,opeid_master,official_site_and_directory_agree,grant__iasg_disbursements,nominal_usd,5216,5216,0,354185.14
grants,2017-2018,excluded_annual_identity_unresolved,opeid_master,multiple_nonadministrative_directory_unitids,grant__pell_disbursements,nominal_usd,1,1,0,14468986.12
grants,2017-2018,excluded_annual_identity_unresolved,opeid_master,multiple_nonadministrative_directory_unitids,grant__acg_disbursements,nominal_usd,1,0,1,
grants,2017-2018,excluded_annual_identity_unresolved,opeid_master,multiple_nonadministrative_directory_unitids,grant__smart_disbursements,nominal_usd,1,0,1,
grants,2017-2018,excluded_annual_identity_unresolved,opeid_master,multiple_nonadministrative_directory_unitids,grant__teach_disbursements,nominal_usd,1,0,1,
grants,2017-2018,excluded_annual_identity_unresolved,opeid_master,multiple_nonadministrative_directory_unitids,grant__iasg_disbursements,nominal_usd,1,0,1,
