family,award_year,column,master_source_records,included_records,excluded_records,master_known_sum,included_known_sum,excluded_known_sum
direct_loans,2000-2001,loan_direct__subsidized_disbursements_n,1204,1145,59,2676261,2474541,201720
direct_loans,2000-2001,loan_direct__subsidized_disbursements,1204,1145,59,5051616629.0,4653992159.0,397624470.0
direct_loans,2000-2001,loan_direct__unsubsidized_recipients,1204,1145,59,868016,813081,54935
direct_loans,2000-2001,loan_direct__unsubsidized_loans_originated_n,1204,1145,59,985452,923975,61477
direct_loans,2000-2001,loan_direct__unsubsidized_loans_originated_amt,1204,1145,59,3906914684.0,3644579319.0,262335365.0
direct_loans,2000-2001,loan_direct__unsubsidized_disbursements_n,1204,1145,59,1765582,1652305,113277
direct_loans,2000-2001,loan_direct__unsubsidized_disbursements,1204,1145,59,3665382491.0,3419544483.0,245838008.0
direct_loans,2000-2001,loan_direct__plus_recipients,1204,1145,59,163977,156015,7962
direct_loans,2000-2001,loan_direct__plus_loans_originated_n,1204,1145,59,177687,168507,9180
direct_loans,2000-2001,loan_direct__plus_loans_originated_amt,1204,1145,59,1244750014.0,1181501864.0,63248150.0
direct_loans,2000-2001,loan_direct__plus_disbursements_n,1204,1145,59,333657,316478,17179
direct_loans,2000-2001,loan_direct__plus_disbursements,1204,1145,59,1181202311.0,1121716121.0,59486190.0
direct_loans,2000-2001,loan_direct__grad_plus_recipients,1204,1145,59,,,
direct_loans,2000-2001,loan_direct__grad_plus_loans_originated_n,1204,1145,59,,,
direct_loans,2000-2001,loan_direct__grad_plus_loans_originated_amt,1204,1145,59,,,
direct_loans,2000-2001,loan_direct__grad_plus_disbursements_n,1204,1145,59,,,
direct_loans,2000-2001,loan_direct__grad_plus_disbursements,1204,1145,59,,,
direct_loans,2000-2001,loan_direct__parent_plus_recipients,1204,1145,59,,,
direct_loans,2000-2001,loan_direct__parent_plus_loans_originated_n,1204,1145,59,,,
direct_loans,2000-2001,loan_direct__parent_plus_loans_originated_amt,1204,1145,59,,,
direct_loans,2000-2001,loan_direct__parent_plus_disbursements_n,1204,1145,59,,,
direct_loans,2000-2001,loan_direct__parent_plus_disbursements,1204,1145,59,,,
direct_loans,2000-2001,loan_direct__subsidized_undergraduate_recipients,1204,1145,59,,,
direct_loans,2000-2001,loan_direct__subsidized_undergraduate_loans_originated_n,1204,1145,59,,,
direct_loans,2000-2001,loan_direct__subsidized_undergraduate_loans_originated_amt,1204,1145,59,,,
direct_loans,2000-2001,loan_direct__subsidized_undergraduate_disbursements_n,1204,1145,59,,,
direct_loans,2000-2001,loan_direct__subsidized_undergraduate_disbursements,1204,1145,59,,,
direct_loans,2000-2001,loan_direct__subsidized_graduate_recipients,1204,1145,59,,,
direct_loans,2000-2001,loan_direct__subsidized_graduate_loans_originated_n,1204,1145,59,,,
direct_loans,2000-2001,loan_direct__subsidized_graduate_loans_originated_amt,1204,1145,59,,,
direct_loans,2000-2001,loan_direct__subsidized_graduate_disbursements_n,1204,1145,59,,,
direct_loans,2000-2001,loan_direct__subsidized_graduate_disbursements,1204,1145,59,,,
direct_loans,2000-2001,loan_direct__unsubsidized_undergraduate_recipients,1204,1145,59,,,
direct_loans,2000-2001,loan_direct__unsubsidized_undergraduate_loans_originated_n,1204,1145,59,,,
direct_loans,2000-2001,loan_direct__unsubsidized_undergraduate_loans_originated_amt,1204,1145,59,,,
direct_loans,2000-2001,loan_direct__unsubsidized_undergraduate_disbursements_n,1204,1145,59,,,
direct_loans,2000-2001,loan_direct__unsubsidized_undergraduate_disbursements,1204,1145,59,,,
direct_loans,2000-2001,loan_direct__unsubsidized_graduate_recipients,1204,1145,59,,,
direct_loans,2000-2001,loan_direct__unsubsidized_graduate_loans_originated_n,1204,1145,59,,,
direct_loans,2000-2001,loan_direct__unsubsidized_graduate_loans_originated_amt,1204,1145,59,,,
direct_loans,2000-2001,loan_direct__unsubsidized_graduate_disbursements_n,1204,1145,59,,,
direct_loans,2000-2001,loan_direct__unsubsidized_graduate_disbursements,1204,1145,59,,,
direct_loans,2001-2002,loan_direct__subsidized_recipients,1154,1108,46,1332343,1225506,106837
direct_loans,2001-2002,loan_direct__subsidized_loans_originated_n,1154,1108,46,1500902,1382264,118638
direct_loans,2001-2002,loan_direct__subsidized_loans_originated_amt,1154,1108,46,5362608671.0,4900900347.0,461708324.0
direct_loans,2001-2002,loan_direct__subsidized_disbursements_n,1154,1108,46,2760826,2539037,221789
direct_loans,2001-2002,loan_direct__subsidized_disbursements,1154,1108,46,5147400145.0,4710123629.0,437276516.0
direct_loans,2001-2002,loan_direct__unsubsidized_recipients,1154,1108,46,918063,856792,61271
direct_loans,2001-2002,loan_direct__unsubsidized_loans_originated_n,1154,1108,46,1046860,978076,68784
direct_loans,2001-2002,loan_direct__unsubsidized_loans_originated_amt,1154,1108,46,4157705725.0,3861528471.0,296177254.0
direct_loans,2001-2002,loan_direct__unsubsidized_disbursements_n,1154,1108,46,1907671,1778674,128997
direct_loans,2001-2002,loan_direct__unsubsidized_disbursements,1154,1108,46,3965042952.0,3684954075.0,280088877.0
direct_loans,2001-2002,loan_direct__plus_recipients,1154,1108,46,165767,157451,8316
direct_loans,2001-2002,loan_direct__plus_loans_originated_n,1154,1108,46,179907,170326,9581
direct_loans,2001-2002,loan_direct__plus_loans_originated_amt,1154,1108,46,1313886347.0,1241928892.0,71957455.0
direct_loans,2001-2002,loan_direct__plus_disbursements_n,1154,1108,46,343330,325288,18042
direct_loans,2001-2002,loan_direct__plus_disbursements,1154,1108,46,1268526624.0,1199733314.0,68793310.0
direct_loans,2001-2002,loan_direct__grad_plus_recipients,1154,1108,46,,,
direct_loans,2001-2002,loan_direct__grad_plus_loans_originated_n,1154,1108,46,,,
direct_loans,2001-2002,loan_direct__grad_plus_loans_originated_amt,1154,1108,46,,,
direct_loans,2001-2002,loan_direct__grad_plus_disbursements_n,1154,1108,46,,,
direct_loans,2001-2002,loan_direct__grad_plus_disbursements,1154,1108,46,,,
direct_loans,2001-2002,loan_direct__parent_plus_recipients,1154,1108,46,,,
direct_loans,2001-2002,loan_direct__parent_plus_loans_originated_n,1154,1108,46,,,
direct_loans,2001-2002,loan_direct__parent_plus_loans_originated_amt,1154,1108,46,,,
direct_loans,2001-2002,loan_direct__parent_plus_disbursements_n,1154,1108,46,,,
direct_loans,2001-2002,loan_direct__parent_plus_disbursements,1154,1108,46,,,
direct_loans,2001-2002,loan_direct__subsidized_undergraduate_recipients,1154,1108,46,,,
direct_loans,2001-2002,loan_direct__subsidized_undergraduate_loans_originated_n,1154,1108,46,,,
direct_loans,2001-2002,loan_direct__subsidized_undergraduate_loans_originated_amt,1154,1108,46,,,
direct_loans,2001-2002,loan_direct__subsidized_undergraduate_disbursements_n,1154,1108,46,,,
direct_loans,2001-2002,loan_direct__subsidized_undergraduate_disbursements,1154,1108,46,,,
direct_loans,2001-2002,loan_direct__subsidized_graduate_recipients,1154,1108,46,,,
direct_loans,2001-2002,loan_direct__subsidized_graduate_loans_originated_n,1154,1108,46,,,
direct_loans,2001-2002,loan_direct__subsidized_graduate_loans_originated_amt,1154,1108,46,,,
direct_loans,2001-2002,loan_direct__subsidized_graduate_disbursements_n,1154,1108,46,,,
direct_loans,2001-2002,loan_direct__subsidized_graduate_disbursements,1154,1108,46,,,
direct_loans,2001-2002,loan_direct__unsubsidized_undergraduate_recipients,1154,1108,46,,,
direct_loans,2001-2002,loan_direct__unsubsidized_undergraduate_loans_originated_n,1154,1108,46,,,
direct_loans,2001-2002,loan_direct__unsubsidized_undergraduate_loans_originated_amt,1154,1108,46,,,
direct_loans,2001-2002,loan_direct__unsubsidized_undergraduate_disbursements_n,1154,1108,46,,,
direct_loans,2001-2002,loan_direct__unsubsidized_undergraduate_disbursements,1154,1108,46,,,
direct_loans,2001-2002,loan_direct__unsubsidized_graduate_recipients,1154,1108,46,,,
direct_loans,2001-2002,loan_direct__unsubsidized_graduate_loans_originated_n,1154,1108,46,,,
direct_loans,2001-2002,loan_direct__unsubsidized_graduate_loans_originated_amt,1154,1108,46,,,
direct_loans,2001-2002,loan_direct__unsubsidized_graduate_disbursements_n,1154,1108,46,,,
direct_loans,2001-2002,loan_direct__unsubsidized_graduate_disbursements,1154,1108,46,,,
direct_loans,2002-2003,loan_direct__subsidized_recipients,1114,1080,34,1403859,1327438,76421
direct_loans,2002-2003,loan_direct__subsidized_loans_originated_n,1114,1080,34,1585244,1498032,87212
direct_loans,2002-2003,loan_direct__subsidized_loans_originated_amt,1114,1080,34,5946594472.0,5582343174.0,364251298.0
direct_loans,2002-2003,loan_direct__subsidized_disbursements_n,1114,1080,34,2997287,2828793,168494
direct_loans,2002-2003,loan_direct__subsidized_disbursements,1114,1080,34,5543573568.0,5205285473.0,338288095.0
direct_loans,2002-2003,loan_direct__unsubsidized_recipients,1114,1080,34,969894,924025,45869
direct_loans,2002-2003,loan_direct__unsubsidized_loans_originated_n,1114,1080,34,1115157,1061381,53776
direct_loans,2002-2003,loan_direct__unsubsidized_loans_originated_amt,1114,1080,34,4730895195.0,4483915306.0,246979889.0
direct_loans,2002-2003,loan_direct__unsubsidized_disbursements_n,1114,1080,34,2090067,1987945,102122
direct_loans,2002-2003,loan_direct__unsubsidized_disbursements,1114,1080,34,4366266195.0,4138895763.0,227370432.0
direct_loans,2002-2003,loan_direct__plus_recipients,1114,1080,34,192155,184034,8121
direct_loans,2002-2003,loan_direct__plus_loans_originated_n,1114,1080,34,210575,201280,9295
direct_loans,2002-2003,loan_direct__plus_loans_originated_amt,1114,1080,34,1640106430.0,1561086812.0,79019618.0
direct_loans,2002-2003,loan_direct__plus_disbursements_n,1114,1080,34,400235,382311,17924
direct_loans,2002-2003,loan_direct__plus_disbursements,1114,1080,34,1545500263.0,1470920450.0,74579813.0
direct_loans,2002-2003,loan_direct__grad_plus_recipients,1114,1080,34,,,
direct_loans,2002-2003,loan_direct__grad_plus_loans_originated_n,1114,1080,34,,,
direct_loans,2002-2003,loan_direct__grad_plus_loans_originated_amt,1114,1080,34,,,
direct_loans,2002-2003,loan_direct__grad_plus_disbursements_n,1114,1080,34,,,
direct_loans,2002-2003,loan_direct__grad_plus_disbursements,1114,1080,34,,,
direct_loans,2002-2003,loan_direct__parent_plus_recipients,1114,1080,34,,,
direct_loans,2002-2003,loan_direct__parent_plus_loans_originated_n,1114,1080,34,,,
direct_loans,2002-2003,loan_direct__parent_plus_loans_originated_amt,1114,1080,34,,,
direct_loans,2002-2003,loan_direct__parent_plus_disbursements_n,1114,1080,34,,,
direct_loans,2002-2003,loan_direct__parent_plus_disbursements,1114,1080,34,,,
direct_loans,2002-2003,loan_direct__subsidized_undergraduate_recipients,1114,1080,34,,,
direct_loans,2002-2003,loan_direct__subsidized_undergraduate_loans_originated_n,1114,1080,34,,,
direct_loans,2002-2003,loan_direct__subsidized_undergraduate_loans_originated_amt,1114,1080,34,,,
direct_loans,2002-2003,loan_direct__subsidized_undergraduate_disbursements_n,1114,1080,34,,,
direct_loans,2002-2003,loan_direct__subsidized_undergraduate_disbursements,1114,1080,34,,,
direct_loans,2002-2003,loan_direct__subsidized_graduate_recipients,1114,1080,34,,,
direct_loans,2002-2003,loan_direct__subsidized_graduate_loans_originated_n,1114,1080,34,,,
direct_loans,2002-2003,loan_direct__subsidized_graduate_loans_originated_amt,1114,1080,34,,,
direct_loans,2002-2003,loan_direct__subsidized_graduate_disbursements_n,1114,1080,34,,,
direct_loans,2002-2003,loan_direct__subsidized_graduate_disbursements,1114,1080,34,,,
direct_loans,2002-2003,loan_direct__unsubsidized_undergraduate_recipients,1114,1080,34,,,
direct_loans,2002-2003,loan_direct__unsubsidized_undergraduate_loans_originated_n,1114,1080,34,,,
direct_loans,2002-2003,loan_direct__unsubsidized_undergraduate_loans_originated_amt,1114,1080,34,,,
direct_loans,2002-2003,loan_direct__unsubsidized_undergraduate_disbursements_n,1114,1080,34,,,
direct_loans,2002-2003,loan_direct__unsubsidized_undergraduate_disbursements,1114,1080,34,,,
direct_loans,2002-2003,loan_direct__unsubsidized_graduate_recipients,1114,1080,34,,,
direct_loans,2002-2003,loan_direct__unsubsidized_graduate_loans_originated_n,1114,1080,34,,,
direct_loans,2002-2003,loan_direct__unsubsidized_graduate_loans_originated_amt,1114,1080,34,,,
direct_loans,2002-2003,loan_direct__unsubsidized_graduate_disbursements_n,1114,1080,34,,,
direct_loans,2002-2003,loan_direct__unsubsidized_graduate_disbursements,1114,1080,34,,,
direct_loans,2003-2004,loan_direct__subsidized_recipients,1086,1042,44,1423171,1339871,83300
direct_loans,2003-2004,loan_direct__subsidized_loans_originated_n,1086,1042,44,1600017,1506377,93640
direct_loans,2003-2004,loan_direct__subsidized_loans_originated_amt,1086,1042,44,6062352719.0,5683634674.0,378718045.0
direct_loans,2003-2004,loan_direct__subsidized_disbursements_n,1086,1042,44,3088953,2907548,181405
direct_loans,2003-2004,loan_direct__subsidized_disbursements,1086,1042,44,5660613518.0,5308816023.0,351797495.0
direct_loans,2003-2004,loan_direct__unsubsidized_recipients,1086,1042,44,966217,912964,53253
direct_loans,2003-2004,loan_direct__unsubsidized_loans_originated_n,1086,1042,44,1108166,1047395,60771
direct_loans,2003-2004,loan_direct__unsubsidized_loans_originated_amt,1086,1042,44,4799146646.0,4532013393.0,267133253.0
direct_loans,2003-2004,loan_direct__unsubsidized_disbursements_n,1086,1042,44,2125599,2009266,116333
direct_loans,2003-2004,loan_direct__unsubsidized_disbursements,1086,1042,44,4434933618.0,4189413702.0,245519916.0
direct_loans,2003-2004,loan_direct__plus_recipients,1086,1042,44,207536,196982,10554
direct_loans,2003-2004,loan_direct__plus_loans_originated_n,1086,1042,44,227171,215472,11699
direct_loans,2003-2004,loan_direct__plus_loans_originated_amt,1086,1042,44,1913810099.0,1802550663.0,111259436.0
direct_loans,2003-2004,loan_direct__plus_disbursements_n,1086,1042,44,443813,421247,22566
direct_loans,2003-2004,loan_direct__plus_disbursements,1086,1042,44,1807066716.0,1701639228.0,105427488.0
direct_loans,2003-2004,loan_direct__grad_plus_recipients,1086,1042,44,,,
direct_loans,2003-2004,loan_direct__grad_plus_loans_originated_n,1086,1042,44,,,
direct_loans,2003-2004,loan_direct__grad_plus_loans_originated_amt,1086,1042,44,,,
direct_loans,2003-2004,loan_direct__grad_plus_disbursements_n,1086,1042,44,,,
direct_loans,2003-2004,loan_direct__grad_plus_disbursements,1086,1042,44,,,
direct_loans,2003-2004,loan_direct__parent_plus_recipients,1086,1042,44,,,
direct_loans,2003-2004,loan_direct__parent_plus_loans_originated_n,1086,1042,44,,,
direct_loans,2003-2004,loan_direct__parent_plus_loans_originated_amt,1086,1042,44,,,
direct_loans,2003-2004,loan_direct__parent_plus_disbursements_n,1086,1042,44,,,
direct_loans,2003-2004,loan_direct__parent_plus_disbursements,1086,1042,44,,,
direct_loans,2003-2004,loan_direct__subsidized_undergraduate_recipients,1086,1042,44,,,
direct_loans,2003-2004,loan_direct__subsidized_undergraduate_loans_originated_n,1086,1042,44,,,
direct_loans,2003-2004,loan_direct__subsidized_undergraduate_loans_originated_amt,1086,1042,44,,,
direct_loans,2003-2004,loan_direct__subsidized_undergraduate_disbursements_n,1086,1042,44,,,
direct_loans,2003-2004,loan_direct__subsidized_undergraduate_disbursements,1086,1042,44,,,
direct_loans,2003-2004,loan_direct__subsidized_graduate_recipients,1086,1042,44,,,
direct_loans,2003-2004,loan_direct__subsidized_graduate_loans_originated_n,1086,1042,44,,,
direct_loans,2003-2004,loan_direct__subsidized_graduate_loans_originated_amt,1086,1042,44,,,
direct_loans,2003-2004,loan_direct__subsidized_graduate_disbursements_n,1086,1042,44,,,
direct_loans,2003-2004,loan_direct__subsidized_graduate_disbursements,1086,1042,44,,,
direct_loans,2003-2004,loan_direct__unsubsidized_undergraduate_recipients,1086,1042,44,,,
direct_loans,2003-2004,loan_direct__unsubsidized_undergraduate_loans_originated_n,1086,1042,44,,,
direct_loans,2003-2004,loan_direct__unsubsidized_undergraduate_loans_originated_amt,1086,1042,44,,,
direct_loans,2003-2004,loan_direct__unsubsidized_undergraduate_disbursements_n,1086,1042,44,,,
direct_loans,2003-2004,loan_direct__unsubsidized_undergraduate_disbursements,1086,1042,44,,,
direct_loans,2003-2004,loan_direct__unsubsidized_graduate_recipients,1086,1042,44,,,
direct_loans,2003-2004,loan_direct__unsubsidized_graduate_loans_originated_n,1086,1042,44,,,
direct_loans,2003-2004,loan_direct__unsubsidized_graduate_loans_originated_amt,1086,1042,44,,,
direct_loans,2003-2004,loan_direct__unsubsidized_graduate_disbursements_n,1086,1042,44,,,
direct_loans,2003-2004,loan_direct__unsubsidized_graduate_disbursements,1086,1042,44,,,
direct_loans,2004-2005,loan_direct__subsidized_recipients,1082,1026,56,1406838,1311168,95670
direct_loans,2004-2005,loan_direct__subsidized_loans_originated_n,1082,1026,56,1571349,1463676,107673
direct_loans,2004-2005,loan_direct__subsidized_loans_originated_amt,1082,1026,56,6041418737.0,5619161192.0,422257545.0
direct_loans,2004-2005,loan_direct__subsidized_disbursements_n,1082,1026,56,3041532,2825727,215805
direct_loans,2004-2005,loan_direct__subsidized_disbursements,1082,1026,56,5639149371.0,5250481061.0,388668310.0
direct_loans,2004-2005,loan_direct__unsubsidized_recipients,1082,1026,56,957968,892321,65647
direct_loans,2004-2005,loan_direct__unsubsidized_loans_originated_n,1082,1026,56,1094434,1018885,75549
direct_loans,2004-2005,loan_direct__unsubsidized_loans_originated_amt,1082,1026,56,4889539346.0,4562275093.0,327264253.0
direct_loans,2004-2005,loan_direct__unsubsidized_disbursements_n,1082,1026,56,2106502,1955580,150922
direct_loans,2004-2005,loan_direct__unsubsidized_disbursements,1082,1026,56,4517641165.0,4220493180.0,297147985.0
direct_loans,2004-2005,loan_direct__plus_recipients,1082,1026,56,214563,202555,12008
direct_loans,2004-2005,loan_direct__plus_loans_originated_n,1082,1026,56,235133,221792,13341
direct_loans,2004-2005,loan_direct__plus_loans_originated_amt,1082,1026,56,2113952856.0,1987397567.0,126555289.0
direct_loans,2004-2005,loan_direct__plus_disbursements_n,1082,1026,56,465758,438412,27346
direct_loans,2004-2005,loan_direct__plus_disbursements,1082,1026,56,2001243572.0,1882053371.0,119190201.0
direct_loans,2004-2005,loan_direct__grad_plus_recipients,1082,1026,56,,,
direct_loans,2004-2005,loan_direct__grad_plus_loans_originated_n,1082,1026,56,,,
direct_loans,2004-2005,loan_direct__grad_plus_loans_originated_amt,1082,1026,56,,,
direct_loans,2004-2005,loan_direct__grad_plus_disbursements_n,1082,1026,56,,,
direct_loans,2004-2005,loan_direct__grad_plus_disbursements,1082,1026,56,,,
direct_loans,2004-2005,loan_direct__parent_plus_recipients,1082,1026,56,,,
direct_loans,2004-2005,loan_direct__parent_plus_loans_originated_n,1082,1026,56,,,
direct_loans,2004-2005,loan_direct__parent_plus_loans_originated_amt,1082,1026,56,,,
direct_loans,2004-2005,loan_direct__parent_plus_disbursements_n,1082,1026,56,,,
direct_loans,2004-2005,loan_direct__parent_plus_disbursements,1082,1026,56,,,
direct_loans,2004-2005,loan_direct__subsidized_undergraduate_recipients,1082,1026,56,,,
direct_loans,2004-2005,loan_direct__subsidized_undergraduate_loans_originated_n,1082,1026,56,,,
direct_loans,2004-2005,loan_direct__subsidized_undergraduate_loans_originated_amt,1082,1026,56,,,
direct_loans,2004-2005,loan_direct__subsidized_undergraduate_disbursements_n,1082,1026,56,,,
direct_loans,2004-2005,loan_direct__subsidized_undergraduate_disbursements,1082,1026,56,,,
direct_loans,2004-2005,loan_direct__subsidized_graduate_recipients,1082,1026,56,,,
direct_loans,2004-2005,loan_direct__subsidized_graduate_loans_originated_n,1082,1026,56,,,
direct_loans,2004-2005,loan_direct__subsidized_graduate_loans_originated_amt,1082,1026,56,,,
direct_loans,2004-2005,loan_direct__subsidized_graduate_disbursements_n,1082,1026,56,,,
direct_loans,2004-2005,loan_direct__subsidized_graduate_disbursements,1082,1026,56,,,
direct_loans,2004-2005,loan_direct__unsubsidized_undergraduate_recipients,1082,1026,56,,,
direct_loans,2004-2005,loan_direct__unsubsidized_undergraduate_loans_originated_n,1082,1026,56,,,
direct_loans,2004-2005,loan_direct__unsubsidized_undergraduate_loans_originated_amt,1082,1026,56,,,
direct_loans,2004-2005,loan_direct__unsubsidized_undergraduate_disbursements_n,1082,1026,56,,,
direct_loans,2004-2005,loan_direct__unsubsidized_undergraduate_disbursements,1082,1026,56,,,
direct_loans,2004-2005,loan_direct__unsubsidized_graduate_recipients,1082,1026,56,,,
direct_loans,2004-2005,loan_direct__unsubsidized_graduate_loans_originated_n,1082,1026,56,,,
direct_loans,2004-2005,loan_direct__unsubsidized_graduate_loans_originated_amt,1082,1026,56,,,
direct_loans,2004-2005,loan_direct__unsubsidized_graduate_disbursements_n,1082,1026,56,,,
direct_loans,2004-2005,loan_direct__unsubsidized_graduate_disbursements,1082,1026,56,,,
direct_loans,2005-2006,loan_direct__subsidized_recipients,1077,1027,50,1353473,1269304,84169
direct_loans,2005-2006,loan_direct__subsidized_loans_originated_n,1077,1027,50,1511824,1418964,92860
direct_loans,2005-2006,loan_direct__subsidized_loans_originated_amt,1077,1027,50,5894562510.0,5510216917.0,384345593.0
direct_loans,2005-2006,loan_direct__subsidized_disbursements_n,1077,1027,50,2896198,2711980,184218
direct_loans,2005-2006,loan_direct__subsidized_disbursements,1077,1027,50,5493923788.0,5139118283.0,354805505.0
direct_loans,2005-2006,loan_direct__unsubsidized_recipients,1077,1027,50,956547,896272,60275
direct_loans,2005-2006,loan_direct__unsubsidized_loans_originated_n,1077,1027,50,1093116,1024554,68562
direct_loans,2005-2006,loan_direct__unsubsidized_loans_originated_amt,1077,1027,50,5050983536.0,4734875934.0,316107602.0
direct_loans,2005-2006,loan_direct__unsubsidized_disbursements_n,1077,1027,50,2076665,1941731,134934
direct_loans,2005-2006,loan_direct__unsubsidized_disbursements,1077,1027,50,4665394432.0,4376878108.0,288516324.0
direct_loans,2005-2006,loan_direct__plus_recipients,1077,1027,50,215652,202469,13183
direct_loans,2005-2006,loan_direct__plus_loans_originated_n,1077,1027,50,239497,225169,14328
direct_loans,2005-2006,loan_direct__plus_loans_originated_amt,1077,1027,50,2290258702.0,2140907746.0,149350956.0
direct_loans,2005-2006,loan_direct__plus_disbursements_n,1077,1027,50,474827,446168,28659
direct_loans,2005-2006,loan_direct__plus_disbursements,1077,1027,50,2151722500.0,2011460648.0,140261852.0
direct_loans,2005-2006,loan_direct__grad_plus_recipients,1077,1027,50,518,517,1
direct_loans,2005-2006,loan_direct__grad_plus_loans_originated_n,1077,1027,50,547,546,1
direct_loans,2005-2006,loan_direct__grad_plus_loans_originated_amt,1077,1027,50,7336864.0,7330264.0,6600.0
direct_loans,2005-2006,loan_direct__grad_plus_disbursements_n,1077,1027,50,1168,1165,3
direct_loans,2005-2006,loan_direct__grad_plus_disbursements,1077,1027,50,6624868.0,6618268.0,6600.0
direct_loans,2005-2006,loan_direct__parent_plus_recipients,1077,1027,50,,,
direct_loans,2005-2006,loan_direct__parent_plus_loans_originated_n,1077,1027,50,,,
direct_loans,2005-2006,loan_direct__parent_plus_loans_originated_amt,1077,1027,50,,,
direct_loans,2005-2006,loan_direct__parent_plus_disbursements_n,1077,1027,50,,,
direct_loans,2005-2006,loan_direct__parent_plus_disbursements,1077,1027,50,,,
direct_loans,2005-2006,loan_direct__subsidized_undergraduate_recipients,1077,1027,50,,,
direct_loans,2005-2006,loan_direct__subsidized_undergraduate_loans_originated_n,1077,1027,50,,,
direct_loans,2005-2006,loan_direct__subsidized_undergraduate_loans_originated_amt,1077,1027,50,,,
direct_loans,2005-2006,loan_direct__subsidized_undergraduate_disbursements_n,1077,1027,50,,,
direct_loans,2005-2006,loan_direct__subsidized_undergraduate_disbursements,1077,1027,50,,,
direct_loans,2005-2006,loan_direct__subsidized_graduate_recipients,1077,1027,50,,,
direct_loans,2005-2006,loan_direct__subsidized_graduate_loans_originated_n,1077,1027,50,,,
direct_loans,2005-2006,loan_direct__subsidized_graduate_loans_originated_amt,1077,1027,50,,,
direct_loans,2005-2006,loan_direct__subsidized_graduate_disbursements_n,1077,1027,50,,,
direct_loans,2005-2006,loan_direct__subsidized_graduate_disbursements,1077,1027,50,,,
direct_loans,2005-2006,loan_direct__unsubsidized_undergraduate_recipients,1077,1027,50,,,
direct_loans,2005-2006,loan_direct__unsubsidized_undergraduate_loans_originated_n,1077,1027,50,,,
direct_loans,2005-2006,loan_direct__unsubsidized_undergraduate_loans_originated_amt,1077,1027,50,,,
direct_loans,2005-2006,loan_direct__unsubsidized_undergraduate_disbursements_n,1077,1027,50,,,
direct_loans,2005-2006,loan_direct__unsubsidized_undergraduate_disbursements,1077,1027,50,,,
direct_loans,2005-2006,loan_direct__unsubsidized_graduate_recipients,1077,1027,50,,,
direct_loans,2005-2006,loan_direct__unsubsidized_graduate_loans_originated_n,1077,1027,50,,,
direct_loans,2005-2006,loan_direct__unsubsidized_graduate_loans_originated_amt,1077,1027,50,,,
direct_loans,2005-2006,loan_direct__unsubsidized_graduate_disbursements_n,1077,1027,50,,,
direct_loans,2005-2006,loan_direct__unsubsidized_graduate_disbursements,1077,1027,50,,,
direct_loans,2006-2007,loan_direct__subsidized_recipients,1086,1026,60,1292616,1207810,84806
direct_loans,2006-2007,loan_direct__subsidized_loans_originated_n,1086,1026,60,1443035,1348955,94080
direct_loans,2006-2007,loan_direct__subsidized_loans_originated_amt,1086,1026,60,5644213223.0,5262269590.0,381943633.0
direct_loans,2006-2007,loan_direct__subsidized_disbursements_n,1086,1026,60,2662559,2486103,176456
direct_loans,2006-2007,loan_direct__subsidized_disbursements,1086,1026,60,5253220803.0,4905031148.0,348189655.0
direct_loans,2006-2007,loan_direct__unsubsidized_recipients,1086,1026,60,909249,843110,66139
direct_loans,2006-2007,loan_direct__unsubsidized_loans_originated_n,1086,1026,60,1036272,962053,74219
direct_loans,2006-2007,loan_direct__unsubsidized_loans_originated_amt,1086,1026,60,4870711030.0,4515282800.0,355428230.0
direct_loans,2006-2007,loan_direct__unsubsidized_disbursements_n,1086,1026,60,1882359,1744748,137611
direct_loans,2006-2007,loan_direct__unsubsidized_disbursements,1086,1026,60,4491535855.0,4172419540.0,319116315.0
direct_loans,2006-2007,loan_direct__plus_recipients,1086,1026,60,,,
direct_loans,2006-2007,loan_direct__plus_loans_originated_n,1086,1026,60,,,
direct_loans,2006-2007,loan_direct__plus_loans_originated_amt,1086,1026,60,,,
direct_loans,2006-2007,loan_direct__plus_disbursements_n,1086,1026,60,,,
direct_loans,2006-2007,loan_direct__plus_disbursements,1086,1026,60,,,
direct_loans,2006-2007,loan_direct__grad_plus_recipients,1086,1026,60,17874,17179,695
direct_loans,2006-2007,loan_direct__grad_plus_loans_originated_n,1086,1026,60,22261,21453,808
direct_loans,2006-2007,loan_direct__grad_plus_loans_originated_amt,1086,1026,60,230343248.0,222943562.0,7399686.0
direct_loans,2006-2007,loan_direct__grad_plus_disbursements_n,1086,1026,60,37129,35771,1358
direct_loans,2006-2007,loan_direct__grad_plus_disbursements,1086,1026,60,218909708.0,211816393.0,7093315.0
direct_loans,2006-2007,loan_direct__parent_plus_recipients,1086,1026,60,193747,180882,12865
direct_loans,2006-2007,loan_direct__parent_plus_loans_originated_n,1086,1026,60,213585,199503,14082
direct_loans,2006-2007,loan_direct__parent_plus_loans_originated_amt,1086,1026,60,2152281718.0,1998034801.0,154246917.0
direct_loans,2006-2007,loan_direct__parent_plus_disbursements_n,1086,1026,60,411450,384179,27271
direct_loans,2006-2007,loan_direct__parent_plus_disbursements,1086,1026,60,2026344040.0,1881963946.0,144380094.0
direct_loans,2006-2007,loan_direct__subsidized_undergraduate_recipients,1086,1026,60,,,
direct_loans,2006-2007,loan_direct__subsidized_undergraduate_loans_originated_n,1086,1026,60,,,
