family,award_year,column,master_source_records,included_records,excluded_records,master_known_sum,included_known_sum,excluded_known_sum
direct_loans,2006-2007,loan_direct__subsidized_undergraduate_loans_originated_amt,1086,1026,60,,,
direct_loans,2006-2007,loan_direct__subsidized_undergraduate_disbursements_n,1086,1026,60,,,
direct_loans,2006-2007,loan_direct__subsidized_undergraduate_disbursements,1086,1026,60,,,
direct_loans,2006-2007,loan_direct__subsidized_graduate_recipients,1086,1026,60,,,
direct_loans,2006-2007,loan_direct__subsidized_graduate_loans_originated_n,1086,1026,60,,,
direct_loans,2006-2007,loan_direct__subsidized_graduate_loans_originated_amt,1086,1026,60,,,
direct_loans,2006-2007,loan_direct__subsidized_graduate_disbursements_n,1086,1026,60,,,
direct_loans,2006-2007,loan_direct__subsidized_graduate_disbursements,1086,1026,60,,,
direct_loans,2006-2007,loan_direct__unsubsidized_undergraduate_recipients,1086,1026,60,,,
direct_loans,2006-2007,loan_direct__unsubsidized_undergraduate_loans_originated_n,1086,1026,60,,,
direct_loans,2006-2007,loan_direct__unsubsidized_undergraduate_loans_originated_amt,1086,1026,60,,,
direct_loans,2006-2007,loan_direct__unsubsidized_undergraduate_disbursements_n,1086,1026,60,,,
direct_loans,2006-2007,loan_direct__unsubsidized_undergraduate_disbursements,1086,1026,60,,,
direct_loans,2006-2007,loan_direct__unsubsidized_graduate_recipients,1086,1026,60,,,
direct_loans,2006-2007,loan_direct__unsubsidized_graduate_loans_originated_n,1086,1026,60,,,
direct_loans,2006-2007,loan_direct__unsubsidized_graduate_loans_originated_amt,1086,1026,60,,,
direct_loans,2006-2007,loan_direct__unsubsidized_graduate_disbursements_n,1086,1026,60,,,
direct_loans,2006-2007,loan_direct__unsubsidized_graduate_disbursements,1086,1026,60,,,
direct_loans,2007-2008,loan_direct__subsidized_recipients,1381,1285,96,1350973,1258441,92532
direct_loans,2007-2008,loan_direct__subsidized_loans_originated_n,1381,1285,96,1505437,1403172,102265
direct_loans,2007-2008,loan_direct__subsidized_loans_originated_amt,1381,1285,96,6363380560.0,5922343407.0,441037153.0
direct_loans,2007-2008,loan_direct__subsidized_disbursements_n,1381,1285,96,2763140,2574641,188499
direct_loans,2007-2008,loan_direct__subsidized_disbursements,1381,1285,96,5925535490.0,5521748853.0,403786637.0
direct_loans,2007-2008,loan_direct__unsubsidized_recipients,1381,1285,96,949692,878112,71580
direct_loans,2007-2008,loan_direct__unsubsidized_loans_originated_n,1381,1285,96,1101387,1017744,83643
direct_loans,2007-2008,loan_direct__unsubsidized_loans_originated_amt,1381,1285,96,5509643585.0,5103355201.0,406288384.0
direct_loans,2007-2008,loan_direct__unsubsidized_disbursements_n,1381,1285,96,1988336,1835288,153048
direct_loans,2007-2008,loan_direct__unsubsidized_disbursements,1381,1285,96,5086970055.0,4718907798.0,368062257.0
direct_loans,2007-2008,loan_direct__plus_recipients,1381,1285,96,,,
direct_loans,2007-2008,loan_direct__plus_loans_originated_n,1381,1285,96,,,
direct_loans,2007-2008,loan_direct__plus_loans_originated_amt,1381,1285,96,,,
direct_loans,2007-2008,loan_direct__plus_disbursements_n,1381,1285,96,,,
direct_loans,2007-2008,loan_direct__plus_disbursements,1381,1285,96,,,
direct_loans,2007-2008,loan_direct__grad_plus_recipients,1381,1285,96,28273,27192,1081
direct_loans,2007-2008,loan_direct__grad_plus_loans_originated_n,1381,1285,96,36387,35091,1296
direct_loans,2007-2008,loan_direct__grad_plus_loans_originated_amt,1381,1285,96,396491509.0,383947478.0,12544031.0
direct_loans,2007-2008,loan_direct__grad_plus_disbursements_n,1381,1285,96,54915,53055,1860
direct_loans,2007-2008,loan_direct__grad_plus_disbursements,1381,1285,96,377789684.0,365843899.0,11945785.0
direct_loans,2007-2008,loan_direct__parent_plus_recipients,1381,1285,96,182020,169458,12562
direct_loans,2007-2008,loan_direct__parent_plus_loans_originated_n,1381,1285,96,200282,186536,13746
direct_loans,2007-2008,loan_direct__parent_plus_loans_originated_amt,1381,1285,96,2065804691.0,1913245688.0,152559003.0
direct_loans,2007-2008,loan_direct__parent_plus_disbursements_n,1381,1285,96,382194,356232,25962
direct_loans,2007-2008,loan_direct__parent_plus_disbursements,1381,1285,96,1950095334.0,1806627414.0,143467920.0
direct_loans,2007-2008,loan_direct__subsidized_undergraduate_recipients,1381,1285,96,,,
direct_loans,2007-2008,loan_direct__subsidized_undergraduate_loans_originated_n,1381,1285,96,,,
direct_loans,2007-2008,loan_direct__subsidized_undergraduate_loans_originated_amt,1381,1285,96,,,
direct_loans,2007-2008,loan_direct__subsidized_undergraduate_disbursements_n,1381,1285,96,,,
direct_loans,2007-2008,loan_direct__subsidized_undergraduate_disbursements,1381,1285,96,,,
direct_loans,2007-2008,loan_direct__subsidized_graduate_recipients,1381,1285,96,,,
direct_loans,2007-2008,loan_direct__subsidized_graduate_loans_originated_n,1381,1285,96,,,
direct_loans,2007-2008,loan_direct__subsidized_graduate_loans_originated_amt,1381,1285,96,,,
direct_loans,2007-2008,loan_direct__subsidized_graduate_disbursements_n,1381,1285,96,,,
direct_loans,2007-2008,loan_direct__subsidized_graduate_disbursements,1381,1285,96,,,
direct_loans,2007-2008,loan_direct__unsubsidized_undergraduate_recipients,1381,1285,96,,,
direct_loans,2007-2008,loan_direct__unsubsidized_undergraduate_loans_originated_n,1381,1285,96,,,
direct_loans,2007-2008,loan_direct__unsubsidized_undergraduate_loans_originated_amt,1381,1285,96,,,
direct_loans,2007-2008,loan_direct__unsubsidized_undergraduate_disbursements_n,1381,1285,96,,,
direct_loans,2007-2008,loan_direct__unsubsidized_undergraduate_disbursements,1381,1285,96,,,
direct_loans,2007-2008,loan_direct__unsubsidized_graduate_recipients,1381,1285,96,,,
direct_loans,2007-2008,loan_direct__unsubsidized_graduate_loans_originated_n,1381,1285,96,,,
direct_loans,2007-2008,loan_direct__unsubsidized_graduate_loans_originated_amt,1381,1285,96,,,
direct_loans,2007-2008,loan_direct__unsubsidized_graduate_disbursements_n,1381,1285,96,,,
direct_loans,2007-2008,loan_direct__unsubsidized_graduate_disbursements,1381,1285,96,,,
direct_loans,2008-2009,loan_direct__subsidized_recipients,2363,2172,191,1937402,1854295,83107
direct_loans,2008-2009,loan_direct__subsidized_loans_originated_n,2363,2172,191,2173131,2081296,91835
direct_loans,2008-2009,loan_direct__subsidized_loans_originated_amt,2363,2172,191,8949306601.0,8576597522.0,372709079.0
direct_loans,2008-2009,loan_direct__subsidized_disbursements_n,2363,2172,191,3969484,3797356,172128
direct_loans,2008-2009,loan_direct__subsidized_disbursements,2363,2172,191,8447473437.0,8098793955.0,348679482.0
direct_loans,2008-2009,loan_direct__unsubsidized_recipients,2363,2172,191,1808358,1732339,76019
direct_loans,2008-2009,loan_direct__unsubsidized_loans_originated_n,2363,2172,191,2208983,2118684,90299
direct_loans,2008-2009,loan_direct__unsubsidized_loans_originated_amt,2363,2172,191,10190539553.0,9769533196.0,421006357.0
direct_loans,2008-2009,loan_direct__unsubsidized_disbursements_n,2363,2172,191,4007787,3839604,168183
direct_loans,2008-2009,loan_direct__unsubsidized_disbursements,2363,2172,191,9543571921.0,9153312889.0,390259032.0
direct_loans,2008-2009,loan_direct__plus_recipients,2363,2172,191,,,
direct_loans,2008-2009,loan_direct__plus_loans_originated_n,2363,2172,191,,,
direct_loans,2008-2009,loan_direct__plus_loans_originated_amt,2363,2172,191,,,
direct_loans,2008-2009,loan_direct__plus_disbursements_n,2363,2172,191,,,
direct_loans,2008-2009,loan_direct__plus_disbursements,2363,2172,191,,,
direct_loans,2008-2009,loan_direct__grad_plus_recipients,2363,2172,191,54834,53088,1746
direct_loans,2008-2009,loan_direct__grad_plus_loans_originated_n,2363,2172,191,73493,71338,2155
direct_loans,2008-2009,loan_direct__grad_plus_loans_originated_amt,2363,2172,191,835687328.0,813886901.0,21800427.0
direct_loans,2008-2009,loan_direct__grad_plus_disbursements_n,2363,2172,191,108640,105355,3285
direct_loans,2008-2009,loan_direct__grad_plus_disbursements,2363,2172,191,808686324.0,787668465.0,21017859.0
direct_loans,2008-2009,loan_direct__parent_plus_recipients,2363,2172,191,246228,232732,13496
direct_loans,2008-2009,loan_direct__parent_plus_loans_originated_n,2363,2172,191,272993,258301,14692
direct_loans,2008-2009,loan_direct__parent_plus_loans_originated_amt,2363,2172,191,2845791110.0,2673201517.0,172589593.0
direct_loans,2008-2009,loan_direct__parent_plus_disbursements_n,2363,2172,191,509938,482194,27744
direct_loans,2008-2009,loan_direct__parent_plus_disbursements,2363,2172,191,2724801652.0,2560675745.0,164125907.0
direct_loans,2008-2009,loan_direct__subsidized_undergraduate_recipients,2363,2172,191,,,
direct_loans,2008-2009,loan_direct__subsidized_undergraduate_loans_originated_n,2363,2172,191,,,
direct_loans,2008-2009,loan_direct__subsidized_undergraduate_loans_originated_amt,2363,2172,191,,,
direct_loans,2008-2009,loan_direct__subsidized_undergraduate_disbursements_n,2363,2172,191,,,
direct_loans,2008-2009,loan_direct__subsidized_undergraduate_disbursements,2363,2172,191,,,
direct_loans,2008-2009,loan_direct__subsidized_graduate_recipients,2363,2172,191,,,
direct_loans,2008-2009,loan_direct__subsidized_graduate_loans_originated_n,2363,2172,191,,,
direct_loans,2008-2009,loan_direct__subsidized_graduate_loans_originated_amt,2363,2172,191,,,
direct_loans,2008-2009,loan_direct__subsidized_graduate_disbursements_n,2363,2172,191,,,
direct_loans,2008-2009,loan_direct__subsidized_graduate_disbursements,2363,2172,191,,,
direct_loans,2008-2009,loan_direct__unsubsidized_undergraduate_recipients,2363,2172,191,,,
direct_loans,2008-2009,loan_direct__unsubsidized_undergraduate_loans_originated_n,2363,2172,191,,,
direct_loans,2008-2009,loan_direct__unsubsidized_undergraduate_loans_originated_amt,2363,2172,191,,,
direct_loans,2008-2009,loan_direct__unsubsidized_undergraduate_disbursements_n,2363,2172,191,,,
direct_loans,2008-2009,loan_direct__unsubsidized_undergraduate_disbursements,2363,2172,191,,,
direct_loans,2008-2009,loan_direct__unsubsidized_graduate_recipients,2363,2172,191,,,
direct_loans,2008-2009,loan_direct__unsubsidized_graduate_loans_originated_n,2363,2172,191,,,
direct_loans,2008-2009,loan_direct__unsubsidized_graduate_loans_originated_amt,2363,2172,191,,,
direct_loans,2008-2009,loan_direct__unsubsidized_graduate_disbursements_n,2363,2172,191,,,
direct_loans,2008-2009,loan_direct__unsubsidized_graduate_disbursements,2363,2172,191,,,
direct_loans,2009-2010,loan_direct__subsidized_recipients,4260,3964,296,3917894,3510492,407402
direct_loans,2009-2010,loan_direct__subsidized_loans_originated_n,4260,3964,296,4375999,3931262,444737
direct_loans,2009-2010,loan_direct__subsidized_loans_originated_amt,4260,3964,296,16754839120.0,15120608354.0,1634230766.0
direct_loans,2009-2010,loan_direct__subsidized_disbursements_n,4260,3964,296,8141034,7319933,821101
direct_loans,2009-2010,loan_direct__subsidized_disbursements,4260,3964,296,16338270254.0,14747087205.0,1591183049.0
direct_loans,2009-2010,loan_direct__unsubsidized_recipients,4260,3964,296,3770892,3366168,404724
direct_loans,2009-2010,loan_direct__unsubsidized_loans_originated_n,4260,3964,296,4474375,3996926,477449
direct_loans,2009-2010,loan_direct__unsubsidized_loans_originated_amt,4260,3964,296,20249401567.0,18115462541.0,2133939026.0
direct_loans,2009-2010,loan_direct__unsubsidized_disbursements_n,4260,3964,296,8324111,7444558,879553
direct_loans,2009-2010,loan_direct__unsubsidized_disbursements,4260,3964,296,19617401511.0,17554243514.0,2063157997.0
direct_loans,2009-2010,loan_direct__plus_recipients,4260,3964,296,,,
direct_loans,2009-2010,loan_direct__plus_loans_originated_n,4260,3964,296,,,
direct_loans,2009-2010,loan_direct__plus_loans_originated_amt,4260,3964,296,,,
direct_loans,2009-2010,loan_direct__plus_disbursements_n,4260,3964,296,,,
direct_loans,2009-2010,loan_direct__plus_disbursements,4260,3964,296,,,
direct_loans,2009-2010,loan_direct__grad_plus_recipients,4260,3964,296,134057,124336,9721
direct_loans,2009-2010,loan_direct__grad_plus_loans_originated_n,4260,3964,296,175867,163954,11913
direct_loans,2009-2010,loan_direct__grad_plus_loans_originated_amt,4260,3964,296,2132416131.0,1993798569.0,138617562.0
direct_loans,2009-2010,loan_direct__grad_plus_disbursements_n,4260,3964,296,314701,293501,21200
direct_loans,2009-2010,loan_direct__grad_plus_disbursements,4260,3964,296,2111718195.0,1974484791.0,137233404.0
direct_loans,2009-2010,loan_direct__parent_plus_recipients,4260,3964,296,406199,374214,31985
direct_loans,2009-2010,loan_direct__parent_plus_loans_originated_n,4260,3964,296,455778,419739,36039
direct_loans,2009-2010,loan_direct__parent_plus_loans_originated_amt,4260,3964,296,4587340687.0,4244408327.0,342932360.0
direct_loans,2009-2010,loan_direct__parent_plus_disbursements_n,4260,3964,296,858048,788688,69360
direct_loans,2009-2010,loan_direct__parent_plus_disbursements,4260,3964,296,4514547887.0,4179497532.0,335050355.0
direct_loans,2009-2010,loan_direct__subsidized_undergraduate_recipients,4260,3964,296,,,
direct_loans,2009-2010,loan_direct__subsidized_undergraduate_loans_originated_n,4260,3964,296,,,
direct_loans,2009-2010,loan_direct__subsidized_undergraduate_loans_originated_amt,4260,3964,296,,,
direct_loans,2009-2010,loan_direct__subsidized_undergraduate_disbursements_n,4260,3964,296,,,
direct_loans,2009-2010,loan_direct__subsidized_undergraduate_disbursements,4260,3964,296,,,
direct_loans,2009-2010,loan_direct__subsidized_graduate_recipients,4260,3964,296,,,
direct_loans,2009-2010,loan_direct__subsidized_graduate_loans_originated_n,4260,3964,296,,,
direct_loans,2009-2010,loan_direct__subsidized_graduate_loans_originated_amt,4260,3964,296,,,
direct_loans,2009-2010,loan_direct__subsidized_graduate_disbursements_n,4260,3964,296,,,
direct_loans,2009-2010,loan_direct__subsidized_graduate_disbursements,4260,3964,296,,,
direct_loans,2009-2010,loan_direct__unsubsidized_undergraduate_recipients,4260,3964,296,,,
direct_loans,2009-2010,loan_direct__unsubsidized_undergraduate_loans_originated_n,4260,3964,296,,,
direct_loans,2009-2010,loan_direct__unsubsidized_undergraduate_loans_originated_amt,4260,3964,296,,,
direct_loans,2009-2010,loan_direct__unsubsidized_undergraduate_disbursements_n,4260,3964,296,,,
direct_loans,2009-2010,loan_direct__unsubsidized_undergraduate_disbursements,4260,3964,296,,,
direct_loans,2009-2010,loan_direct__unsubsidized_graduate_recipients,4260,3964,296,,,
direct_loans,2009-2010,loan_direct__unsubsidized_graduate_loans_originated_n,4260,3964,296,,,
direct_loans,2009-2010,loan_direct__unsubsidized_graduate_loans_originated_amt,4260,3964,296,,,
direct_loans,2009-2010,loan_direct__unsubsidized_graduate_disbursements_n,4260,3964,296,,,
direct_loans,2009-2010,loan_direct__unsubsidized_graduate_disbursements,4260,3964,296,,,
direct_loans,2010-2011,loan_direct__subsidized_recipients,5661,4964,697,,,
direct_loans,2010-2011,loan_direct__subsidized_loans_originated_n,5661,4964,697,,,
direct_loans,2010-2011,loan_direct__subsidized_loans_originated_amt,5661,4964,697,,,
direct_loans,2010-2011,loan_direct__subsidized_disbursements_n,5661,4964,697,,,
direct_loans,2010-2011,loan_direct__subsidized_disbursements,5661,4964,697,,,
direct_loans,2010-2011,loan_direct__unsubsidized_recipients,5661,4964,697,,,
direct_loans,2010-2011,loan_direct__unsubsidized_loans_originated_n,5661,4964,697,,,
direct_loans,2010-2011,loan_direct__unsubsidized_loans_originated_amt,5661,4964,697,,,
direct_loans,2010-2011,loan_direct__unsubsidized_disbursements_n,5661,4964,697,,,
direct_loans,2010-2011,loan_direct__unsubsidized_disbursements,5661,4964,697,,,
direct_loans,2010-2011,loan_direct__plus_recipients,5661,4964,697,,,
direct_loans,2010-2011,loan_direct__plus_loans_originated_n,5661,4964,697,,,
direct_loans,2010-2011,loan_direct__plus_loans_originated_amt,5661,4964,697,,,
direct_loans,2010-2011,loan_direct__plus_disbursements_n,5661,4964,697,,,
direct_loans,2010-2011,loan_direct__plus_disbursements,5661,4964,697,,,
direct_loans,2010-2011,loan_direct__grad_plus_recipients,5661,4964,697,347767,310650,37117
direct_loans,2010-2011,loan_direct__grad_plus_loans_originated_n,5661,4964,697,481744,431551,50193
direct_loans,2010-2011,loan_direct__grad_plus_loans_originated_amt,5661,4964,697,7019302180.0,6219178970.0,800123210.0
direct_loans,2010-2011,loan_direct__grad_plus_disbursements_n,5661,4964,697,875113,787946,87167
direct_loans,2010-2011,loan_direct__grad_plus_disbursements,5661,4964,697,6959275871.0,6165485686.0,793790185.0
direct_loans,2010-2011,loan_direct__parent_plus_recipients,5661,4964,697,888416,803883,84533
direct_loans,2010-2011,loan_direct__parent_plus_loans_originated_n,5661,4964,697,1016955,918114,98841
direct_loans,2010-2011,loan_direct__parent_plus_loans_originated_amt,5661,4964,697,10742947926.0,9747916041.0,995031885.0
direct_loans,2010-2011,loan_direct__parent_plus_disbursements_n,5661,4964,697,1920944,1722411,198533
direct_loans,2010-2011,loan_direct__parent_plus_disbursements,5661,4964,697,10591442356.0,9610717634.0,980724722.0
direct_loans,2010-2011,loan_direct__subsidized_undergraduate_recipients,5661,4964,697,7781239,6785871,995368
direct_loans,2010-2011,loan_direct__subsidized_undergraduate_loans_originated_n,5661,4964,697,8999591,7795264,1204327
direct_loans,2010-2011,loan_direct__subsidized_undergraduate_loans_originated_amt,5661,4964,697,29640350597.0,25798946672.0,3841403925.0
direct_loans,2010-2011,loan_direct__subsidized_undergraduate_disbursements_n,5661,4964,697,16736093,14419730,2316363
direct_loans,2010-2011,loan_direct__subsidized_undergraduate_disbursements,5661,4964,697,28944705193.0,25184741167.0,3759964026.0
direct_loans,2010-2011,loan_direct__subsidized_graduate_recipients,5661,4964,697,1500159,1289038,211121
direct_loans,2010-2011,loan_direct__subsidized_graduate_loans_originated_n,5661,4964,697,1810789,1553527,257262
direct_loans,2010-2011,loan_direct__subsidized_graduate_loans_originated_amt,5661,4964,697,11799124870.0,10111865931.0,1687258939.0
direct_loans,2010-2011,loan_direct__subsidized_graduate_disbursements_n,5661,4964,697,3418341,2910434,507907
direct_loans,2010-2011,loan_direct__subsidized_graduate_disbursements,5661,4964,697,11666746945.0,10013187308.0,1653559637.0
direct_loans,2010-2011,loan_direct__unsubsidized_undergraduate_recipients,5661,4964,697,7328892,6386151,942741
direct_loans,2010-2011,loan_direct__unsubsidized_undergraduate_loans_originated_n,5661,4964,697,8954283,7733369,1220914
direct_loans,2010-2011,loan_direct__unsubsidized_undergraduate_loans_originated_amt,5661,4964,697,31648464326.0,27044077764.0,4604386562.0
direct_loans,2010-2011,loan_direct__unsubsidized_undergraduate_disbursements_n,5661,4964,697,16723264,14368067,2355197
direct_loans,2010-2011,loan_direct__unsubsidized_undergraduate_disbursements,5661,4964,697,30688797732.0,26206905248.0,4481892484.0
direct_loans,2010-2011,loan_direct__unsubsidized_graduate_recipients,5661,4964,697,1360618,1166039,194579
direct_loans,2010-2011,loan_direct__unsubsidized_graduate_loans_originated_n,5661,4964,697,1762786,1508863,253923
direct_loans,2010-2011,loan_direct__unsubsidized_graduate_loans_originated_amt,5661,4964,697,16737439162.0,14525868824.0,2211570338.0
direct_loans,2010-2011,loan_direct__unsubsidized_graduate_disbursements_n,5661,4964,697,3305668,2805035,500633
direct_loans,2010-2011,loan_direct__unsubsidized_graduate_disbursements,5661,4964,697,16492549926.0,14333286692.0,2159263234.0
direct_loans,2011-2012,loan_direct__subsidized_recipients,5670,5135,535,,,
direct_loans,2011-2012,loan_direct__subsidized_loans_originated_n,5670,5135,535,,,
direct_loans,2011-2012,loan_direct__subsidized_loans_originated_amt,5670,5135,535,,,
direct_loans,2011-2012,loan_direct__subsidized_disbursements_n,5670,5135,535,,,
direct_loans,2011-2012,loan_direct__subsidized_disbursements,5670,5135,535,,,
direct_loans,2011-2012,loan_direct__unsubsidized_recipients,5670,5135,535,,,
direct_loans,2011-2012,loan_direct__unsubsidized_loans_originated_n,5670,5135,535,,,
direct_loans,2011-2012,loan_direct__unsubsidized_loans_originated_amt,5670,5135,535,,,
direct_loans,2011-2012,loan_direct__unsubsidized_disbursements_n,5670,5135,535,,,
direct_loans,2011-2012,loan_direct__unsubsidized_disbursements,5670,5135,535,,,
direct_loans,2011-2012,loan_direct__plus_recipients,5670,5135,535,,,
direct_loans,2011-2012,loan_direct__plus_loans_originated_n,5670,5135,535,,,
direct_loans,2011-2012,loan_direct__plus_loans_originated_amt,5670,5135,535,,,
direct_loans,2011-2012,loan_direct__plus_disbursements_n,5670,5135,535,,,
direct_loans,2011-2012,loan_direct__plus_disbursements,5670,5135,535,,,
direct_loans,2011-2012,loan_direct__grad_plus_recipients,5670,5135,535,355358,331337,24021
direct_loans,2011-2012,loan_direct__grad_plus_loans_originated_n,5670,5135,535,497083,464137,32946
direct_loans,2011-2012,loan_direct__grad_plus_loans_originated_amt,5670,5135,535,7556009903.0,6879512141.0,676497762.0
direct_loans,2011-2012,loan_direct__grad_plus_disbursements_n,5670,5135,535,898496,837816,60680
direct_loans,2011-2012,loan_direct__grad_plus_disbursements,5670,5135,535,7479408838.0,6808738078.0,670670760.0
direct_loans,2011-2012,loan_direct__parent_plus_recipients,5670,5135,535,869307,833747,35560
direct_loans,2011-2012,loan_direct__parent_plus_loans_originated_n,5670,5135,535,980449,939533,40916
direct_loans,2011-2012,loan_direct__parent_plus_loans_originated_amt,5670,5135,535,11266015024.0,10789054541.0,476960483.0
direct_loans,2011-2012,loan_direct__parent_plus_disbursements_n,5670,5135,535,1843421,1758268,85153
direct_loans,2011-2012,loan_direct__parent_plus_disbursements,5670,5135,535,11076472408.0,10607551292.0,468921116.0
direct_loans,2011-2012,loan_direct__subsidized_undergraduate_recipients,5670,5135,535,7843575,7541037,302538
direct_loans,2011-2012,loan_direct__subsidized_undergraduate_loans_originated_n,5670,5135,535,9007805,8635762,372043
direct_loans,2011-2012,loan_direct__subsidized_undergraduate_loans_originated_amt,5670,5135,535,29516231848.0,28343841378.0,1172390470.0
direct_loans,2011-2012,loan_direct__subsidized_undergraduate_disbursements_n,5670,5135,535,16580712,15826014,754698
direct_loans,2011-2012,loan_direct__subsidized_undergraduate_disbursements,5670,5135,535,28973143466.0,27817748595.0,1155394871.0
direct_loans,2011-2012,loan_direct__subsidized_graduate_recipients,5670,5135,535,1496110,1401052,95058
direct_loans,2011-2012,loan_direct__subsidized_graduate_loans_originated_n,5670,5135,535,1792336,1672754,119582
direct_loans,2011-2012,loan_direct__subsidized_graduate_loans_originated_amt,5670,5135,535,11735707238.0,10969094326.0,766612912.0
direct_loans,2011-2012,loan_direct__subsidized_graduate_disbursements_n,5670,5135,535,3375175,3121421,253754
direct_loans,2011-2012,loan_direct__subsidized_graduate_disbursements,5670,5135,535,11601375363.0,10858192170.0,743183193.0
direct_loans,2011-2012,loan_direct__unsubsidized_undergraduate_recipients,5670,5135,535,7341322,7041350,299972
direct_loans,2011-2012,loan_direct__unsubsidized_undergraduate_loans_originated_n,5670,5135,535,8855975,8484581,371394
direct_loans,2011-2012,loan_direct__unsubsidized_undergraduate_loans_originated_amt,5670,5135,535,31266270294.0,29824272921.0,1441997373.0
direct_loans,2011-2012,loan_direct__unsubsidized_undergraduate_disbursements_n,5670,5135,535,16339467,15585611,753856
direct_loans,2011-2012,loan_direct__unsubsidized_undergraduate_disbursements,5670,5135,535,30492581932.0,29077992855.0,1414589077.0
direct_loans,2011-2012,loan_direct__unsubsidized_graduate_recipients,5670,5135,535,1364704,1272753,91951
direct_loans,2011-2012,loan_direct__unsubsidized_graduate_loans_originated_n,5670,5135,535,1752034,1630774,121260
direct_loans,2011-2012,loan_direct__unsubsidized_graduate_loans_originated_amt,5670,5135,535,16709375542.0,15702140769.0,1007234773.0
direct_loans,2011-2012,loan_direct__unsubsidized_graduate_disbursements_n,5670,5135,535,3276370,3018149,258221
direct_loans,2011-2012,loan_direct__unsubsidized_graduate_disbursements,5670,5135,535,16464877431.0,15489734247.0,975143184.0
direct_loans,2012-2013,loan_direct__subsidized_recipients,5650,5141,509,7523116,7216975,306141
direct_loans,2012-2013,loan_direct__subsidized_loans_originated_n,5650,5141,509,8595446,8221798,373648
direct_loans,2012-2013,loan_direct__subsidized_loans_originated_amt,5650,5141,509,28352564795.0,27151833380.0,1200731415.0
direct_loans,2012-2013,loan_direct__subsidized_disbursements_n,5650,5141,509,15885147,15111830,773317
direct_loans,2012-2013,loan_direct__subsidized_disbursements,5650,5141,509,27800701695.0,26615938241.0,1184763454.0
direct_loans,2012-2013,loan_direct__unsubsidized_recipients,5650,5141,509,,,
direct_loans,2012-2013,loan_direct__unsubsidized_loans_originated_n,5650,5141,509,,,
direct_loans,2012-2013,loan_direct__unsubsidized_loans_originated_amt,5650,5141,509,,,
direct_loans,2012-2013,loan_direct__unsubsidized_disbursements_n,5650,5141,509,,,
direct_loans,2012-2013,loan_direct__unsubsidized_disbursements,5650,5141,509,,,
direct_loans,2012-2013,loan_direct__plus_recipients,5650,5141,509,,,
direct_loans,2012-2013,loan_direct__plus_loans_originated_n,5650,5141,509,,,
direct_loans,2012-2013,loan_direct__plus_loans_originated_amt,5650,5141,509,,,
direct_loans,2012-2013,loan_direct__plus_disbursements_n,5650,5141,509,,,
direct_loans,2012-2013,loan_direct__plus_disbursements,5650,5141,509,,,
direct_loans,2012-2013,loan_direct__grad_plus_recipients,5650,5141,509,347623,322828,24795
direct_loans,2012-2013,loan_direct__grad_plus_loans_originated_n,5650,5141,509,487827,454958,32869
direct_loans,2012-2013,loan_direct__grad_plus_loans_originated_amt,5650,5141,509,7698637360.0,6935384044.0,763253316.0
direct_loans,2012-2013,loan_direct__grad_plus_disbursements_n,5650,5141,509,872546,810890,61656
direct_loans,2012-2013,loan_direct__grad_plus_disbursements,5650,5141,509,7603795406.0,6848737707.0,755057699.0
direct_loans,2012-2013,loan_direct__parent_plus_recipients,5650,5141,509,706886,668806,38080
direct_loans,2012-2013,loan_direct__parent_plus_loans_originated_n,5650,5141,509,808887,763828,45059
direct_loans,2012-2013,loan_direct__parent_plus_loans_originated_amt,5650,5141,509,10021810038.0,9428806045.0,593003993.0
direct_loans,2012-2013,loan_direct__parent_plus_disbursements_n,5650,5141,509,1493943,1406837,87106
direct_loans,2012-2013,loan_direct__parent_plus_disbursements,5650,5141,509,9821170663.0,9238202130.0,582968533.0
direct_loans,2012-2013,loan_direct__subsidized_undergraduate_recipients,5650,5141,509,,,
direct_loans,2012-2013,loan_direct__subsidized_undergraduate_loans_originated_n,5650,5141,509,,,
direct_loans,2012-2013,loan_direct__subsidized_undergraduate_loans_originated_amt,5650,5141,509,,,
direct_loans,2012-2013,loan_direct__subsidized_undergraduate_disbursements_n,5650,5141,509,,,
direct_loans,2012-2013,loan_direct__subsidized_undergraduate_disbursements,5650,5141,509,,,
direct_loans,2012-2013,loan_direct__subsidized_graduate_recipients,5650,5141,509,,,
direct_loans,2012-2013,loan_direct__subsidized_graduate_loans_originated_n,5650,5141,509,,,
direct_loans,2012-2013,loan_direct__subsidized_graduate_loans_originated_amt,5650,5141,509,,,
direct_loans,2012-2013,loan_direct__subsidized_graduate_disbursements_n,5650,5141,509,,,
direct_loans,2012-2013,loan_direct__subsidized_graduate_disbursements,5650,5141,509,,,
direct_loans,2012-2013,loan_direct__unsubsidized_undergraduate_recipients,5650,5141,509,7042518,6732133,310385
direct_loans,2012-2013,loan_direct__unsubsidized_undergraduate_loans_originated_n,5650,5141,509,8476286,8093813,382473
direct_loans,2012-2013,loan_direct__unsubsidized_undergraduate_loans_originated_amt,5650,5141,509,30312440820.0,28842839014.0,1469601806.0
direct_loans,2012-2013,loan_direct__unsubsidized_undergraduate_disbursements_n,5650,5141,509,15674194,14880396,793798
direct_loans,2012-2013,loan_direct__unsubsidized_undergraduate_disbursements,5650,5141,509,29519016303.0,28079049030.0,1439967273.0
