family,award_year,record_disposition,record_origin,column,units,source_record_count,observed_amount_cells,unknown_amount_cells,known_source_dollar_sum
campus_based,2016-2017,included_unique_family_record,opeid_master,campus__fseog_disbursements,nominal_usd,3805,3805,0,935351798.0
campus_based,2017-2018,excluded_annual_identity_unresolved,opeid_master,campus__fws_disbursements,nominal_usd,42,42,0,44012197.0
campus_based,2017-2018,excluded_annual_identity_unresolved,opeid_master,campus__perkins_disbursements_amt,nominal_usd,42,42,0,27694871.0
campus_based,2017-2018,excluded_annual_identity_unresolved,opeid_master,campus__fseog_disbursements,nominal_usd,42,42,0,61608143.0
campus_based,2017-2018,included_unique_family_record,opeid_master,campus__fws_disbursements,nominal_usd,3636,3636,0,1055161697.0
campus_based,2017-2018,included_unique_family_record,opeid_master,campus__perkins_disbursements_amt,nominal_usd,3636,3636,0,602893144.0
campus_based,2017-2018,included_unique_family_record,opeid_master,campus__fseog_disbursements,nominal_usd,3636,3636,0,946037409.0
campus_based,2018-2019,excluded_annual_identity_unresolved,opeid_master,campus__fws_disbursements,nominal_usd,55,55,0,49079223.0
campus_based,2018-2019,excluded_annual_identity_unresolved,opeid_master,campus__perkins_disbursements_amt,nominal_usd,55,55,0,0.0
campus_based,2018-2019,excluded_annual_identity_unresolved,opeid_master,campus__fseog_disbursements,nominal_usd,55,55,0,62077699.0
campus_based,2018-2019,included_unique_family_record,opeid_master,campus__fws_disbursements,nominal_usd,3652,3642,10,1102394811.0
campus_based,2018-2019,included_unique_family_record,opeid_master,campus__perkins_disbursements_amt,nominal_usd,3652,3642,10,0.0
campus_based,2018-2019,included_unique_family_record,opeid_master,campus__fseog_disbursements,nominal_usd,3652,3642,10,1072587909.0
campus_based,2019-2020,excluded_annual_identity_unresolved,opeid_master,campus__fws_disbursements,nominal_usd,41,41,0,48767230.0
campus_based,2019-2020,excluded_annual_identity_unresolved,opeid_master,campus__perkins_disbursements_amt,nominal_usd,41,0,41,
campus_based,2019-2020,excluded_annual_identity_unresolved,opeid_master,campus__fseog_disbursements,nominal_usd,41,41,0,63656191.0
campus_based,2019-2020,included_unique_family_record,opeid_master,campus__fws_disbursements,nominal_usd,3566,3559,7,1077758851.0
campus_based,2019-2020,included_unique_family_record,opeid_master,campus__perkins_disbursements_amt,nominal_usd,3566,0,3566,
campus_based,2019-2020,included_unique_family_record,opeid_master,campus__fseog_disbursements,nominal_usd,3566,3559,7,1130606881.0
campus_based,2020-2021,excluded_annual_identity_unresolved,opeid_master,campus__fws_disbursements,nominal_usd,46,46,0,29849765.0
campus_based,2020-2021,excluded_annual_identity_unresolved,opeid_master,campus__perkins_disbursements_amt,nominal_usd,46,0,46,
campus_based,2020-2021,excluded_annual_identity_unresolved,opeid_master,campus__fseog_disbursements,nominal_usd,46,46,0,82843704.0
campus_based,2020-2021,included_unique_family_record,opeid_master,campus__fws_disbursements,nominal_usd,3543,3537,6,673448010.0
campus_based,2020-2021,included_unique_family_record,opeid_master,campus__perkins_disbursements_amt,nominal_usd,3543,0,3543,
campus_based,2020-2021,included_unique_family_record,opeid_master,campus__fseog_disbursements,nominal_usd,3543,3537,6,1368291891.0
campus_based,2021-2022,excluded_annual_identity_unresolved,opeid_master,campus__fws_disbursements,nominal_usd,44,43,1,34197810.0
campus_based,2021-2022,excluded_annual_identity_unresolved,opeid_master,campus__perkins_disbursements_amt,nominal_usd,44,0,44,
campus_based,2021-2022,excluded_annual_identity_unresolved,opeid_master,campus__fseog_disbursements,nominal_usd,44,44,0,78670675.0
campus_based,2021-2022,included_unique_family_record,opeid_master,campus__fws_disbursements,nominal_usd,3536,3206,330,819487626.0
campus_based,2021-2022,included_unique_family_record,opeid_master,campus__perkins_disbursements_amt,nominal_usd,3536,0,3536,
campus_based,2021-2022,included_unique_family_record,opeid_master,campus__fseog_disbursements,nominal_usd,3536,3484,52,1367611558.0
campus_based,2022-2023,excluded_annual_identity_unresolved,opeid_master,campus__fws_disbursements,nominal_usd,48,46,2,42506115.0
campus_based,2022-2023,excluded_annual_identity_unresolved,opeid_master,campus__perkins_disbursements_amt,nominal_usd,48,0,48,
campus_based,2022-2023,excluded_annual_identity_unresolved,opeid_master,campus__fseog_disbursements,nominal_usd,48,48,0,85994433.0
campus_based,2022-2023,included_unique_family_record,opeid_master,campus__fws_disbursements,nominal_usd,3503,3181,322,899600372.0
campus_based,2022-2023,included_unique_family_record,opeid_master,campus__perkins_disbursements_amt,nominal_usd,3503,0,3503,
campus_based,2022-2023,included_unique_family_record,opeid_master,campus__fseog_disbursements,nominal_usd,3503,3430,73,1308402604.0
campus_based,2023-2024,excluded_annual_identity_unresolved,opeid_master,campus__fws_disbursements,nominal_usd,39,38,1,41081577.0
campus_based,2023-2024,excluded_annual_identity_unresolved,opeid_master,campus__perkins_disbursements_amt,nominal_usd,39,0,39,
campus_based,2023-2024,excluded_annual_identity_unresolved,opeid_master,campus__fseog_disbursements,nominal_usd,39,39,0,69343106.0
campus_based,2023-2024,included_unique_family_record,opeid_master,campus__fws_disbursements,nominal_usd,3181,2877,304,910768150.0
campus_based,2023-2024,included_unique_family_record,opeid_master,campus__perkins_disbursements_amt,nominal_usd,3181,0,3181,
campus_based,2023-2024,included_unique_family_record,opeid_master,campus__fseog_disbursements,nominal_usd,3181,3078,103,1037023416.0
campus_based,2001-2002,quarantined_identity_unresolved,raw_source_quarantine,campus__fws_disbursements,nominal_usd,2,2,0,0
campus_based,2001-2002,quarantined_identity_unresolved,raw_source_quarantine,campus__perkins_disbursements_amt,nominal_usd,2,2,0,0
campus_based,2001-2002,quarantined_identity_unresolved,raw_source_quarantine,campus__fseog_disbursements,nominal_usd,2,2,0,0
campus_based,2002-2003,quarantined_identity_unresolved,raw_source_quarantine,campus__fws_disbursements,nominal_usd,2,2,0,0
campus_based,2002-2003,quarantined_identity_unresolved,raw_source_quarantine,campus__perkins_disbursements_amt,nominal_usd,2,2,0,0
campus_based,2002-2003,quarantined_identity_unresolved,raw_source_quarantine,campus__fseog_disbursements,nominal_usd,2,2,0,0
campus_based,2003-2004,quarantined_identity_unresolved,raw_source_quarantine,campus__fws_disbursements,nominal_usd,4,4,0,0
campus_based,2003-2004,quarantined_identity_unresolved,raw_source_quarantine,campus__perkins_disbursements_amt,nominal_usd,4,4,0,0
campus_based,2003-2004,quarantined_identity_unresolved,raw_source_quarantine,campus__fseog_disbursements,nominal_usd,4,4,0,0
campus_based,2004-2005,quarantined_identity_unresolved,raw_source_quarantine,campus__fws_disbursements,nominal_usd,6,6,0,0
campus_based,2004-2005,quarantined_identity_unresolved,raw_source_quarantine,campus__perkins_disbursements_amt,nominal_usd,6,6,0,0
campus_based,2004-2005,quarantined_identity_unresolved,raw_source_quarantine,campus__fseog_disbursements,nominal_usd,6,6,0,0
campus_based,2005-2006,quarantined_identity_unresolved,raw_source_quarantine,campus__fws_disbursements,nominal_usd,7,7,0,0
campus_based,2005-2006,quarantined_identity_unresolved,raw_source_quarantine,campus__perkins_disbursements_amt,nominal_usd,7,7,0,0
campus_based,2005-2006,quarantined_identity_unresolved,raw_source_quarantine,campus__fseog_disbursements,nominal_usd,7,7,0,0
direct_loans,1999-2000,excluded_annual_identity_unresolved,opeid_master,loan_direct__subsidized_loans_originated_amt,nominal_usd,46,46,0,127273224.0
direct_loans,1999-2000,excluded_annual_identity_unresolved,opeid_master,loan_direct__subsidized_disbursements,nominal_usd,46,46,0,120592599.0
direct_loans,1999-2000,excluded_annual_identity_unresolved,opeid_master,loan_direct__unsubsidized_loans_originated_amt,nominal_usd,46,46,0,56676171.0
direct_loans,1999-2000,excluded_annual_identity_unresolved,opeid_master,loan_direct__unsubsidized_disbursements,nominal_usd,46,46,0,53328797.0
direct_loans,1999-2000,excluded_annual_identity_unresolved,opeid_master,loan_direct__plus_loans_originated_amt,nominal_usd,46,46,0,9180515.0
direct_loans,1999-2000,excluded_annual_identity_unresolved,opeid_master,loan_direct__plus_disbursements,nominal_usd,46,46,0,8832678.0
direct_loans,1999-2000,excluded_annual_identity_unresolved,opeid_master,loan_direct__grad_plus_loans_originated_amt,nominal_usd,46,0,46,
direct_loans,1999-2000,excluded_annual_identity_unresolved,opeid_master,loan_direct__grad_plus_disbursements,nominal_usd,46,0,46,
direct_loans,1999-2000,excluded_annual_identity_unresolved,opeid_master,loan_direct__parent_plus_loans_originated_amt,nominal_usd,46,0,46,
direct_loans,1999-2000,excluded_annual_identity_unresolved,opeid_master,loan_direct__parent_plus_disbursements,nominal_usd,46,0,46,
direct_loans,1999-2000,excluded_annual_identity_unresolved,opeid_master,loan_direct__subsidized_undergraduate_loans_originated_amt,nominal_usd,46,0,46,
direct_loans,1999-2000,excluded_annual_identity_unresolved,opeid_master,loan_direct__subsidized_undergraduate_disbursements,nominal_usd,46,0,46,
direct_loans,1999-2000,excluded_annual_identity_unresolved,opeid_master,loan_direct__subsidized_graduate_loans_originated_amt,nominal_usd,46,0,46,
direct_loans,1999-2000,excluded_annual_identity_unresolved,opeid_master,loan_direct__subsidized_graduate_disbursements,nominal_usd,46,0,46,
direct_loans,1999-2000,excluded_annual_identity_unresolved,opeid_master,loan_direct__unsubsidized_undergraduate_loans_originated_amt,nominal_usd,46,0,46,
direct_loans,1999-2000,excluded_annual_identity_unresolved,opeid_master,loan_direct__unsubsidized_undergraduate_disbursements,nominal_usd,46,0,46,
direct_loans,1999-2000,excluded_annual_identity_unresolved,opeid_master,loan_direct__unsubsidized_graduate_loans_originated_amt,nominal_usd,46,0,46,
direct_loans,1999-2000,excluded_annual_identity_unresolved,opeid_master,loan_direct__unsubsidized_graduate_disbursements,nominal_usd,46,0,46,
direct_loans,1999-2000,included_unique_family_record,opeid_master,loan_direct__subsidized_loans_originated_amt,nominal_usd,1195,1195,0,5527604001.0
direct_loans,1999-2000,included_unique_family_record,opeid_master,loan_direct__subsidized_disbursements,nominal_usd,1195,1195,0,5218938596.0
direct_loans,1999-2000,included_unique_family_record,opeid_master,loan_direct__unsubsidized_loans_originated_amt,nominal_usd,1195,1195,0,3851997922.0
direct_loans,1999-2000,included_unique_family_record,opeid_master,loan_direct__unsubsidized_disbursements,nominal_usd,1195,1195,0,3622479601.0
direct_loans,1999-2000,included_unique_family_record,opeid_master,loan_direct__plus_loans_originated_amt,nominal_usd,1195,1195,0,1168186685.0
direct_loans,1999-2000,included_unique_family_record,opeid_master,loan_direct__plus_disbursements,nominal_usd,1195,1195,0,1116961630.0
direct_loans,1999-2000,included_unique_family_record,opeid_master,loan_direct__grad_plus_loans_originated_amt,nominal_usd,1195,0,1195,
direct_loans,1999-2000,included_unique_family_record,opeid_master,loan_direct__grad_plus_disbursements,nominal_usd,1195,0,1195,
direct_loans,1999-2000,included_unique_family_record,opeid_master,loan_direct__parent_plus_loans_originated_amt,nominal_usd,1195,0,1195,
direct_loans,1999-2000,included_unique_family_record,opeid_master,loan_direct__parent_plus_disbursements,nominal_usd,1195,0,1195,
direct_loans,1999-2000,included_unique_family_record,opeid_master,loan_direct__subsidized_undergraduate_loans_originated_amt,nominal_usd,1195,0,1195,
direct_loans,1999-2000,included_unique_family_record,opeid_master,loan_direct__subsidized_undergraduate_disbursements,nominal_usd,1195,0,1195,
direct_loans,1999-2000,included_unique_family_record,opeid_master,loan_direct__subsidized_graduate_loans_originated_amt,nominal_usd,1195,0,1195,
direct_loans,1999-2000,included_unique_family_record,opeid_master,loan_direct__subsidized_graduate_disbursements,nominal_usd,1195,0,1195,
direct_loans,1999-2000,included_unique_family_record,opeid_master,loan_direct__unsubsidized_undergraduate_loans_originated_amt,nominal_usd,1195,0,1195,
direct_loans,1999-2000,included_unique_family_record,opeid_master,loan_direct__unsubsidized_undergraduate_disbursements,nominal_usd,1195,0,1195,
direct_loans,1999-2000,included_unique_family_record,opeid_master,loan_direct__unsubsidized_graduate_loans_originated_amt,nominal_usd,1195,0,1195,
direct_loans,1999-2000,included_unique_family_record,opeid_master,loan_direct__unsubsidized_graduate_disbursements,nominal_usd,1195,0,1195,
direct_loans,2000-2001,excluded_annual_identity_unresolved,opeid_master,loan_direct__subsidized_loans_originated_amt,nominal_usd,59,59,0,422229146.0
direct_loans,2000-2001,excluded_annual_identity_unresolved,opeid_master,loan_direct__subsidized_disbursements,nominal_usd,59,59,0,397624470.0
direct_loans,2000-2001,excluded_annual_identity_unresolved,opeid_master,loan_direct__unsubsidized_loans_originated_amt,nominal_usd,59,59,0,262335365.0
direct_loans,2000-2001,excluded_annual_identity_unresolved,opeid_master,loan_direct__unsubsidized_disbursements,nominal_usd,59,59,0,245838008.0
direct_loans,2000-2001,excluded_annual_identity_unresolved,opeid_master,loan_direct__plus_loans_originated_amt,nominal_usd,59,59,0,63248150.0
direct_loans,2000-2001,excluded_annual_identity_unresolved,opeid_master,loan_direct__plus_disbursements,nominal_usd,59,59,0,59486190.0
direct_loans,2000-2001,excluded_annual_identity_unresolved,opeid_master,loan_direct__grad_plus_loans_originated_amt,nominal_usd,59,0,59,
direct_loans,2000-2001,excluded_annual_identity_unresolved,opeid_master,loan_direct__grad_plus_disbursements,nominal_usd,59,0,59,
direct_loans,2000-2001,excluded_annual_identity_unresolved,opeid_master,loan_direct__parent_plus_loans_originated_amt,nominal_usd,59,0,59,
direct_loans,2000-2001,excluded_annual_identity_unresolved,opeid_master,loan_direct__parent_plus_disbursements,nominal_usd,59,0,59,
direct_loans,2000-2001,excluded_annual_identity_unresolved,opeid_master,loan_direct__subsidized_undergraduate_loans_originated_amt,nominal_usd,59,0,59,
direct_loans,2000-2001,excluded_annual_identity_unresolved,opeid_master,loan_direct__subsidized_undergraduate_disbursements,nominal_usd,59,0,59,
direct_loans,2000-2001,excluded_annual_identity_unresolved,opeid_master,loan_direct__subsidized_graduate_loans_originated_amt,nominal_usd,59,0,59,
direct_loans,2000-2001,excluded_annual_identity_unresolved,opeid_master,loan_direct__subsidized_graduate_disbursements,nominal_usd,59,0,59,
direct_loans,2000-2001,excluded_annual_identity_unresolved,opeid_master,loan_direct__unsubsidized_undergraduate_loans_originated_amt,nominal_usd,59,0,59,
direct_loans,2000-2001,excluded_annual_identity_unresolved,opeid_master,loan_direct__unsubsidized_undergraduate_disbursements,nominal_usd,59,0,59,
direct_loans,2000-2001,excluded_annual_identity_unresolved,opeid_master,loan_direct__unsubsidized_graduate_loans_originated_amt,nominal_usd,59,0,59,
direct_loans,2000-2001,excluded_annual_identity_unresolved,opeid_master,loan_direct__unsubsidized_graduate_disbursements,nominal_usd,59,0,59,
direct_loans,2000-2001,included_unique_family_record,opeid_master,loan_direct__subsidized_loans_originated_amt,nominal_usd,1145,1145,0,4930259197.0
direct_loans,2000-2001,included_unique_family_record,opeid_master,loan_direct__subsidized_disbursements,nominal_usd,1145,1145,0,4653992159.0
direct_loans,2000-2001,included_unique_family_record,opeid_master,loan_direct__unsubsidized_loans_originated_amt,nominal_usd,1145,1145,0,3644579319.0
direct_loans,2000-2001,included_unique_family_record,opeid_master,loan_direct__unsubsidized_disbursements,nominal_usd,1145,1145,0,3419544483.0
direct_loans,2000-2001,included_unique_family_record,opeid_master,loan_direct__plus_loans_originated_amt,nominal_usd,1145,1145,0,1181501864.0
direct_loans,2000-2001,included_unique_family_record,opeid_master,loan_direct__plus_disbursements,nominal_usd,1145,1145,0,1121716121.0
direct_loans,2000-2001,included_unique_family_record,opeid_master,loan_direct__grad_plus_loans_originated_amt,nominal_usd,1145,0,1145,
direct_loans,2000-2001,included_unique_family_record,opeid_master,loan_direct__grad_plus_disbursements,nominal_usd,1145,0,1145,
direct_loans,2000-2001,included_unique_family_record,opeid_master,loan_direct__parent_plus_loans_originated_amt,nominal_usd,1145,0,1145,
direct_loans,2000-2001,included_unique_family_record,opeid_master,loan_direct__parent_plus_disbursements,nominal_usd,1145,0,1145,
direct_loans,2000-2001,included_unique_family_record,opeid_master,loan_direct__subsidized_undergraduate_loans_originated_amt,nominal_usd,1145,0,1145,
direct_loans,2000-2001,included_unique_family_record,opeid_master,loan_direct__subsidized_undergraduate_disbursements,nominal_usd,1145,0,1145,
direct_loans,2000-2001,included_unique_family_record,opeid_master,loan_direct__subsidized_graduate_loans_originated_amt,nominal_usd,1145,0,1145,
direct_loans,2000-2001,included_unique_family_record,opeid_master,loan_direct__subsidized_graduate_disbursements,nominal_usd,1145,0,1145,
direct_loans,2000-2001,included_unique_family_record,opeid_master,loan_direct__unsubsidized_undergraduate_loans_originated_amt,nominal_usd,1145,0,1145,
direct_loans,2000-2001,included_unique_family_record,opeid_master,loan_direct__unsubsidized_undergraduate_disbursements,nominal_usd,1145,0,1145,
direct_loans,2000-2001,included_unique_family_record,opeid_master,loan_direct__unsubsidized_graduate_loans_originated_amt,nominal_usd,1145,0,1145,
direct_loans,2000-2001,included_unique_family_record,opeid_master,loan_direct__unsubsidized_graduate_disbursements,nominal_usd,1145,0,1145,
direct_loans,2001-2002,excluded_annual_identity_unresolved,opeid_master,loan_direct__subsidized_loans_originated_amt,nominal_usd,46,46,0,461708324.0
direct_loans,2001-2002,excluded_annual_identity_unresolved,opeid_master,loan_direct__subsidized_disbursements,nominal_usd,46,46,0,437276516.0
direct_loans,2001-2002,excluded_annual_identity_unresolved,opeid_master,loan_direct__unsubsidized_loans_originated_amt,nominal_usd,46,46,0,296177254.0
direct_loans,2001-2002,excluded_annual_identity_unresolved,opeid_master,loan_direct__unsubsidized_disbursements,nominal_usd,46,46,0,280088877.0
direct_loans,2001-2002,excluded_annual_identity_unresolved,opeid_master,loan_direct__plus_loans_originated_amt,nominal_usd,46,46,0,71957455.0
direct_loans,2001-2002,excluded_annual_identity_unresolved,opeid_master,loan_direct__plus_disbursements,nominal_usd,46,46,0,68793310.0
direct_loans,2001-2002,excluded_annual_identity_unresolved,opeid_master,loan_direct__grad_plus_loans_originated_amt,nominal_usd,46,0,46,
direct_loans,2001-2002,excluded_annual_identity_unresolved,opeid_master,loan_direct__grad_plus_disbursements,nominal_usd,46,0,46,
direct_loans,2001-2002,excluded_annual_identity_unresolved,opeid_master,loan_direct__parent_plus_loans_originated_amt,nominal_usd,46,0,46,
direct_loans,2001-2002,excluded_annual_identity_unresolved,opeid_master,loan_direct__parent_plus_disbursements,nominal_usd,46,0,46,
direct_loans,2001-2002,excluded_annual_identity_unresolved,opeid_master,loan_direct__subsidized_undergraduate_loans_originated_amt,nominal_usd,46,0,46,
direct_loans,2001-2002,excluded_annual_identity_unresolved,opeid_master,loan_direct__subsidized_undergraduate_disbursements,nominal_usd,46,0,46,
direct_loans,2001-2002,excluded_annual_identity_unresolved,opeid_master,loan_direct__subsidized_graduate_loans_originated_amt,nominal_usd,46,0,46,
direct_loans,2001-2002,excluded_annual_identity_unresolved,opeid_master,loan_direct__subsidized_graduate_disbursements,nominal_usd,46,0,46,
direct_loans,2001-2002,excluded_annual_identity_unresolved,opeid_master,loan_direct__unsubsidized_undergraduate_loans_originated_amt,nominal_usd,46,0,46,
direct_loans,2001-2002,excluded_annual_identity_unresolved,opeid_master,loan_direct__unsubsidized_undergraduate_disbursements,nominal_usd,46,0,46,
direct_loans,2001-2002,excluded_annual_identity_unresolved,opeid_master,loan_direct__unsubsidized_graduate_loans_originated_amt,nominal_usd,46,0,46,
direct_loans,2001-2002,excluded_annual_identity_unresolved,opeid_master,loan_direct__unsubsidized_graduate_disbursements,nominal_usd,46,0,46,
direct_loans,2001-2002,included_unique_family_record,opeid_master,loan_direct__subsidized_loans_originated_amt,nominal_usd,1108,1108,0,4900900347.0
direct_loans,2001-2002,included_unique_family_record,opeid_master,loan_direct__subsidized_disbursements,nominal_usd,1108,1108,0,4710123629.0
direct_loans,2001-2002,included_unique_family_record,opeid_master,loan_direct__unsubsidized_loans_originated_amt,nominal_usd,1108,1108,0,3861528471.0
direct_loans,2001-2002,included_unique_family_record,opeid_master,loan_direct__unsubsidized_disbursements,nominal_usd,1108,1108,0,3684954075.0
direct_loans,2001-2002,included_unique_family_record,opeid_master,loan_direct__plus_loans_originated_amt,nominal_usd,1108,1108,0,1241928892.0
direct_loans,2001-2002,included_unique_family_record,opeid_master,loan_direct__plus_disbursements,nominal_usd,1108,1108,0,1199733314.0
direct_loans,2001-2002,included_unique_family_record,opeid_master,loan_direct__grad_plus_loans_originated_amt,nominal_usd,1108,0,1108,
direct_loans,2001-2002,included_unique_family_record,opeid_master,loan_direct__grad_plus_disbursements,nominal_usd,1108,0,1108,
direct_loans,2001-2002,included_unique_family_record,opeid_master,loan_direct__parent_plus_loans_originated_amt,nominal_usd,1108,0,1108,
direct_loans,2001-2002,included_unique_family_record,opeid_master,loan_direct__parent_plus_disbursements,nominal_usd,1108,0,1108,
direct_loans,2001-2002,included_unique_family_record,opeid_master,loan_direct__subsidized_undergraduate_loans_originated_amt,nominal_usd,1108,0,1108,
direct_loans,2001-2002,included_unique_family_record,opeid_master,loan_direct__subsidized_undergraduate_disbursements,nominal_usd,1108,0,1108,
direct_loans,2001-2002,included_unique_family_record,opeid_master,loan_direct__subsidized_graduate_loans_originated_amt,nominal_usd,1108,0,1108,
direct_loans,2001-2002,included_unique_family_record,opeid_master,loan_direct__subsidized_graduate_disbursements,nominal_usd,1108,0,1108,
direct_loans,2001-2002,included_unique_family_record,opeid_master,loan_direct__unsubsidized_undergraduate_loans_originated_amt,nominal_usd,1108,0,1108,
direct_loans,2001-2002,included_unique_family_record,opeid_master,loan_direct__unsubsidized_undergraduate_disbursements,nominal_usd,1108,0,1108,
direct_loans,2001-2002,included_unique_family_record,opeid_master,loan_direct__unsubsidized_graduate_loans_originated_amt,nominal_usd,1108,0,1108,
direct_loans,2001-2002,included_unique_family_record,opeid_master,loan_direct__unsubsidized_graduate_disbursements,nominal_usd,1108,0,1108,
direct_loans,2002-2003,excluded_annual_identity_unresolved,opeid_master,loan_direct__subsidized_loans_originated_amt,nominal_usd,34,34,0,364251298.0
direct_loans,2002-2003,excluded_annual_identity_unresolved,opeid_master,loan_direct__subsidized_disbursements,nominal_usd,34,34,0,338288095.0
direct_loans,2002-2003,excluded_annual_identity_unresolved,opeid_master,loan_direct__unsubsidized_loans_originated_amt,nominal_usd,34,34,0,246979889.0
direct_loans,2002-2003,excluded_annual_identity_unresolved,opeid_master,loan_direct__unsubsidized_disbursements,nominal_usd,34,34,0,227370432.0
direct_loans,2002-2003,excluded_annual_identity_unresolved,opeid_master,loan_direct__plus_loans_originated_amt,nominal_usd,34,34,0,79019618.0
direct_loans,2002-2003,excluded_annual_identity_unresolved,opeid_master,loan_direct__plus_disbursements,nominal_usd,34,34,0,74579813.0
direct_loans,2002-2003,excluded_annual_identity_unresolved,opeid_master,loan_direct__grad_plus_loans_originated_amt,nominal_usd,34,0,34,
direct_loans,2002-2003,excluded_annual_identity_unresolved,opeid_master,loan_direct__grad_plus_disbursements,nominal_usd,34,0,34,
direct_loans,2002-2003,excluded_annual_identity_unresolved,opeid_master,loan_direct__parent_plus_loans_originated_amt,nominal_usd,34,0,34,
direct_loans,2002-2003,excluded_annual_identity_unresolved,opeid_master,loan_direct__parent_plus_disbursements,nominal_usd,34,0,34,
direct_loans,2002-2003,excluded_annual_identity_unresolved,opeid_master,loan_direct__subsidized_undergraduate_loans_originated_amt,nominal_usd,34,0,34,
direct_loans,2002-2003,excluded_annual_identity_unresolved,opeid_master,loan_direct__subsidized_undergraduate_disbursements,nominal_usd,34,0,34,
direct_loans,2002-2003,excluded_annual_identity_unresolved,opeid_master,loan_direct__subsidized_graduate_loans_originated_amt,nominal_usd,34,0,34,
direct_loans,2002-2003,excluded_annual_identity_unresolved,opeid_master,loan_direct__subsidized_graduate_disbursements,nominal_usd,34,0,34,
direct_loans,2002-2003,excluded_annual_identity_unresolved,opeid_master,loan_direct__unsubsidized_undergraduate_loans_originated_amt,nominal_usd,34,0,34,
direct_loans,2002-2003,excluded_annual_identity_unresolved,opeid_master,loan_direct__unsubsidized_undergraduate_disbursements,nominal_usd,34,0,34,
direct_loans,2002-2003,excluded_annual_identity_unresolved,opeid_master,loan_direct__unsubsidized_graduate_loans_originated_amt,nominal_usd,34,0,34,
direct_loans,2002-2003,excluded_annual_identity_unresolved,opeid_master,loan_direct__unsubsidized_graduate_disbursements,nominal_usd,34,0,34,
direct_loans,2002-2003,included_unique_family_record,opeid_master,loan_direct__subsidized_loans_originated_amt,nominal_usd,1080,1080,0,5582343174.0
direct_loans,2002-2003,included_unique_family_record,opeid_master,loan_direct__subsidized_disbursements,nominal_usd,1080,1080,0,5205285473.0
direct_loans,2002-2003,included_unique_family_record,opeid_master,loan_direct__unsubsidized_loans_originated_amt,nominal_usd,1080,1080,0,4483915306.0
direct_loans,2002-2003,included_unique_family_record,opeid_master,loan_direct__unsubsidized_disbursements,nominal_usd,1080,1080,0,4138895763.0
direct_loans,2002-2003,included_unique_family_record,opeid_master,loan_direct__plus_loans_originated_amt,nominal_usd,1080,1080,0,1561086812.0
direct_loans,2002-2003,included_unique_family_record,opeid_master,loan_direct__plus_disbursements,nominal_usd,1080,1080,0,1470920450.0
direct_loans,2002-2003,included_unique_family_record,opeid_master,loan_direct__grad_plus_loans_originated_amt,nominal_usd,1080,0,1080,
direct_loans,2002-2003,included_unique_family_record,opeid_master,loan_direct__grad_plus_disbursements,nominal_usd,1080,0,1080,
direct_loans,2002-2003,included_unique_family_record,opeid_master,loan_direct__parent_plus_loans_originated_amt,nominal_usd,1080,0,1080,
direct_loans,2002-2003,included_unique_family_record,opeid_master,loan_direct__parent_plus_disbursements,nominal_usd,1080,0,1080,
direct_loans,2002-2003,included_unique_family_record,opeid_master,loan_direct__subsidized_undergraduate_loans_originated_amt,nominal_usd,1080,0,1080,
direct_loans,2002-2003,included_unique_family_record,opeid_master,loan_direct__subsidized_undergraduate_disbursements,nominal_usd,1080,0,1080,
direct_loans,2002-2003,included_unique_family_record,opeid_master,loan_direct__subsidized_graduate_loans_originated_amt,nominal_usd,1080,0,1080,
direct_loans,2002-2003,included_unique_family_record,opeid_master,loan_direct__subsidized_graduate_disbursements,nominal_usd,1080,0,1080,
direct_loans,2002-2003,included_unique_family_record,opeid_master,loan_direct__unsubsidized_undergraduate_loans_originated_amt,nominal_usd,1080,0,1080,
direct_loans,2002-2003,included_unique_family_record,opeid_master,loan_direct__unsubsidized_undergraduate_disbursements,nominal_usd,1080,0,1080,
direct_loans,2002-2003,included_unique_family_record,opeid_master,loan_direct__unsubsidized_graduate_loans_originated_amt,nominal_usd,1080,0,1080,
direct_loans,2002-2003,included_unique_family_record,opeid_master,loan_direct__unsubsidized_graduate_disbursements,nominal_usd,1080,0,1080,
direct_loans,2003-2004,excluded_annual_identity_unresolved,opeid_master,loan_direct__subsidized_loans_originated_amt,nominal_usd,44,44,0,378718045.0
direct_loans,2003-2004,excluded_annual_identity_unresolved,opeid_master,loan_direct__subsidized_disbursements,nominal_usd,44,44,0,351797495.0
direct_loans,2003-2004,excluded_annual_identity_unresolved,opeid_master,loan_direct__unsubsidized_loans_originated_amt,nominal_usd,44,44,0,267133253.0
direct_loans,2003-2004,excluded_annual_identity_unresolved,opeid_master,loan_direct__unsubsidized_disbursements,nominal_usd,44,44,0,245519916.0
direct_loans,2003-2004,excluded_annual_identity_unresolved,opeid_master,loan_direct__plus_loans_originated_amt,nominal_usd,44,44,0,111259436.0
direct_loans,2003-2004,excluded_annual_identity_unresolved,opeid_master,loan_direct__plus_disbursements,nominal_usd,44,44,0,105427488.0
direct_loans,2003-2004,excluded_annual_identity_unresolved,opeid_master,loan_direct__grad_plus_loans_originated_amt,nominal_usd,44,0,44,
direct_loans,2003-2004,excluded_annual_identity_unresolved,opeid_master,loan_direct__grad_plus_disbursements,nominal_usd,44,0,44,
direct_loans,2003-2004,excluded_annual_identity_unresolved,opeid_master,loan_direct__parent_plus_loans_originated_amt,nominal_usd,44,0,44,
