year,kind,vintage_status,dictionary_filename,source_url,sha256,member,path,total_variables,reviewed_variables,opeid_present,opeflag_present,act_present,cyactive_present,sector_present,parent_child_fields_json,introduction
2018,HD,selected_review_vintage,HD2018_Dict.zip,https://nces.ed.gov/ipeds/datacenter/data/HD2018_Dict.zip,ebbe6873fbef78fd744adc935514af5d7cdfbf0d225bcc4ea1b5b982df53ac54,hd2018.xlsx,ResearchBuild/IPEDS/annual_documentation/HD2018_Dict.zip,73,14,True,True,True,True,True,[],"File Documentation for the IPEDS Directory, 2018-19
(Provisional release 2)

Filename | HD2018
  Release 1 | October 2019
  Release 2 | Novermber 2019

Overview | This file contains directory information for every institution in the 2017 IPEDS universe.  Includes name, address, city, state, zip code and various URL links to the institution's home page, admissions, financial aid offices and  the net price calculator.  Identifies institutions as currently active, institutions that participate in Title IV federal financial aid programs for which IPEDS is mandatory.  It also includes variables derived from the 2018-19 Institutional Characteristics survey, such as control and level of institution, highest level and highest degree offered and Carnegie classifications. 

Release 2 includes the automatic comparison group and custom group identification variables for the 2019 IPEDS Data Feedback reports. 
Note: | Preliminary release data have been edited but are subject to further NCES quality control procedures. Imputed data for nonresponding institutions are not included. These data are used for First Look (Preliminary Data) publications. Provisional release data have undergone all NCES data quality control procedures. Data are imputed for nonresponding institutions. These data are used for First Look (Provisional Data) publications. Final release data include revisions to the provisional release data that have been made by institutions during the subsequent data collection year. The final release data can be used when the most up to date data are required; however, these data may not match tables from the First Look reports based on preliminary and provisional data. 

Contents of spreadsheet

Varlist | Variable list: Lists all variables in the table. Includes the variable name, variable label and the Data type, format and maximum field width of each variable.  The data type describes a variable as either a numeric (N) or Alphanumeric (A) and the format of a variable defines a variable as either continuous (Cont) or categorical (Disc).
Description | Long description or glossary definition of a variable. 
Frequencies | This worksheet contains the code values for of all categorical variables in the data file. It also lists the frequency and percent distribution for each code value by variable."
2019,FLAGS,selected_review_vintage,FLAGS2019_Dict.zip,https://nces.ed.gov/ipeds/datacenter/data/FLAGS2019_Dict.zip,33ecf5426fd1cb60e380cb3528c2d4ac4e03058b1406fb55345bf7b173e48864,flags2019.xlsx,ResearchBuild/IPEDS/annual_documentation/FLAGS2019_Dict.zip,107,25,False,False,False,False,False,"[""PRCH_C"", ""IDX_C"", ""PRCH_E12"", ""IDX_E12"", ""PRCH_SFA"", ""IDX_SFA"", ""PRCH_GR"", ""IDX_GR"", ""PRCH_GR2"", ""IDX_GR2"", ""PRCH_OM"", ""IDX_OM"", ""PRCH_ADM"", ""IDX_ADM"", ""PRCH_HR"", ""IDX_HR"", ""PRCH_EF"", ""IDX_EF"", ""PRCH_F"", ""IDX_F"", ""PRCHTP_F"", ""PRCH_AL"", ""IDX_AL""]","File Documentation for the IPEDS response status data for the fall survey components, 2019-20
(Revised release 3 )
Filename | FLAGS2019
  Provisional release 1 | July 2020
  Provisional release 2 | September 2020
  Provisional release 3 | February 2021
  Revised release 1 | July 2021
  Revised release 2 | October 2021
  Revised release 3 | November 2021

Overview | This file contains response status information for the fall survey components for every institution in the 2019-20 IPEDS universe. This file will determine institutions that have responded; institutions that did not respond and have imputed data; and survey applicability.  It will also identify institutions whose data represents multiple campuses (parent/child reporting).  

Provisional release 1 included information for the fall survey components:   Institutional Characteristic 2019-20,  Completions 2018-19 and  12-month Enrollment and Instructional Activity 2018-19

Provisional release 2 added information from the winter survey components: Admissions Fall 2019, Graduation Rates 150, Graduation Rates 200 and Outcome Measures, Status date: August 31, 2019 and Student Financial Aid 2018-19

Provisional release 3 adds information from the spring survey components: Fall enrollment 2019-20, Human Resources 2019-20, Finance and Academic Libraries Fiscal Year 2019

Revised release 1 identifies institutions that submitted revisions for Institutional Characteristics (Special learning opportunities, selected services, information on Veterans and service members and Undergraduate Disabilities)  2019-20 and/or the Completions and 12-month enrollment 2018-19 components.

Revised release 2 identifies institutions that submitted revisions for the winter survey components: Admissions Fall 2019, Graduation Rates 150, Graduation Rates 200 and Outcome Measures, Status date: August 31, 2019 and Student Financial Aid 2018-19

Revised release 3 identifies institutions that submitted revisions for the spring survey components:  Fall enrollment 2019-20, Human Resources 2019-20, Finance and Academic Libraries Fiscal Year 2019


Note | Provisional release data have undergone all NCES data quality control procedures. Data are imputed for nonresponding institutions. These data are used for First Look (Provisional Data) Web tables. Final release data include revisions to the provisional release data that have been made by institutions during the subsequent data collection year. The final release data can be used when the most up to date data are required; however, these data may not match First Look Web tables based on provisional data. 

Contents of spreadsheet

Varlist | Variable list: Lists all variables in the table. Includes the variable name, variable label and the Data type, format and maximum field width of each variable.  The data type describes a variable as either a numeric (N) or Alphanumeric (A) and the format of a variable defines a variable as either continuous (Cont) or categorical (Disc).
Description | Long description or glossary definition of a variable. 
Frequencies | This worksheet contains the code values for of all categorical variables in the data file. It also lists the frequency and percent distribution for each code value by variable.
Statistics | This worksheet lists the sum, mean, minimum and maximum values of all continuous variables in the data file. "
2019,HD,selected_review_vintage,HD2019_Dict.zip,https://nces.ed.gov/ipeds/datacenter/data/HD2019_Dict.zip,3200e733eed31ba315950c03cb68ff899d1418b5e182dcbca1a1b1d92893ccd7,hd2019.xlsx,ResearchBuild/IPEDS/annual_documentation/HD2019_Dict.zip,73,14,True,True,True,True,True,[],"File Documentation for the IPEDS Directory, 2019-20
(Provisional  release 3)

Filename | HD2019
  Release 1 | July 2020
  Release 2 | September 2020
  Release 3 | February 2021

Overview | This file contains directory information for every institution in the 2019 IPEDS universe.  Includes name, address, city, state, zip code and various URL links to the institution's home page, admissions, financial aid offices and  the net price calculator.  Identifies institutions as currently active, institutions that participate in Title IV federal financial aid programs for which IPEDS is mandatory.  It also includes variables derived from the 2019-20 Institutional Characteristics survey, such as control and level of institution, highest level and highest degree offered and Carnegie classifications. 

Release 2 includes the automatic comparison group and custom group identification variables for the 2020 IPEDS Data Feedback reports. 

Release 3 includes updates to the hospital and institution size indicators based on data collected in the IPEDS spring 2020 collection.  Updates were made to the list of Historically Black Colleges and Universities, Tribal Colleges, and Land-Grant Universities.


Contents of spreadsheet

Varlist | Variable list: Lists all variables in the table. Includes the variable name, variable label and the Data type, format and maximum field width of each variable.  The data type describes a variable as either a numeric (N) or Alphanumeric (A) and the format of a variable defines a variable as either continuous (Cont) or categorical (Disc).
Description | Long description or glossary definition of a variable. 
Frequencies | This worksheet contains the code values for of all categorical variables in the data file. It also lists the frequency and percent distribution for each code value by variable."
2020,FLAGS,selected_review_vintage,FLAGS2020_Dict.zip,https://nces.ed.gov/ipeds/datacenter/data/FLAGS2020_Dict.zip,6845d2e2ce59a7c034e0b6ab5299bc4bdc073353fe25c2b4056ca4a4e1e16957,flags2020.xlsx,ResearchBuild/IPEDS/annual_documentation/FLAGS2020_Dict.zip,111,25,False,False,False,False,False,"[""PRCH_C"", ""IDX_C"", ""PRCH_E12"", ""IDX_E12"", ""PRCH_SFA"", ""IDX_SFA"", ""PRCH_GR"", ""IDX_GR"", ""PRCH_GR2"", ""IDX_GR2"", ""PRCH_OM"", ""IDX_OM"", ""PRCH_ADM"", ""IDX_ADM"", ""PRCH_HR"", ""IDX_HR"", ""PRCH_EF"", ""IDX_EF"", ""PRCH_F"", ""IDX_F"", ""PRCHTP_F"", ""PRCH_AL"", ""IDX_AL""]","File Documentation for the IPEDS response status data for the fall, winter and spring survey components, 2020-21
(Revised release 3 )

Filename | FLAGS2020
  Provisional release 1: | July 2021
  Preliminary release 2: | August 2021
  Provisional release 3: | October  2021
  Provisional release 4: | November 2021
  Revised release 1: | August 2022
  Revised release 2: | October 2022
  Revised release 3: | November 2022

Overview | This file contains response status information for every institution in the 2020-21 IPEDS universe. This file will determine institutions that have responded; institutions that did not respond and have imputed data; and survey applicability.  It will also identify institutions whose data represents multiple campuses (parent/child reporting).  

Provisional release 1 included information from the provisional release for the fall survey components:   Institutional Characteristics 2020-21, Completions and 12-month enrollment 2019-20.
Preliminary release 2 updated release 1 with the preliminary release of  the spring survey components: Fall enrollment 2020-21, Human Resources 2020-21, Finance and Academic Libraries Fiscal Year 2020. 
Provisional release 3 updated release 2 with the provisional release of the winter survey components: Admissions Fall 2020, Graduation Rates 150, Graduation Rates 200 and Outcome Measures, Status date: August 31, 2020 and Student Financial Aid 2019-20. 
Provisional release 4 updated release 2  response status information from the preliminary release to the provisional release of  the spring survey components: Fall enrollment 2020-21, Human Resources 2020-21, Finance and Academic Libraries Fiscal Year 2020. 

Revised release 1 identifies institutions that submitted revisions for Institutional Characteristics (Special learning opportunities, selected services, information on Veterans and service members and Undergraduate Disabilities)  2020-21 and/or the Completions and 12-month enrollment 2019-20 components.
Revised release 2 identifies institutions that submitted revisions for the winter survey components: Admissions Fall 2020, Graduation Rates 150, Graduation Rates 200 and Outcome Measures, Status date: August 31, 2020 and Student Financial Aid 2019-20
Revised release 3 identifies institutions that submitted revisions for the spring survey components: Fall enrollment 2020-21, Human Resources 2020-21, Finance and Academic Libraries Fiscal Year 2020.

Note | Preliminary release data have been edited but are subject to further NCES quality control procedures. Imputed data for nonresponding institutions are not included. These data are used for First Look (Preliminary Data) Web Tables. Provisional release data have undergone all NCES data quality control procedures. Data are imputed for nonresponding institutions. These data are used for First Look (Provisional Data) Web tables. Final release data include revisions to the provisional release data that have been made by institutions during the subsequent data collection year. The final release data can be used when the most up to date data are required; however, these data may not match First Look Web tables based on provisional data. 

Contents of spreadsheet

Varlist | Variable list: Lists all variables in the table. Includes the variable name, variable label and the Data type, format and maximum field width of each variable.  The data type describes a variable as either a numeric (N) or Alphanumeric (A) and the format of a variable defines a variable as either continuous (Cont) or categorical (Disc).
Description | Long description or glossary definition of a variable. 
Frequencies | This worksheet contains the code values for of all categorical variables in the data file. It also lists the frequency and percent distribution for each code value by variable.
Statistics | This worksheet lists the sum, mean, minimum and maximum values of all continuous variables in the data file. "
2020,HD,selected_review_vintage,HD2020_Dict.zip,https://nces.ed.gov/ipeds/datacenter/data/HD2020_Dict.zip,8e043194fe0e3f8874217b92c20e359572796dad67caaed857ad1ef3d2c88906,hd2020.xlsx,ResearchBuild/IPEDS/annual_documentation/HD2020_Dict.zip,73,14,True,True,True,True,True,[],"File Documentation for the IPEDS Directory, 2020-21
(Provisional  release 3)

Filename | HD2020
   Release 1: | July 2021
   Release 2: | October 2021
   Release 3: | November 2021
Overview | This file contains directory information for every institution in the 2020-21 IPEDS universe.  Includes name, address, city, state, zip code and various URL links to the institution's home page, admissions, financial aid offices and  the net price calculator.  Identifies institutions as currently active, institutions that participate in Title IV federal financial aid programs for which IPEDS is mandatory.  It also includes variables derived from the 2020-21 Institutional Characteristics survey, such as control and level of institution, highest level and highest degree offered and Carnegie classifications. 

Release 2 includes the automatic comparison group and custom group identification variables for the 2021 IPEDS Data Feedback reports; updates to the hospital and institution size indicators based on data collected in the IPEDS spring 2021 collection; updates to directory information, such as institution name and URL links. (These changes were very minimal after the first release).

Release 3 includes corrections to the institution name for 4 institutions and an update to the variable description for the Medical variable.


Contents of spreadsheet

Varlist | Variable list: Lists all variables in the table. Includes the variable name, variable label and the Data type, format and maximum field width of each variable.  The data type describes a variable as either a numeric (N) or Alphanumeric (A) and the format of a variable defines a variable as either continuous (Cont) or categorical (Disc).
Description | Long description or glossary definition of a variable. 
Frequencies | This worksheet contains the code values for of all categorical variables in the data file. It also lists the frequency and percent distribution for each code value by variable."
2021,FLAGS,selected_review_vintage,FLAGS2021_Dict.zip,https://nces.ed.gov/ipeds/datacenter/data/FLAGS2021_Dict.zip,dbc89b5bbb517447cae5d2f869262b0d1daae3c9e4e4f815471c879c2e1dbc9d,flags2021.xlsx,ResearchBuild/IPEDS/annual_documentation/FLAGS2021_Dict.zip,111,25,False,False,False,False,False,"[""PRCH_C"", ""IDX_C"", ""PRCH_E12"", ""IDX_E12"", ""PRCH_SFA"", ""IDX_SFA"", ""PRCH_GR"", ""IDX_GR"", ""PRCH_GR2"", ""IDX_GR2"", ""PRCH_OM"", ""IDX_OM"", ""PRCH_ADM"", ""IDX_ADM"", ""PRCH_HR"", ""IDX_HR"", ""PRCH_EF"", ""IDX_EF"", ""PRCH_F"", ""IDX_F"", ""PRCHTP_F"", ""PRCH_AL"", ""IDX_AL""]","File Documentation for the IPEDS response status data for all survey components, 2021-22
(Revised release 3 )

Filename | FLAGS2021
  Provisional release 1: | August 2022
  Provisional release 2: | October 2022
  Provisional release 3: | December 2022
  Revised release 1: | August 2023
  Revised release 2: | November 2023
  Revised release 3: | December 2023

Overview | This file contains response status information for every institution in the 2021-22 IPEDS universe. This file will determine institutions that have responded; institutions that did not respond and have imputed data; and survey applicability.  It will also identify institutions whose data represents multiple campuses (parent/child reporting).  

Provisional release 1 includes information from the provisional release for the fall survey components:   Institutional Characteristics 2021-22, Completions and 12-month enrollment 2020-21.
Provisional release 2 updates release 1 with the provisional release of the winter survey components: Admissions Fall 2021, Graduation Rates 150, Graduation Rates 200 and Outcome Measures, Status date: August 31, 2021 and Student Financial Aid 2020-21.
Provisional release 3 updates release 2  with the provisional release of  the spring survey components: Fall enrollment 2021-22, Human Resources 2021-22, Finance and Academic Libraries Fiscal year 2021. 
Revised release 1 identifies institutions that submitted revisions for Institutional Characteristics (Special learning opportunities, selected services, information on Veterans and service members and Undergraduate Disabilities)  2021-22 and/or the Completions and 12-month enrollment 2020-21 components.
Revised release 2 identifies institutions that submitted revisions for Admissions Fall 2021, Graduation Rates 150, Graduation Rates 200 and Outcome Measures, Status date: August 31, 2021 and Student Financial Aid 2020-21.
Revised release 3 identifies institutions that submitted revisions for Fall enrollment 2021-22, Human Resources 2021-22, Finance and Academic Libraries Fiscal year 2021. 



Note | Provisional release data have undergone all NCES data quality control procedures. Data are imputed for nonresponding institutions. These data are used for First Look (Provisional Data) Web tables. Final release data include revisions to the provisional release data that have been made by institutions during the subsequent data collection year. The final release data can be used when the most up to date data are required; however, these data may not match First Look Web tables based on provisional data. 

Contents of spreadsheet

Varlist | Variable list: Lists all variables in the table. Includes the variable name, variable label and the Data type, format and maximum field width of each variable.  The data type describes a variable as either a numeric (N) or Alphanumeric (A) and the format of a variable defines a variable as either continuous (Cont) or categorical (Disc).
Description | Long description or glossary definition of a variable. 
Frequencies | This worksheet contains the code values for of all categorical variables in the data file. It also lists the frequency and percent distribution for each code value by variable.
Statistics | This worksheet lists the sum, mean, minimum and maximum values of all continuous variables in the data file. "
2021,HD,selected_review_vintage,HD2021_Dict.zip,https://nces.ed.gov/ipeds/datacenter/data/HD2021_Dict.zip,ccb3ce2e5b80dcbbc74de38d668384dd4ae6c1df01914a1993002886b6809676,hd2021.xlsx,ResearchBuild/IPEDS/annual_documentation/HD2021_Dict.zip,74,14,True,True,True,True,True,[],"File Documentation for the IPEDS Directory, 2021-22
(Release 2)

Filename | HD2021

Overview | This file contains directory information for every institution in the 2021-22 IPEDS universe.  Includes name, address, city, state, zip code and various URL links to the institution's home page, admissions, financial aid offices and  the net price calculator.  Identifies institutions as currently active, institutions that participate in Title IV federal financial aid programs for which IPEDS is mandatory.  It also includes variables derived from the 2021-22 Institutional Characteristics survey, such as control and level of institution, highest level and highest degree offered and Carnegie classifications. 

Release 2 include the automatic comparison group and custom group identification variables for the 2022 IPEDS Data Feedback reports; updates to the hospital and institution size indicators based on data collected in the IPEDS spring 2022 collection;


Contents of spreadsheet

Varlist | Variable list: Lists all variables in the table. Includes the variable name, variable label and the Data type, format and maximum field width of each variable.  The data type describes a variable as either a numeric (N) or Alphanumeric (A) and the format of a variable defines a variable as either continuous (Cont) or categorical (Disc).
Description | Long description or glossary definition of a variable. 
Frequencies | This worksheet contains the code values for of all categorical variables in the data file. It also lists the frequency and percent distribution for each code value by variable."
2022,FLAGS,selected_review_vintage,FLAGS2022_Dict.zip,https://nces.ed.gov/ipeds/datacenter/data/FLAGS2022_Dict.zip,ddcb16beeead9f996a2cbf14ac4e37b2843d51dcfe3e76de1bd7a4a37898df21,flags2022.xlsx,ResearchBuild/IPEDS/annual_documentation/FLAGS2022_Dict.zip,114,25,False,False,False,False,False,"[""PRCH_C"", ""IDX_C"", ""PRCH_E12"", ""IDX_E12"", ""PRCH_SFA"", ""IDX_SFA"", ""PRCH_GR"", ""IDX_GR"", ""PRCH_GR2"", ""IDX_GR2"", ""PRCH_OM"", ""IDX_OM"", ""PRCH_ADM"", ""IDX_ADM"", ""PRCH_HR"", ""IDX_HR"", ""PRCH_EF"", ""IDX_EF"", ""PRCH_F"", ""IDX_F"", ""PRCHTP_F"", ""PRCH_AL"", ""IDX_AL""]","File Documentation for the IPEDS response status data for the fall and winter survey components, 2022-23
(Final/revised release 3)

Filename | FLAGS2022
  Provisional release 1: | September 2023
  Provisional release 2: | December 2023
  Provisional release 3: | January 2023
  Final/revised release 1: | August 2024
  Final/revised release 2: | September 2024
  Final/revised release 3: | December 2024

Overview | This file contains response status information for every institution in the 2022-23 IPEDS universe. This file will determine institutions that have responded; institutions that did not respond and have imputed data; and survey applicability.  It will also identify institutions whose data represents multiple campuses (parent/child reporting).  

Provisional release 1 includes information from the provisional release for the fall survey components:   Institutional Characteristics 2022-23, Completions and 12-month enrollment 2021-22.
Provisional release 2 updates release 1 with the provisional release of the winter survey components: Admissions Fall 2022, Graduation Rates 150, Graduation Rates 200 and Outcome Measures, Status date: August 31, 2022 and Student Financial Aid 2021-22.
Provisional release 3 updates release 2  with the provisional release of  the spring survey components: Fall enrollment 2022-23, Human Resources 2023-23, Finance and Academic Libraries Fiscal year 2022. 
Revised release 1 identifies institutions that submitted revisions for Institutional Characteristics (Special learning opportunities, selected services, information on Veterans and service members and Undergraduate Disabilities)  2022-23 and/or the Completions and 12-month enrollment 2021-22 components.
Revised release 2 identifies institutions that submitted revisions for Admissions Fall 2022, Graduation Rates 150, Graduation Rates 200 and Outcome Measures, Status date: August 31, 2022 and Student Financial Aid 2021-22.
Revised release 3 identifies institutions that submitted revisions for Fall enrollment 2022-23, Human Resources 2023-23, Finance and Academic Libraries Fiscal year 2022. 




Note | IPEDS data, including provisional release data and final release data, adhere to rigorous quality control procedures established by NCES. Data are imputed for nonresponding institutions. Provisional release data are used for First Look  web tables. Final release data include revisions to the provisional release data that have been made by institutions during the subsequent data collection year. While the final release data offer  the most up to date data, these data may not match tables from the First Look web tables based on provisional release data. 

Contents of spreadsheet

Varlist | Variable list: Lists all variables in the table. Includes the variable name, variable label and the Data type, format and maximum field width of each variable.  The data type describes a variable as either a numeric (N) or Alphanumeric (A) and the format of a variable defines a variable as either continuous (Cont) or categorical (Disc).
Description | Long description or glossary definition of a variable. 
Frequencies | This worksheet contains the code values for of all categorical variables in the data file. It also lists the frequency and percent distribution for each code value by variable.
Statistics | This worksheet lists the sum, mean, minimum and maximum values of all continuous variables in the data file. "
2022,HD,selected_review_vintage,HD2022_Dict.zip,https://nces.ed.gov/ipeds/datacenter/data/HD2022_Dict.zip,8999be0ae98d4993af1af19b1710cd113349e2f3d001dae265c47c17588ea6fd,hd2022.xlsx,ResearchBuild/IPEDS/annual_documentation/HD2022_Dict.zip,73,14,True,True,True,True,True,[],"File Documentation for the IPEDS Directory, 2022-23

Filename | HD2022

Overview | This file contains directory information for every institution in the 2022-23 IPEDS universe.  Includes name, address, city, state, zip code and various URL links to the institution's home page, admissions, financial aid offices and  the net price calculator.  Identifies institutions as currently active, and institutions that participate in Title IV federal financial aid programs for which IPEDS is mandatory.  It includes variables derived from the 2022-23 Institutional Characteristics survey, such as control and level of institution, highest level and highest degree offered, Carnegie classifications and several geographical location variables including county, congressional districts, statistical areas and degree of urbanization. The automatic comparison group and custom group identification variables used for the 2023 IPEDS Data Feedback report are also available.

Contents of spreadsheet

Varlist | Variable list: Lists all variables in the table. Includes the variable name, variable label and the Data type, format and maximum field width of each variable.  The data type describes a variable as either a numeric (N) or Alphanumeric (A) and the format of a variable defines a variable as either continuous (Cont) or categorical (Disc).
Description | Long description or glossary definition of a variable. 
Frequencies | This worksheet contains the code values for of all categorical variables in the data file. It also lists the frequency and percent distribution for each code value by variable."
2023,FLAGS,superseded_legacy_vintage,FLAGS2023_Dict.zip,https://nces.ed.gov/ipeds/datacenter/data/FLAGS2023_Dict.zip,25cb651535af1295e654d909031b1841e74d5abecd241e2cec7049119d28dd59,Flags2023_dict.xlsx,ResearchBuild/IPEDS/annual_documentation/FLAGS2023_Dict.zip,105,25,False,False,False,False,False,"[""PRCH_C"", ""IDX_C"", ""PRCH_E12"", ""IDX_E12"", ""PRCH_SFA"", ""IDX_SFA"", ""PRCH_GR"", ""IDX_GR"", ""PRCH_GR2"", ""IDX_GR2"", ""PRCH_OM"", ""IDX_OM"", ""PRCH_ADM"", ""IDX_ADM"", ""PRCH_HR"", ""IDX_HR"", ""PRCH_EF"", ""IDX_EF"", ""PRCH_F"", ""IDX_F"", ""PRCHTP_F"", ""PRCH_AL"", ""IDX_AL""]","File Documentation for the IPEDS response status data for the fall and winter survey components, 2023-24
(Final/revised release)

Filename | FLAGS2023
  Provisional release 1: | August 2024
  Provisional release 2: | December 2024
  Provisional release 3: | January 2025
  Final/revised release 1: | September 2025

Overview | This file contains response status information for every institution in the 2023-24 IPEDS universe. This file will determine institutions that have responded; institutions that did not respond and have imputed data; and survey applicability.  It will also identify institutions whose data represents multiple campuses (parent/child reporting).  _x000A__x000A_Provisional release 1 includes information from the provisional release for the fall survey components:   Institutional Characteristics 2023-24, Completions and 12-month enrollment 2022-23._x000A_Provisional release 2 updates release 1 with the provisional release of the winter survey components: Admissions Fall 2023, Graduation Rates 150, Graduation Rates 200 and Outcome Measures, Status date: August 31, 2023 and Student Financial Aid 2022-23._x000A_Provisional release 3 updates release 2  with the provisional release of  the spring survey components: Fall enrollment 2023-24, Human Resources 2023-24, Finance and Academic Libraries Fiscal year 2023. _x000A_Revised release 1 identifies institutions that submitted revisions for Institutional Characteristics (Special learning opportunities, selected services, information on Veterans and service members and Undergraduate Disabilities)  2023-24 and/or the Completions and 12-month enrollment 2022-23 components._x000A__x000A__x000A_

Note | IPEDS data, including provisional release data and final release data, adhere to rigorous quality control procedures established by NCES. Data are imputed for nonresponding institutions. Provisional release data are used for First Look  web tables. Final release data include revisions to the provisional release data that have been made by institutions during the subsequent data collection year. While the final release data offer  the most up to date data, these data may not match tables from the First Look web tables based on provisional release data.

Contents of spreadsheet

Varlist | Variable list: Lists all variables in the table. Includes the variable name, variable label and the Data type, format and maximum field width of each variable.  The data type describes a variable as either a numeric (N) or Alphanumeric (A) and the format of a variable defines a variable as either continuous (Cont) or categorical (Disc).
Description | Long description or glossary definition of a variable. 
Frequencies | This worksheet contains the code values for of all categorical variables in the data file. It also lists the frequency and percent distribution for each code value by variable.
Statistics | This worksheet lists the sum, mean, minimum and maximum values of all continuous variables in the data file. "
2023,FLAGS,selected_review_vintage,FLAGS2023_Dict.zip,https://nces.ed.gov/ipeds/complete-data-files/FLAGS2023_Dict.zip,3b76f91d6ebf55d8abf32259e73915cbaaf3f553c8482776e30a642b425be75d,flags2023.xlsx,ResearchBuild/IPEDS/official_hd_v2/FLAGS2023_Dict.zip,114,25,False,False,False,False,False,"[""PRCH_C"", ""IDX_C"", ""PRCH_E12"", ""IDX_E12"", ""PRCH_SFA"", ""IDX_SFA"", ""PRCH_GR"", ""IDX_GR"", ""PRCH_GR2"", ""IDX_GR2"", ""PRCH_OM"", ""IDX_OM"", ""PRCH_ADM"", ""IDX_ADM"", ""PRCH_HR"", ""IDX_HR"", ""PRCH_EF"", ""IDX_EF"", ""PRCH_F"", ""IDX_F"", ""PRCHTP_F"", ""PRCH_AL"", ""IDX_AL""]","File Documentation for the IPEDS response status data for the fall and winter survey components, 2023-24
(Final/revised release 2)

Filename | FLAGS2023
  Provisional release 1: | August 2024
  Provisional release 2: | December 2024
  Provisional release 3: | January 2025
  Final/revised release 1: | September 2025
  Final/revised release 2: | December 2025
  Final/revised release 3: | January 2026

Overview | This file contains response status information for every institution in the 2023-24 IPEDS universe. This file will determine institutions that have responded; institutions that did not respond and have imputed data; and survey applicability.  It will also identify institutions whose data represents multiple campuses (parent/child reporting).  

Provisional release 1 includes information from the provisional release for the fall survey components:   Institutional Characteristics 2023-24, Completions and 12-month enrollment 2022-23.
Provisional release 2 updates release 1 with the provisional release of the winter survey components: Admissions Fall 2023, Graduation Rates 150, Graduation Rates 200 and Outcome Measures, Status date: August 31, 2023 and Student Financial Aid 2022-23.
Provisional release 3 updates release 2  with the provisional release of  the spring survey components: Fall enrollment 2023-24, Human Resources 2023-24, Finance and Academic Libraries Fiscal year 2023. 
Revised release 1 identifies institutions that submitted revisions for Institutional Characteristics (Special learning opportunities, selected services, information on Veterans and service members and Undergraduate Disabilities)  2023-24 and/or the Completions and 12-month enrollment 2022-23 components.
Revised release 2 identifies institutions that submitted revisions for Admissions Fall 2023, Graduation Rates 150, Graduation Rates 200 and Outcome Measures, Status date: August 31, 2023 and Student Financial Aid 2022-23.
Revised release 3 identifies institutions that submitted revisions for Fall enrollment 2023-24, Human Resources 2023-24, Finance and Academic Libraries Fiscal year 2023. 



Note | IPEDS data, including provisional release data and final release data, adhere to rigorous quality control procedures established by NCES. Data are imputed for nonresponding institutions. Provisional release data are used for First Look  web tables. Final release data include revisions to the provisional release data that have been made by institutions during the subsequent data collection year. While the final release data offer  the most up to date data, these data may not match tables from the First Look web tables based on provisional release data.

Contents of spreadsheet

Varlist | Variable list: Lists all variables in the table. Includes the variable name, variable label and the Data type, format and maximum field width of each variable.  The data type describes a variable as either a numeric (N) or Alphanumeric (A) and the format of a variable defines a variable as either continuous (Cont) or categorical (Disc).
Description | Long description or glossary definition of a variable. 
Frequencies | This worksheet contains the code values for of all categorical variables in the data file. It also lists the frequency and percent distribution for each code value by variable.
Statistics | This worksheet lists the sum, mean, minimum and maximum values of all continuous variables in the data file. "
2023,HD,superseded_legacy_vintage,HD2023_Dict.zip,https://nces.ed.gov/ipeds/datacenter/data/HD2023_Dict.zip,131d8f2f56a71078ea453989384cce91985fa2a29a94f168a718dedc6a466e3b,HD2023_dict.xlsx,ResearchBuild/IPEDS/annual_documentation/HD2023_Dict.zip,73,14,True,True,True,True,True,[],"File Documentation for the IPEDS Directory, 2023-24
(Release 4)
Filename | HD2023
   Release 1: | August 2024
   Release 2: | September 2024
   Release 3: | January 2025
   Release 4: | September 2025

Overview | This file contains directory information for every institution in the 2023-24 IPEDS universe.  Includes name, address, city, state, zip code and various URL links to the institution's home page, admissions, financial aid offices and  the net price calculator.  Identifies institutions as currently active, and institutions that participate in Title IV federal financial aid programs for which IPEDS is mandatory.  It includes variables derived from the 2023-24 Institutional Characteristics survey, such as control and level of institution, highest level and highest degree offered, Carnegie classifications and several geographical location variables including county, congressional districts, statistical areas and degree of urbanization._x000A_Release 2: The automatic comparison group and custom group identification variables that are used for the 2024 IPEDS Data Feedback report were added._x000A_Release 3.  Historically Black Colleges and University (HBCU) list was updated to include Morris Brown University in Georgia.  This institution was included in the HEGIS/IPEDS database through 2002.  The Institution lost Title IV status in 2003 and no longer responded to IPEDS.  It regained Title IV status in 2022-23 and was added back to IPEDS.  

Contents of spreadsheet

Varlist | Variable list: Lists all variables in the table. Includes the variable name, variable label and the Data type, format and maximum field width of each variable.  The data type describes a variable as either a numeric (N) or Alphanumeric (A) and the format of a variable defines a variable as either continuous (Cont) or categorical (Disc).
Description | Long description or glossary definition of a variable. 
Frequencies | This worksheet contains the code values for of all categorical variables in the data file. It also lists the frequency and percent distribution for each code value by variable."
