year,kind,vintage_status,dictionary_filename,source_url,sha256,member,path,total_variables,reviewed_variables,opeid_present,opeflag_present,act_present,cyactive_present,sector_present,parent_child_fields_json,introduction
2011,HD,selected_review_vintage,HD2011_Dict.zip,https://nces.ed.gov/ipeds/datacenter/data/HD2011_Dict.zip,44156b96da8644a071777c159c37e6f6efad6036ab0c1c103eae37153c296de4,hd2011.xls,ResearchBuild/IPEDS/annual_documentation/HD2011_Dict.zip,66,14,True,True,True,True,True,[],"File Documentation for the IPEDS Directory, 2011 

Filename | HD2011

Overview | This file contains directory information for every institution in the 2011 IPEDS universe.  Includes name, address, city, state, zipcode and various URL links to the institution's home page, admissions, financial aid offices and  the net price calculator.  Identifies institutions as currently active, institutions that participate in Title IV federal financial aid programs for which IPEDS is mandatory.  It also includes variables derived from the 2011 Institutional Characteristics survey, such as control and level of institution, highest level and highest degree offered and carnegie classifications.

Contents of spreadsheet

Varlist | Variabe list: Lists all variables in the table. Includes the variable name, variable label and the Data type, format and maximum field width of each variable.  The data type describes a variable as either a numeric (N) or Alphanumeric (A) and the format of a variable defines a variable as either continuous (Cont) or categorical (Disc).
Description | Long description or glossary definition of a variable. 
Frequencies | This worksheet contains the code values for of all categorical variables in the data file. It also lists the frequency and percent distribution for each code value by variable."
2012,FLAGS,selected_review_vintage,FLAGS2012_Dict.zip,https://nces.ed.gov/ipeds/datacenter/data/FLAGS2012_Dict.zip,dbe07bb0e1a51ba7fa2b3a2443bb48d2a9229f827d1404863fd2c17f9b0d8ae0,flags2012.xlsx,ResearchBuild/IPEDS/annual_documentation/FLAGS2012_Dict.zip,83,18,False,False,False,False,False,"[""PRCH_C"", ""IDX_C"", ""PRCH_E12"", ""IDX_E12"", ""PRCH_HR"", ""IDX_HR"", ""PRCH_EF"", ""IDX_EF"", ""PRCH_F"", ""IDX_F"", ""PRCH_SFA"", ""IDX_SFA"", ""PRCH_GR"", ""IDX_GR"", ""PRCH_GR2"", ""IDX_GR2""]","File Documentation for the IPEDS  response status data for all survey components, 2012-13
(Final/revised release 2)
Filename | FLAGS2012
  Provisonal release: | October 2013
  Revised release (1) | August 2014
  Revised release (2) | December 2014

Overview | This file contains response status information for each survey component for every institution in the 2012-13 IPEDS universe. This file will determine institutions that have responded; institutions that did not respond and have imputed data; survey applicability.  It will also identify institutions whose data represents multiple campuses (parent/child reporting).

Notes | Preliminary release data have been edited but are subject to further NCES quality control procedures. Imputed data for nonresponding institutions are not included. These data are used for First Look (Preliminary Data) publications. Provisional release data have undergone all NCES data quality control procedures. Data are imputed for nonresponding institutions. These data are used for First Look (Provisional Data) publications. Final release data include revisions to the provisional release data that have been made by institutions during the subsequent data collection year. The final release data can be used when the most up to date data are required; however, these data may not match tables from the First Look reports based on preliminary and provisional data. 
Data on revised releases do not change from the provisional release. Release 1 adds the revised status indicator variables to identify those institutions that revised Institutional Characeristics 2012-13, Completions 2011-12, 12-month Enrollment 2011-12 or Student Financial Aid and Net price 2011-12 components.  Release 2 adds the revised status indicator variables for Fall Enrollment 2013, Finance 2012-13, Graduation rates, 2012 and Human Resources, 2012-13.  In 2012-13, cost information collected on the Institutional Characteristic component was not open for revisions.

Contents of spreadsheet

Varlist | Variable list: Lists all variables in the table. Includes the variable name, variable label and the Data type, format and maximum field width of each variable.  The data type describes a variable as either a numeric (N) or Alphanumeric (A) and the format of a variable defines a variable as either continuous (Cont) or categorical (Disc).
Description | Long description or glossary definition of a variable. 
Frequencies | This worksheet contains the code values for of all categorical variables in the data file. It also lists the frequency and percent distribution for each code value by variable.
Statistics | This worksheet lists the sum, mean, minimum and maximum values of all continuous variables in the data file. "
2012,HD,selected_review_vintage,HD2012_Dict.zip,https://nces.ed.gov/ipeds/datacenter/data/HD2012_Dict.zip,2201dfe4bb028a7e18ab964c44048c771bf66c3b6495e5dd435b1356db6df97b,hd2012.xls,ResearchBuild/IPEDS/annual_documentation/HD2012_Dict.zip,65,14,True,True,True,True,True,[],"File Documentation for the IPEDS Directory, 2012-13
(Provisional release)

Filename | HD2012

Overview | This file contains directory information for every institution in the 2012 IPEDS universe.  Includes name, address, city, state, zipcode and various URL links to the institution's home page, admissions, financial aid offices and  the net price calculator.  Identifies institutions as currently active, institutions that participate in Title IV federal financial aid programs for which IPEDS is mandatory.  It also includes variables derived from the 2012 Institutional Characteristics survey, such as control and level of institution, highest level and highest degree offered and carnegie classifications.
Note: | Preliminary release data have been edited but are subject to further NCES quality control procedures. Imputed data for nonresponding institutions are not included. These data are used for First Look (Preliminary Data) publications. Provisional release data have undergone all NCES data quality control procedures. Data are imputed for nonresponding institutions. These data are used for First Look (Provisional Data) publications. Final release data include revisions to the provisional release data that have been made by institutions during the subsequent data collection year. The final release data can be used when the most up to date data are required; however, these data may not match tables from the First Look reports based on preliminary and provisional data. 

Contents of spreadsheet

Varlist | Variabe list: Lists all variables in the table. Includes the variable name, variable label and the Data type, format and maximum field width of each variable.  The data type describes a variable as either a numeric (N) or Alphanumeric (A) and the format of a variable defines a variable as either continuous (Cont) or categorical (Disc).
Description | Long description or glossary definition of a variable. 
Frequencies | This worksheet contains the code values for of all categorical variables in the data file. It also lists the frequency and percent distribution for each code value by variable."
2013,FLAGS,selected_review_vintage,FLAGS2013_Dict.zip,https://nces.ed.gov/ipeds/datacenter/data/FLAGS2013_Dict.zip,288044930db633e820e240f5a1699633b14091b086c7a6640a9b37955756b8b4,flags2013.xlsx,ResearchBuild/IPEDS/annual_documentation/FLAGS2013_Dict.zip,84,19,False,False,False,False,False,"[""PRCH_C"", ""IDX_C"", ""PRCH_E12"", ""IDX_E12"", ""PRCH_HR"", ""IDX_HR"", ""PRCH_EF"", ""IDX_EF"", ""PRCH_F"", ""IDX_F"", ""PRCH_SFA"", ""IDX_SFA"", ""PRCH_GR"", ""IDX_GR"", ""PRCH_GR2"", ""IDX_GR2""]","File Documentation for the IPEDS  response status data for all survey components, 2013-14
(Final/revised release)
Filename | FLAGS2013
  Provisional release: | November 2014
  Revised release (1): | August 2015
  Final/revised release (2): | January 2016

Overview | This file contains response status information for each survey component for every institution in the 2013-14 IPEDS universe. This file will determine institutions that have responded; institutions that did not respond and have imputed data; and survey applicability.  It will also identify institutions whose data represents multiple campuses (parent/child reporting).  Revised release 1 identified institutions that submitted revisions for Institutional Characteristics (Admissions and test scores) 2013-14 and/or the Completions and 12-month enrollment 2012-13 components. The second and final revised release also identifies institutions that submitted revisions to any of the following survey components; 2012-13 Student Financial Aid, Graduation Rates, 2013, Fall Enrollment 2013,  Finance Fiscal Year 2013 and Human Resources 2013-14.  

Note | Preliminary release data have been edited but are subject to further NCES quality control procedures. Imputed data for nonresponding institutions are not included. These data are used for First Look (Preliminary Data) publications. Provisional release data have undergone all NCES data quality control procedures. Data are imputed for nonresponding institutions. These data are used for First Look (Provisional Data) publications. Final release data include revisions to the provisional release data that have been made by institutions during the subsequent data collection year. The final release data can be used when the most up to date data are required; however, these data may not match tables from the First Look reports based on preliminary and provisional data. 

Contents of spreadsheet

Varlist | Variable list: Lists all variables in the table. Includes the variable name, variable label and the Data type, format and maximum field width of each variable.  The data type describes a variable as either a numeric (N) or Alphanumeric (A) and the format of a variable defines a variable as either continuous (Cont) or categorical (Disc).
Description | Long description or glossary definition of a variable. 
Frequencies | This worksheet contains the code values for of all categorical variables in the data file. It also lists the frequency and percent distribution for each code value by variable.
Statistics | This worksheet lists the sum, mean, minimum and maximum values of all continuous variables in the data file. "
2013,HD,selected_review_vintage,HD2013_Dict.zip,https://nces.ed.gov/ipeds/datacenter/data/HD2013_Dict.zip,313fafff0e439e0f13cde9066a9b9bf79903be7d1e610ee9b131e24629a0309f,hd2013.xlsx,ResearchBuild/IPEDS/annual_documentation/HD2013_Dict.zip,68,14,True,True,True,True,True,[],"File Documentation for the IPEDS Directory, 2013-14
(Provisional release)

Filename | HD2013


Overview | This file contains directory information for every institution in the 2013 IPEDS universe.  Includes name, address, city, state, zipcode and various URL links to the institution's home page, admissions, financial aid offices and  the net price calculator.  Identifies institutions as currently active, institutions that participate in Title IV federal financial aid programs for which IPEDS is mandatory.  It also includes variables derived from the 2013 Institutional Characteristics survey, such as control and level of institution, highest level and highest degree offered and carnegie classifications.
Note: | Preliminary release data have been edited but are subject to further NCES quality control procedures. Imputed data for nonresponding institutions are not included. These data are used for First Look (Preliminary Data) publications. Provisional release data have undergone all NCES data quality control procedures. Data are imputed for nonresponding institutions. These data are used for First Look (Provisional Data) publications. Final release data include revisions to the provisional release data that have been made by institutions during the subsequent data collection year. The final release data can be used when the most up to date data are required; however, these data may not match tables from the First Look reports based on preliminary and provisional data. 

Contents of spreadsheet

Varlist | Variable list: Lists all variables in the table. Includes the variable name, variable label and the Data type, format and maximum field width of each variable.  The data type describes a variable as either a numeric (N) or Alphanumeric (A) and the format of a variable defines a variable as either continuous (Cont) or categorical (Disc).
Description | Long description or glossary definition of a variable. 
Frequencies | This worksheet contains the code values for of all categorical variables in the data file. It also lists the frequency and percent distribution for each code value by variable."
2014,FLAGS,selected_review_vintage,FLAGS2014_Dict.zip,https://nces.ed.gov/ipeds/datacenter/data/FLAGS2014_Dict.zip,75429491942d910221ebd67442592d7b2cc4a810479370803fa2240ab70125d9,flags2014.xlsx,ResearchBuild/IPEDS/annual_documentation/FLAGS2014_Dict.zip,96,21,False,False,False,False,False,"[""PRCH_C"", ""IDX_C"", ""PRCH_E12"", ""IDX_E12"", ""PRCH_SFA"", ""IDX_SFA"", ""PRCH_GR"", ""IDX_GR"", ""PRCH_GR2"", ""IDX_GR2"", ""PRCH_HR"", ""IDX_HR"", ""PRCH_EF"", ""IDX_EF"", ""PRCH_F"", ""IDX_F"", ""PRCH_AL"", ""IDX_AL""]","File Documentation for the IPEDS  response status data for all survey components, 2014-15
(Final/revised release)
Filename | FLAGS2014
  Provisional release: | December 2015
  Revised release (1):
 | August 2016
  Revised release (2):
 | January 2017

Overview | This file contains response status information for each survey component for every institution in the 2014-15 IPEDS universe. This file will determine institutions that have responded; institutions that did not respond and have imputed data; and survey applicability.  It will also identify institutions whose data represents multiple campuses (parent/child reporting).   Revised release 1 identifies institutions that submitted revisions for Institutional Characteristics (Special learning opportunities, selected services, Information on Veterans and service members and Undergraduate Disabilities)  2014-15 and/or the Completions and 12-month enrollment 2013-14 components. The second and final revised release  identifies institutions that submitted revisions to any of the following survey components; Admissions Fall 2014, Student Financial Aid 2013-14, Graduation Rates 2014, Fall Enrollment 2014,  Finance Fiscal Year 2014, Human Resources 2014-15, and Academic Libraries Fiscal Year 2014.

Note | Preliminary release data have been edited but are subject to further NCES quality control procedures. Imputed data for nonresponding institutions are not included. These data are used for First Look (Preliminary Data) publications. Provisional release data have undergone all NCES data quality control procedures. Data are imputed for nonresponding institutions. These data are used for First Look (Provisional Data) publications. Final release data include revisions to the provisional release data that have been made by institutions during the subsequent data collection year. The final release data can be used when the most up to date data are required; however, these data may not match tables from the First Look reports based on preliminary and provisional data. 

Contents of spreadsheet

Varlist | Variable list: Lists all variables in the table. Includes the variable name, variable label and the Data type, format and maximum field width of each variable.  The data type describes a variable as either a numeric (N) or Alphanumeric (A) and the format of a variable defines a variable as either continuous (Cont) or categorical (Disc).
Description | Long description or glossary definition of a variable. 
Frequencies | This worksheet contains the code values for of all categorical variables in the data file. It also lists the frequency and percent distribution for each code value by variable.
Statistics | This worksheet lists the sum, mean, minimum and maximum values of all continuous variables in the data file. "
2014,HD,selected_review_vintage,HD2014_Dict.zip,https://nces.ed.gov/ipeds/datacenter/data/HD2014_Dict.zip,3daa3ae6aa8ca3d55a1acb757c6d262f85ed58569886ad0831b092c6d1416f32,hd2014.xlsx,ResearchBuild/IPEDS/annual_documentation/HD2014_Dict.zip,69,14,True,True,True,True,True,[],"File Documentation for the IPEDS Directory, 2014-15
(Provisional release)

Filename | HD2014


Overview | This file contains directory information for every institution in the 2014 IPEDS universe.  Includes name, address, city, state, zipcode and various URL links to the institution's home page, admissions, financial aid offices and  the net price calculator.  Identifies institutions as currently active, institutions that participate in Title IV federal financial aid programs for which IPEDS is mandatory.  It also includes variables derived from the 2014 Institutional Characteristics survey, such as control and level of institution, highest level and highest degree offered and carnegie classifications.
Note: | Preliminary release data have been edited but are subject to further NCES quality control procedures. Imputed data for nonresponding institutions are not included. These data are used for First Look (Preliminary Data) publications. Provisional release data have undergone all NCES data quality control procedures. Data are imputed for nonresponding institutions. These data are used for First Look (Provisional Data) publications. Final release data include revisions to the provisional release data that have been made by institutions during the subsequent data collection year. The final release data can be used when the most up to date data are required; however, these data may not match tables from the First Look reports based on preliminary and provisional data. 

Contents of spreadsheet

Varlist | Variable list: Lists all variables in the table. Includes the variable name, variable label and the Data type, format and maximum field width of each variable.  The data type describes a variable as either a numeric (N) or Alphanumeric (A) and the format of a variable defines a variable as either continuous (Cont) or categorical (Disc).
Description | Long description or glossary definition of a variable. 
Frequencies | This worksheet contains the code values for of all categorical variables in the data file. It also lists the frequency and percent distribution for each code value by variable."
2015,FLAGS,selected_review_vintage,FLAGS2015_Dict.zip,https://nces.ed.gov/ipeds/datacenter/data/FLAGS2015_Dict.zip,bda9f1f3b3c471391ee841cfeeed159b74bc4b8dba48f31629d434e20b27467b,flags2015.xlsx,ResearchBuild/IPEDS/annual_documentation/FLAGS2015_Dict.zip,109,22,False,False,False,False,False,"[""PRCH_C"", ""IDX_C"", ""PRCH_E12"", ""IDX_E12"", ""PRCH_SFA"", ""IDX_SFA"", ""PRCH_GR"", ""IDX_GR"", ""PRCH_GR2"", ""IDX_GR2"", ""PRCH_OM"", ""IDX_OM"", ""PRCH_HR"", ""IDX_HR"", ""PRCH_EF"", ""IDX_EF"", ""PRCH_F"", ""IDX_F"", ""PRCH_AL"", ""IDX_AL""]","File Documentation for the IPEDS  response status data for all survey components, 2015-16
(Final/revised release 3)
Filename | FLAGS2015
  Provisional release  | February 2017
  Final/revised release (1) | November 2017
  Final/revised release (2) | January 2018
  Final/revised release (3) | August 2018

Overview | This file contains response status information for all survey components for every institution in the 2015-16 IPEDS universe. This file will determine institutions that have responded; institutions that did not respond and have imputed data; and survey applicability.  It will also identify institutions whose data represents multiple campuses (parent/child reporting).   Fall survey components include Institutional Characteristics, 2015-16, Completions 2014-15 and 12-month Enrollment and Instructional Activity, 2014-15.  Winter survey components include Admissions, 2015-16, Student Financial Aid 2014-15, Graduation Rates 150 and Graduation Rates 200, August 31, 2015.  Outcome Measures survey component was collected in 2015-16, but has not yet been released.   Spring survey components include Fall Enrollment, 2015, Finance, Fiscal year 2015, Academic Libraries 2014-15, and Human Resources, 2015-16. Revised release 1 identified institutions that submitted revisions for Institutional Characteristics (Special learning opportunities, selected services, information on Veterans and service members and Undergraduate Disabilities)  2015-16 and/or the Completions and 12-month enrollment 2014-15 components. Revised release 2 identifies institutions that submitted revisions for the Admissions 2015-16,  Student Financial 2014-15, Graduation Rates 150, August 31, 2015, Fall Enrollment, 2015, Finance, Fiscal year 2015, Academic Libraries 2014-15 and Human Resources, 2015-16.  Revised release 3 identifies institutions that submitted revisions for the final GR200 2015 and Outcome Measure 2015 components.

Note | Preliminary release data have been edited but are subject to further NCES quality control procedures. Imputed data for nonresponding institutions are not included. These data are used for First Look (Preliminary Data) publications. Provisional release data have undergone all NCES data quality control procedures. Data are imputed for nonresponding institutions. These data are used for First Look (Provisional Data) publications. Final release data include revisions to the provisional release data that have been made by institutions during the subsequent data collection year. The final release data can be used when the most up to date data are required; however, these data may not match tables from the First Look reports based on preliminary and provisional data. 

Contents of spreadsheet

Varlist | Variable list: Lists all variables in the table. Includes the variable name, variable label and the Data type, format and maximum field width of each variable.  The data type describes a variable as either a numeric (N) or Alphanumeric (A) and the format of a variable defines a variable as either continuous (Cont) or categorical (Disc).
Description | Long description or glossary definition of a variable. 
Frequencies | This worksheet contains the code values for of all categorical variables in the data file. It also lists the frequency and percent distribution for each code value by variable.
Statistics | This worksheet lists the sum, mean, minimum and maximum values of all continuous variables in the data file. "
2015,HD,selected_review_vintage,HD2015_Dict.zip,https://nces.ed.gov/ipeds/datacenter/data/HD2015_Dict.zip,be4a34b449d3ecc3cc8b475bcc9fc3ee8c79f8b63f2a6f70c02401cec2c5cd9f,hd2015.xlsx,ResearchBuild/IPEDS/annual_documentation/HD2015_Dict.zip,70,14,True,True,True,True,True,[],"File Documentation for the IPEDS Directory, 2015-16
(Provisional release)

Filename | HD2015


Overview | This file contains directory information for every institution in the 2015 IPEDS universe.  Includes name, address, city, state, zip code and various URL links to the institution's home page, admissions, financial aid offices and  the net price calculator.  Identifies institutions as currently active, institutions that participate in Title IV federal financial aid programs for which IPEDS is mandatory.  It also includes variables derived from the 2015 Institutional Characteristics survey, such as control and level of institution, highest level and highest degree offered and Carnegie classifications.
Note: | Preliminary release data have been edited but are subject to further NCES quality control procedures. Imputed data for nonresponding institutions are not included. These data are used for First Look (Preliminary Data) publications. Provisional release data have undergone all NCES data quality control procedures. Data are imputed for nonresponding institutions. These data are used for First Look (Provisional Data) publications. Final release data include revisions to the provisional release data that have been made by institutions during the subsequent data collection year. The final release data can be used when the most up to date data are required; however, these data may not match tables from the First Look reports based on preliminary and provisional data. 

Contents of spreadsheet

Varlist | Variable list: Lists all variables in the table. Includes the variable name, variable label and the Data type, format and maximum field width of each variable.  The data type describes a variable as either a numeric (N) or Alphanumeric (A) and the format of a variable defines a variable as either continuous (Cont) or categorical (Disc).
Description | Long description or glossary definition of a variable. 
Frequencies | This worksheet contains the code values for of all categorical variables in the data file. It also lists the frequency and percent distribution for each code value by variable."
2016,FLAGS,selected_review_vintage,FLAGS2016_Dict.zip,https://nces.ed.gov/ipeds/datacenter/data/FLAGS2016_Dict.zip,e1a5c291dfacf00a0ed57c3dec3fc92036b17e64ad870ebbe38e0d2f49846bf1,flags2016.xlsx,ResearchBuild/IPEDS/annual_documentation/FLAGS2016_Dict.zip,104,23,False,False,False,False,False,"[""PRCH_C"", ""IDX_C"", ""PRCH_E12"", ""IDX_E12"", ""PRCH_SFA"", ""IDX_SFA"", ""PRCH_GR"", ""IDX_GR"", ""PRCH_GR2"", ""IDX_GR2"", ""PRCH_OM"", ""IDX_OM"", ""PRCH_HR"", ""IDX_HR"", ""PRCH_EF"", ""IDX_EF"", ""PRCH_F"", ""IDX_F"", ""PRCHTP_F"", ""PRCH_AL"", ""IDX_AL""]",
2016,HD,selected_review_vintage,HD2016_Dict.zip,https://nces.ed.gov/ipeds/datacenter/data/HD2016_Dict.zip,5f862ed9c3955dd07967660fa7e0151b4c841e763c35e6f67580265b183af53b,hd2016.xlsx,ResearchBuild/IPEDS/annual_documentation/HD2016_Dict.zip,72,14,True,True,True,True,True,[],"File Documentation for the IPEDS Directory, 2016-17
(Provisional release)

Filename | HD2016


Overview | This file contains directory information for every institution in the 2016 IPEDS universe.  Includes name, address, city, state, zip code and various URL links to the institution's home page, admissions, financial aid offices and  the net price calculator.  Identifies institutions as currently active, institutions that participate in Title IV federal financial aid programs for which IPEDS is mandatory.  It also includes variables derived from the 2016 Institutional Characteristics survey, such as control and level of institution, highest level and highest degree offered and Carnegie classifications.
Note: | Preliminary release data have been edited but are subject to further NCES quality control procedures. Imputed data for nonresponding institutions are not included. These data are used for First Look (Preliminary Data) publications. Provisional release data have undergone all NCES data quality control procedures. Data are imputed for nonresponding institutions. These data are used for First Look (Provisional Data) publications. Final release data include revisions to the provisional release data that have been made by institutions during the subsequent data collection year. The final release data can be used when the most up to date data are required; however, these data may not match tables from the First Look reports based on preliminary and provisional data. 

Contents of spreadsheet

Varlist | Variable list: Lists all variables in the table. Includes the variable name, variable label and the Data type, format and maximum field width of each variable.  The data type describes a variable as either a numeric (N) or Alphanumeric (A) and the format of a variable defines a variable as either continuous (Cont) or categorical (Disc).
Description | Long description or glossary definition of a variable. 
Frequencies | This worksheet contains the code values for of all categorical variables in the data file. It also lists the frequency and percent distribution for each code value by variable."
2017,FLAGS,selected_review_vintage,FLAGS2017_Dict.zip,https://nces.ed.gov/ipeds/datacenter/data/FLAGS2017_Dict.zip,2a801f094019cf11c79d55a951e5db2e5486ad696ae732118c1df832fc883a05,flags2017.xlsx,ResearchBuild/IPEDS/annual_documentation/FLAGS2017_Dict.zip,104,23,False,False,False,False,False,"[""PRCH_C"", ""IDX_C"", ""PRCH_E12"", ""IDX_E12"", ""PRCH_SFA"", ""IDX_SFA"", ""PRCH_GR"", ""IDX_GR"", ""PRCH_GR2"", ""IDX_GR2"", ""PRCH_OM"", ""IDX_OM"", ""PRCH_HR"", ""IDX_HR"", ""PRCH_EF"", ""IDX_EF"", ""PRCH_F"", ""IDX_F"", ""PRCHTP_F"", ""PRCH_AL"", ""IDX_AL""]","File Documentation for the IPEDS response status data for all survey components, 2017-18
(Revised release 2 )
Filename | FLAGS2017
  Provisional release: | January 2018
  Revised release 1: | August 2019
  Revised release 2: | October 2019

Overview | This file contains response status information for all survey components for every institution in the 2017-18 IPEDS universe. This file will determine institutions that have responded; institutions that did not respond and have imputed data; and survey applicability.  It will also identify institutions whose data represents multiple campuses (parent/child reporting).  Fall survey components  include Institutional Characteristic 2017-18, Completions 2016-17 and 12-month Enrollment and Instructional Activity, 2016-17.  

Revised release 1 identifies institutions that submitted revisions for Institutional Characteristics (Special learning opportunities, selected services, information on Veterans and service members and Undergraduate Disabilities)  2017-18 and/or the Completions and 12-month enrollment 2016-17 components.

Revised release 2 identifies institutions that submitted revisions for Admissions 2017-18, Student Financial Aid 2016-17, Graduation Rates 150, Graduation Rates 200, August 31, 2017 and  Outcome Measures 2017, August 31, 2017, Fall Enrollment 2017, Finance Fiscal year 2017, Academic Libraries 2017, and/or Human Resources, 2017-18.

Note | Preliminary release data have been edited but are subject to further NCES quality control procedures. Imputed data for nonresponding institutions are not included. These data are used for First Look (Preliminary Data) publications. Provisional release data have undergone all NCES data quality control procedures. Data are imputed for nonresponding institutions. These data are used for First Look (Provisional Data) publications. Final release data include revisions to the provisional release data that have been made by institutions during the subsequent data collection year. The final release data can be used when the most up to date data are required; however, these data may not match tables from the First Look reports based on preliminary and provisional data. 

Contents of spreadsheet

Varlist | Variable list: Lists all variables in the table. Includes the variable name, variable label and the Data type, format and maximum field width of each variable.  The data type describes a variable as either a numeric (N) or Alphanumeric (A) and the format of a variable defines a variable as either continuous (Cont) or categorical (Disc).
Description | Long description or glossary definition of a variable. 
Frequencies | This worksheet contains the code values for of all categorical variables in the data file. It also lists the frequency and percent distribution for each code value by variable.
Statistics | This worksheet lists the sum, mean, minimum and maximum values of all continuous variables in the data file. "
2017,HD,selected_review_vintage,HD2017_Dict.zip,https://nces.ed.gov/ipeds/datacenter/data/HD2017_Dict.zip,a08c0b600aa26a362016bb6cb85c30dcbb28f5a1f11ce29cb25e4d98bccf8a58,hd2017.xlsx,ResearchBuild/IPEDS/annual_documentation/HD2017_Dict.zip,72,14,True,True,True,True,True,[],"File Documentation for the IPEDS Directory, 2017-18
(Provisional release)

Filename | HD2017


Overview | This file contains directory information for every institution in the 2017 IPEDS universe.  Includes name, address, city, state, zip code and various URL links to the institution's home page, admissions, financial aid offices and  the net price calculator.  Identifies institutions as currently active, institutions that participate in Title IV federal financial aid programs for which IPEDS is mandatory.  It also includes variables derived from the 2017-18 Institutional Characteristics survey, such as control and level of institution, highest level and highest degree offered and Carnegie classifications.
Note: | Preliminary release data have been edited but are subject to further NCES quality control procedures. Imputed data for nonresponding institutions are not included. These data are used for First Look (Preliminary Data) publications. Provisional release data have undergone all NCES data quality control procedures. Data are imputed for nonresponding institutions. These data are used for First Look (Provisional Data) publications. Final release data include revisions to the provisional release data that have been made by institutions during the subsequent data collection year. The final release data can be used when the most up to date data are required; however, these data may not match tables from the First Look reports based on preliminary and provisional data. 

Contents of spreadsheet

Varlist | Variable list: Lists all variables in the table. Includes the variable name, variable label and the Data type, format and maximum field width of each variable.  The data type describes a variable as either a numeric (N) or Alphanumeric (A) and the format of a variable defines a variable as either continuous (Cont) or categorical (Disc).
Description | Long description or glossary definition of a variable. 
Frequencies | This worksheet contains the code values for of all categorical variables in the data file. It also lists the frequency and percent distribution for each code value by variable."
2018,FLAGS,selected_review_vintage,FLAGS2018_Dict.zip,https://nces.ed.gov/ipeds/datacenter/data/FLAGS2018_Dict.zip,c006ca7defae1f04b3e22b33b81dae7cbd62d663a960bfee75448f0af36bc0fd,flags2018.xlsx,ResearchBuild/IPEDS/annual_documentation/FLAGS2018_Dict.zip,104,23,False,False,False,False,False,"[""PRCH_C"", ""IDX_C"", ""PRCH_E12"", ""IDX_E12"", ""PRCH_SFA"", ""IDX_SFA"", ""PRCH_GR"", ""IDX_GR"", ""PRCH_GR2"", ""IDX_GR2"", ""PRCH_OM"", ""IDX_OM"", ""PRCH_HR"", ""IDX_HR"", ""PRCH_EF"", ""IDX_EF"", ""PRCH_F"", ""IDX_F"", ""PRCHTP_F"", ""PRCH_AL"", ""IDX_AL""]","File Documentation for the IPEDS response status data for all survey components, 2018-19
(Revised release 3 )
Filename | FLAGS2018
  Provisional release: | November 2019
  Revised release 1: | July 2020
  Revised release 2: | September 2020
  Revised release 3: | February 2021

Overview | This file contains response status information fall survey components for every institution in the 2018-19 IPEDS universe. This file will determine institutions that have responded; institutions that did not respond and have imputed data; and survey applicability.  It will also identify institutions whose data represents multiple campuses (parent/child reporting).  

Provisional release includes information for all survey components: 
  Institutional Characteristic 2018-19 
  Completions 2017-18 
  12-month Enrollment and Instructional Activity 2017-18. 
  Admissions Fall 2018 
  Graduation Rates 150, Graduation Rates 200 and Outcome Measures, August 31, 2018
  Student Financial Aid 2017-18). 

Revised release 1 identifies institutions that submitted revisions for Institutional Characteristics (Special learning opportunities, selected services, information on Veterans and service members and Undergraduate Disabilities)  2018-19 and/or the Completions and 12-month enrollment 2017-18 components.

Revised release 2 identifies institutions that submitted revisions for Admissions 2018-19, Student Financial Aid 2017-18, Graduation Rates 150, Graduation Rates 200, Outcome Measures, status date August 31, 2018.

Revised release 3 identifies institutions that submitted revisions for Fall Enrollment, 2018,  Finance, Fiscal year 2018,  Human Resources, 2018-19, Academic Libraries, Fiscal year 2018



Note | Provisional release data have undergone all NCES data quality control procedures. Data are imputed for nonresponding institutions. These data are used for First Look (Provisional Data) Web tables. Final release data include revisions to the provisional release data that have been made by institutions during the subsequent data collection year. The final release data can be used when the most up to date data are required; however, these data may not match tables from the First Look Web tables based on provisional data. 

Contents of spreadsheet

Varlist | Variable list: Lists all variables in the table. Includes the variable name, variable label and the Data type, format and maximum field width of each variable.  The data type describes a variable as either a numeric (N) or Alphanumeric (A) and the format of a variable defines a variable as either continuous (Cont) or categorical (Disc).
Description | Long description or glossary definition of a variable. 
Frequencies | This worksheet contains the code values for of all categorical variables in the data file. It also lists the frequency and percent distribution for each code value by variable.
Statistics | This worksheet lists the sum, mean, minimum and maximum values of all continuous variables in the data file. "
