opeid8,unitid,school,ipeds_instnm,state,ipeds_stabbr,ipeds_resolution_status,descriptor_review_required,cw_source_code,first,last,years,similarity,official_normalization_similarity
01021700,215868,International Academy of Design and Technology,INTERNATIONAL ACADEMY OF DESIGN AND TECHNOLOGY,TN,PA,official_site_and_directory_agree,True,1.0,2002-2003,2004-2005,3,1.0,1.0
01212801,245032,SOUTHWESTERN COLLEGE -,Southwestern College,OH,KY,official_site_and_directory_agree,False,1.0,2005-2006,2007-2008,3,1.0,1.0
02090700,177038,Cleveland Chiropractic College,CLEVELAND CHIROPRACTIC COLLEGE,KS,MO,official_site_and_directory_agree,True,1.0,2002-2003,2004-2005,3,1.0,1.0
02113600,138725,American InterContinental University (The),AMERICAN INTERCONTINENTAL UNIVERSITY,IL,GA,official_site_and_directory_agree,True,1.0,2002-2003,2004-2005,3,1.0,1.0
02275000,156949,JENNY LEA ACADEMY OF COSMETOLOGY,JENNY LEA ACADEMY OF COSMETOLOGY,TN,KY,official_site_and_directory_agree,False,1.0,2002-2003,2004-2005,3,1.0,1.0
02588900,131742,Sanz School,SANZ SCHOOL,VA,DC,official_site_and_directory_agree,True,1.0,2002-2003,2004-2005,3,1.0,1.0
03097800,419156,CARSTEN INSTITUTE OF COSMETOLOGY,Carsten Institute of Cosmetology,NY,AZ,official_site_and_directory_agree,False,2.0,2014-2015,2016-2017,3,1.0,1.0
03115200,414124,MotoRing Technical Training Institute,MOTORING TECHNICAL TRAINING INSTITUTE,MA,RI,official_site_and_directory_agree,True,1.0,2002-2003,2004-2005,3,1.0,1.0
03171300,367954,UNIVERSITY OF ST. AUGUSTINE FOR HEALTH SCIENCES,University of St Augustine for Health Sciences,CA,FL,official_site_and_directory_agree,False,1.0,2010-2011,2012-2013,3,1.0,1.0
04242900,487977,MARTINSBURG COLLEGE,Martinsburg College,WY,WV,official_site_and_directory_agree,False,1.0,2022-2023,2024-2025,3,1.0,1.0
00188100,154022,Ashford University,Ashford University,CA,IA,official_site_and_directory_agree,False,1.0,2012-2013,2013-2014,2,1.0,1.0
00267811,231785,BRYANT & STRATTON COLLEGE - VIRGINIA BEACH,BRYANT AND STRATTON COLLEGE-VIRGINIA BEACH,NY,VA,official_site_alias_annual_unitid_verified,False,3.0,2002-2003,2003-2004,2,1.0,1.0
02275000,156949,JENNY LEA ACADEMY OF COSMETOLOGY,Jenny Lea Academy of Cosmetology,TN,KY,official_site_and_directory_agree,False,1.0,2005-2006,2007-2008,2,1.0,1.0
02576900,102845,Charter College,Charter College,AK,WA,official_site_and_directory_agree,False,1.0,2021-2022,2022-2023,2,1.0,1.0
02588900,131742,SANZ SCHOOL,Sanz School,VA,DC,official_site_and_directory_agree,False,1.0,2006-2007,2007-2008,2,1.0,1.0
02615000,364335,SANFORD-BROWN COLLEGE,Sanford-Brown Institute,TX,NY,official_site_and_directory_agree,True,1.0,2005-2006,2008-2009,2,1.0,0.6818181818181818
03110800,420705,BAKKE GRADUATE UNIVERSITY,Bakke Graduate University,TX,WA,official_site_and_directory_agree,False,1.0,2013-2014,2014-2015,2,1.0,1.0
03115200,414124,MotoRing Technical Training Institute,Motoring Technical Training Institute,MA,RI,official_site_and_directory_agree,True,1.0,2005-2006,2007-2008,2,1.0,1.0
03468500,439455,Mdt College Of Health Sciences,MDT College of Health Sciences,IL,OH,official_site_and_directory_agree,True,1.0,2018-2019,2019-2020,2,1.0,1.0
03570500,217606,ZION BIBLE COLLEGE,ZION BIBLE INSTITUTE,MA,RI,official_site_and_directory_agree,True,1.0,2003-2004,2004-2005,2,1.0,0.631578947368421
03813300,444130,NORTHCENTRAL UNIVERSITY,Northcentral University,CA,AZ,official_site_and_directory_agree,False,1.0,2014-2015,2015-2016,2,1.0,1.0
04005300,447050,UNITED STATES UNIVERSITY,United States University,GA,CA,official_site_and_directory_agree,False,1.0,2023-2024,2024-2025,2,1.0,1.0
04038700,449597,IDEAL BEAUTY ACADEMY,Ideal Beauty Academy,KY,IN,official_site_and_directory_agree,False,2.0,2015-2016,2017-2018,2,1.0,1.0
04100400,454689,TAFT UNIVERSITY SYSTEM (THE),Taft University System,CO,CA,official_site_and_directory_agree,False,1.0,2012-2013,2013-2014,2,1.0,1.0
04122300,442569,GRANTHAM UNIVERSITY,Grantham University,KS,MO,official_site_and_directory_agree,False,1.0,2012-2013,2013-2014,2,1.0,1.0
04140500,457226,HORIZON UNIVERSITY,Horizon University,IN,CA,official_site_and_directory_agree,False,1.0,2015-2016,2016-2017,2,1.0,1.0
04235400,486424,SAINT MICHAEL COLLEGE OF ALLIED HEALTH,Saint Michael College of Allied Health,DC,VA,official_site_and_directory_agree,False,1.0,2018-2019,2019-2020,2,1.0,1.0
04244000,485546,California Intercontinental University,California Intercontinental University,SD,CA,official_site_and_directory_agree,True,1.0,2021-2022,2022-2023,2,1.0,1.0
00188100,154022,Ashford University,Ashford University,CA,IA,official_site_and_directory_agree,True,1.0,2011-2012,2011-2012,1,1.0,1.0
00267808,201469,BRYANT & STRATTON COLLEGE - PARMA,BRYANT AND STRATTON COLLEGE-PARMA,NY,OH,official_site_and_directory_agree,False,1.0,2004-2005,2004-2005,1,1.0,1.0
00267811,231785,BRYANT & STRATTON COLLEGE - VIRGINIA BEACH,BRYANT AND STRATTON COLLEGE-VIRGINIA BEACH,NY,VA,official_site_and_directory_agree,False,1.0,2004-2005,2004-2005,1,1.0,1.0
00352400,221856,Tennessee Temple University,Tennessee Temple University,TN,NC,official_site_and_directory_agree,False,1.0,2015-2016,2015-2016,1,1.0,1.0
00429700,125268,WATTERSON COLLEGE,WATTERSON COLLEGE,CA,NY,official_site_and_directory_agree,False,1.0,2001-2002,2001-2002,1,1.0,1.0
00458609,181242,KAPLAN UNIVERSITY - LINCOLN,Kaplan University-Lincoln Campus,IA,NE,official_site_and_directory_agree,False,1.0,2008-2009,2008-2009,1,1.0,0.8771929824561403
00752500,137713,SUWANNEE-HAMILTON TECHNICAL CENTER,Suwannee-Hamilton Technical Center,FL,VA,official_site_and_directory_agree,False,1.0,2012-2013,2012-2013,1,1.0,1.0
00869408,200013,RASMUSSEN COLLEGE - FARGO,Rasmussen College-Fargo,MN,ND,official_site_and_directory_agree,False,1.0,2009-2010,2009-2010,1,1.0,1.0
01021700,215868,International Academy of Design and Technology,International Academy of Design and Technology,TN,PA,official_site_and_directory_agree,True,1.0,2005-2006,2005-2006,1,1.0,1.0
01209000,186274,ROBERT FIANCE BEAUTY SCHOOLS,Robert Fiance Beauty Schools,NJ,FL,official_site_and_directory_agree,False,1.0,2024-2025,2024-2025,1,1.0,1.0
01260300,212337,EMPIRE BEAUTY SCHOOL,EMPIRE BEAUTY SCHOOL,PA,GA,official_site_and_directory_agree,False,1.0,2001-2002,2001-2002,1,1.0,1.0
02090700,177038,CLEVELAND CHIROPRACTIC COLLEGE,CLEVELAND CHIROPRACTIC COLLEGE,KS,MO,official_site_and_directory_agree,False,1.0,2000-2001,2000-2001,1,1.0,1.0
02090700,177038,CLEVELAND CHIROPRACTIC COLLEGE,CLEVELAND CHIROPRACTIC COLLEGE,KS,MO,official_site_and_directory_agree,True,1.0,2001-2002,2001-2002,1,1.0,1.0
02090700,177038,CLEVELAND CHIROPRACTIC COLLEGE,CLEVELAND CHIROPRACTIC COLLEGE,KS,MO,unique_annual_directory_only,False,,1999-2000,1999-2000,1,1.0,1.0
02090700,177038,Cleveland Chiropractic College,Cleveland Chiropractic College,KS,MO,official_site_and_directory_agree,False,1.0,2006-2007,2006-2007,1,1.0,1.0
02090700,177038,Cleveland Chiropractic College,Cleveland Chiropractic College,KS,MO,official_site_and_directory_agree,True,1.0,2005-2006,2005-2006,1,1.0,1.0
02113600,438586,American InterContinental University,American InterContinental University,IL,GA,official_site_and_directory_agree,True,3.0,2009-2010,2009-2010,1,1.0,1.0
02113600,445027,American InterContinental University,American InterContinental University,AZ,IL,official_site_and_directory_agree,True,2.0,2017-2018,2017-2018,1,1.0,1.0
02113600,445027,American Intercontinental University,American InterContinental University,AZ,IL,official_site_and_directory_agree,False,2.0,2018-2019,2018-2019,1,1.0,1.0
02287100,135142,La Belle Beauty School,LA BELLE BEAUTY SCHOOL,FL,GA,official_site_and_directory_agree,False,1.0,2002-2003,2002-2003,1,1.0,1.0
02296000,101958,PRINCE INSTITUTE - SOUTHEAST,Prince Institute-Southeast,IL,AL,official_site_and_directory_agree,False,2.0,2014-2015,2014-2015,1,1.0,1.0
02339800,107886,SOUTHERN INSTITUTE OF COSMETOLOGY - MAIN CAMPUS,SOUTHERN INSTITUTE OF COSMETOLOGY,TN,AR,unique_annual_directory_only,False,,1999-2000,1999-2000,1,1.0,0.8461538461538461
02558700,430403,PRISM CAREER INSTITUTE,PRISM CAREER INSTITUTE,PA,NJ,official_site_and_directory_agree,False,1.0,2004-2005,2004-2005,1,1.0,1.0
02558700,430403,Prism Career Institute,Prism Career Institute,PA,NJ,official_site_and_directory_agree,True,1.0,2005-2006,2005-2006,1,1.0,1.0
02576900,102845,Charter College,Charter College,AK,WA,official_site_and_directory_agree,True,1.0,2020-2021,2020-2021,1,1.0,1.0
02588900,131742,SANZ SCHOOL,SANZ SCHOOL,VA,DC,official_site_and_directory_agree,False,1.0,2000-2001,2000-2001,1,1.0,1.0
02588900,131742,SANZ SCHOOL,SANZ SCHOOL,VA,DC,official_site_and_directory_agree,True,1.0,2001-2002,2001-2002,1,1.0,1.0
02588900,131742,SANZ SCHOOL,SANZ SCHOOL,VA,DC,unique_annual_directory_only,False,,1999-2000,1999-2000,1,1.0,1.0
02588900,131742,Sanz School,Sanz School,VA,DC,official_site_and_directory_agree,True,1.0,2005-2006,2005-2006,1,1.0,1.0
02608500,251242,DELTA CAREER INSTITUTE,DELTA CAREER INSTITUTE,TX,CA,official_site_and_directory_agree,False,1.0,2001-2002,2001-2002,1,1.0,1.0
02615000,364335,SANFORD-BROWN COLLEGE,SANFORD-BROWN INSTITUTE,TX,NY,official_site_and_directory_agree,True,1.0,2004-2005,2004-2005,1,1.0,0.6818181818181818
02615000,364335,SANFORD-BROWN INSTITUTE,Sanford-Brown Institute,TX,NY,official_site_and_directory_agree,True,1.0,2007-2008,2007-2008,1,1.0,1.0
02615000,364335,Sanford-Brown College,Sanford-Brown Institute,TX,NY,official_site_and_directory_agree,False,1.0,2009-2010,2009-2010,1,1.0,0.6818181818181818
02615000,364335,Sanford-Brown Institute,Sanford-Brown Institute,TX,NY,official_site_and_directory_agree,False,1.0,2006-2007,2006-2007,1,1.0,1.0
02616400,187161,Sanford-Brown Institute,SANFORD-BROWN INSTITUTE,FL,NJ,official_site_and_directory_agree,False,1.0,2004-2005,2004-2005,1,1.0,1.0
03010608,389727,VIRGINIA COLLEGE - PENSACOLA,Virginia College-Pensacola,AL,FL,official_site_and_directory_agree,False,1.0,2007-2008,2007-2008,1,1.0,1.0
03089400,391616,SCHOOL OF HAIR DESIGN,School of Hair Design,OK,TX,official_site_and_directory_agree,False,1.0,2007-2008,2007-2008,1,1.0,1.0
03092600,417752,Messenger College,Messenger College,TX,MO,official_site_and_directory_agree,True,1.0,2011-2012,2011-2012,1,1.0,1.0
03115200,414124,MotoRing Technical Training Institute,Motoring Technical Training Institute,MA,RI,official_site_and_directory_agree,False,1.0,2008-2009,2008-2009,1,1.0,1.0
03468500,439455,Mdt College Of Health Sciences,MDT College of Health Sciences,IL,OH,official_site_and_directory_agree,False,1.0,2020-2021,2020-2021,1,1.0,1.0
03516300,439701,King's University (The),King's University,CA,TX,official_site_and_directory_agree,False,1.0,2014-2015,2014-2015,1,1.0,1.0
03570500,217606,ZION BIBLE COLLEGE,ZION BIBLE INSTITUTE,MA,RI,official_site_and_directory_agree,False,1.0,2002-2003,2002-2003,1,1.0,0.631578947368421
03570500,217606,ZION BIBLE COLLEGE,Zion Bible College,MA,RI,official_site_and_directory_agree,True,1.0,2005-2006,2005-2006,1,1.0,1.0
03570500,217606,Zion Bible College,Zion Bible College,MA,RI,official_site_and_directory_agree,True,1.0,2007-2008,2007-2008,1,1.0,1.0
03691400,442295,AVE MARIA SCHOOL OF LAW,AVE MARIA SCHOOL OF LAW,FL,MI,official_site_and_directory_agree,False,1.0,2002-2003,2002-2003,1,1.0,1.0
03691400,442295,Ave Maria School of Law,Ave Maria School of Law,FL,MI,official_site_and_directory_agree,False,1.0,2008-2009,2008-2009,1,1.0,1.0
03747300,443702,BEXLEY HALL SEMINARY,BEXLEY HALL SEMINARY,OH,NY,official_site_and_directory_agree,False,1.0,2003-2004,2003-2004,1,1.0,1.0
03752400,447953,School of Urban Missions,School of Urban Missions,CA,LA,official_site_and_directory_agree,False,1.0,2006-2007,2006-2007,1,1.0,1.0
03874400,446163,COMMUNITY CHRISTIAN COLLEGE,Community Christian College,AZ,CA,official_site_and_directory_agree,False,1.0,2023-2024,2023-2024,1,1.0,1.0
03874400,446163,Community Christian College,Community Christian College,AZ,CA,official_site_and_directory_agree,True,1.0,2022-2023,2022-2023,1,1.0,1.0
04038700,449597,Ideal Beauty Academy,Ideal Beauty Academy,KY,IN,official_site_and_directory_agree,False,2.0,2016-2017,2016-2017,1,1.0,1.0
04080300,454829,ASPEN UNIVERSITY,Aspen University,AZ,CO,official_site_and_directory_agree,False,1.0,2019-2020,2019-2020,1,1.0,1.0
04080300,454829,Aspen University,Aspen University,AZ,CO,official_site_and_directory_agree,True,1.0,2020-2021,2020-2021,1,1.0,1.0
04259600,480499,SHILOH UNIVERSITY,Shiloh University,IA,CA,official_site_and_directory_agree,False,1.0,2021-2022,2021-2022,1,1.0,1.0
